imu,time,ax,ay,az,gx,gy,gz,mx,my,mz
0,7152433,215,-1831,-804,-1028,-564,-319,294,24,-298
0,7152443,215,-1831,-804,-1028,-564,-319,294,24,-298
0,7152456,215,-1831,-804,-1028,-564,-319,294,24,-298
0,7152464,214,-1829,-808,-1029,-572,-323,294,24,-298
0,7152472,214,-1829,-808,-1029,-572,-323,294,24,-298
0,7152480,217,-1831,-808,-1035,-561,-322,301,17,-295
0,7152488,217,-1831,-808,-1035,-561,-322,301,17,-295
0,7152496,217,-1831,-808,-1035,-561,-322,301,17,-295
0,7152504,214,-1833,-806,-1021,-566,-328,301,17,-295
0,7152513,214,-1833,-806,-1021,-566,-328,301,17,-295
0,7152521,217,-1827,-814,-1032,-564,-334,301,17,-295
0,7152529,217,-1827,-814,-1032,-564,-334,301,17,-295
0,7152537,217,-1827,-814,-1032,-564,-334,301,17,-295
0,7152544,215,-1833,-804,-1033,-567,-333,301,17,-295
0,7152552,215,-1833,-804,-1033,-567,-333,301,17,-295
0,7152560,217,-1829,-810,-1019,-563,-323,301,17,-295
0,7152568,217,-1829,-810,-1019,-563,-323,301,17,-295
0,7152575,217,-1829,-810,-1019,-563,-323,301,17,-295
0,7152582,219,-1831,-810,-1023,-564,-314,301,17,-295
0,7152590,219,-1831,-810,-1023,-564,-314,301,17,-295
0,7152598,218,-1832,-804,-1020,-563,-321,296,14,-292
0,7152605,218,-1832,-804,-1020,-563,-321,296,14,-292
0,7152613,218,-1832,-804,-1020,-563,-321,296,14,-292
0,7152620,218,-1828,-812,-1028,-560,-324,296,14,-292
0,7152627,218,-1828,-812,-1028,-560,-324,296,14,-292
0,7152634,218,-1828,-812,-1028,-560,-324,296,14,-292
0,7152643,219,-1831,-810,-1033,-565,-328,296,14,-292
0,7152651,219,-1831,-810,-1033,-565,-328,296,14,-292
0,7152659,213,-1831,-811,-1032,-570,-322,296,14,-292
0,7152666,213,-1831,-811,-1032,-570,-322,296,14,-292
0,7152673,213,-1831,-811,-1032,-570,-322,296,14,-292
0,7152679,214,-1835,-816,-1037,-567,-328,296,14,-292
0,7152687,214,-1835,-816,-1037,-567,-328,296,14,-292
0,7152694,214,-1835,-816,-1037,-567,-328,296,14,-292
0,7152702,213,-1833,-810,-1022,-563,-320,296,14,-292
0,7152710,213,-1833,-810,-1022,-563,-320,296,14,-292
0,7152717,217,-1830,-816,-1031,-564,-320,296,14,-292
0,7152726,217,-1830,-816,-1031,-564,-320,296,14,-292
0,7152734,217,-1830,-816,-1031,-564,-320,296,14,-292
0,7152742,221,-1828,-813,-1025,-569,-328,298,20,-302
0,7152751,221,-1828,-813,-1025,-569,-328,298,20,-302
0,7152759,221,-1832,-806,-1020,-568,-317,298,20,-302
0,7152768,221,-1832,-806,-1020,-568,-317,298,20,-302
0,7152781,220,-1832,-810,-1026,-565,-323,298,20,-302
0,7152790,220,-1832,-810,-1026,-565,-323,298,20,-302
0,7152799,215,-1830,-810,-1030,-566,-333,298,20,-302
0,7152808,215,-1830,-810,-1030,-566,-333,298,20,-302
0,7152819,214,-1830,-805,-1026,-564,-330,298,20,-302
0,7152828,214,-1830,-805,-1026,-564,-330,298,20,-302
0,7152836,214,-1830,-805,-1026,-564,-330,298,20,-302
0,7152851,214,-1828,-811,-1031,-569,-327,298,20,-302
0,7152861,216,-1833,-811,-1022,-562,-325,299,21,-299
0,7152873,216,-1833,-811,-1022,-562,-325,299,21,-299
0,7152886,219,-1833,-803,-1019,-567,-327,299,21,-299
0,7152897,219,-1833,-803,-1019,-567,-327,299,21,-299
0,7152909,219,-1833,-803,-1019,-567,-327,299,21,-299
0,7152919,218,-1832,-813,-1028,-567,-319,299,21,-299
0,7152928,218,-1832,-813,-1028,-567,-319,299,21,-299
0,7152936,218,-1832,-813,-1028,-567,-319,299,21,-299
0,7152945,215,-1831,-806,-1024,-564,-314,299,21,-299
0,7152953,215,-1831,-806,-1024,-564,-314,299,21,-299
0,7152967,214,-1833,-802,-1023,-561,-325,299,21,-299
0,7152976,214,-1833,-802,-1023,-561,-325,299,21,-299
0,7152990,208,-1833,-807,-1024,-568,-323,299,21,-299
0,7153001,215,-1829,-806,-1026,-561,-320,294,16,-296
0,7153015,215,-1829,-806,-1026,-561,-320,294,16,-296
0,7153027,218,-1831,-803,-1030,-569,-325,294,16,-296
0,7153039,223,-1833,-812,-1033,-566,-323,294,16,-296
0,7153055,223,-1833,-812,-1033,-566,-323,294,16,-296
0,7153071,222,-1831,-814,-1032,-565,-328,294,16,-296
0,7153079,217,-1829,-815,-1030,-567,-321,294,16,-296
0,7153091,217,-1829,-815,-1030,-567,-321,294,16,-296
0,7153103,213,-1831,-811,-1035,-574,-319,294,16,-296
0,7153118,215,-1825,-799,-1026,-569,-323,291,19,-305
0,7153128,215,-1825,-799,-1026,-569,-323,291,19,-305
0,7153141,216,-1831,-813,-1028,-568,-322,291,19,-305
0,7153155,216,-1831,-813,-1028,-568,-322,291,19,-305
0,7153170,216,-1830,-807,-1036,-569,-328,291,19,-305
0,7153178,220,-1828,-814,-1038,-562,-325,291,19,-305
0,7153190,220,-1828,-814,-1038,-562,-325,291,19,-305
0,7153203,222,-1829,-804,-1039,-568,-328,291,19,-305
0,7153216,222,-1829,-804,-1039,-568,-328,291,19,-305
0,7153226,222,-1832,-809,-1034,-575,-317,291,19,-305
0,7153238,216,-1829,-810,-1036,-567,-321,291,19,-305
0,7153247,216,-1829,-810,-1036,-567,-321,297,19,-299
0,7153255,216,-1829,-810,-1036,-567,-321,297,19,-299
0,7153266,214,-1830,-797,-1032,-571,-319,297,19,-299
0,7153280,214,-1829,-810,-1025,-565,-317,297,19,-299
0,7153293,214,-1829,-810,-1025,-565,-317,297,19,-299
0,7153305,211,-1831,-810,-1024,-566,-322,297,19,-299
0,7153318,218,-1831,-808,-1030,-561,-323,297,19,-299
0,7153331,218,-1831,-808,-1030,-561,-323,297,19,-299
0,7153344,219,-1830,-809,-1033,-565,-330,297,19,-299
0,7153357,219,-1830,-809,-1033,-565,-330,297,19,-299
0,7153371,219,-1831,-812,-1033,-564,-333,297,19,-299
0,7153384,222,-1829,-805,-1034,-567,-332,294,22,-298
0,7153395,222,-1829,-805,-1034,-567,-332,294,22,-298
0,7153408,215,-1831,-811,-1034,-567,-330,294,22,-298
0,7153416,215,-1831,-811,-1034,-567,-330,294,22,-298
0,7153424,217,-1832,-807,-1023,-564,-332,294,22,-298
0,7153432,217,-1832,-807,-1023,-564,-332,294,22,-298
0,7153440,216,-1831,-810,-1034,-568,-324,294,22,-298
0,7153445,216,-1831,-810,-1034,-568,-324,294,22,-298
0,7153451,216,-1831,-810,-1034,-568,-324,294,22,-298
0,7153456,216,-1831,-810,-1034,-568,-324,294,22,-298
0,7153461,218,-1830,-810,-1040,-569,-321,294,22,-298
0,7153466,218,-1830,-810,-1040,-569,-321,294,22,-298
0,7153471,218,-1830,-810,-1040,-569,-321,294,22,-298
0,7153477,218,-1830,-810,-1040,-569,-321,294,22,-298
0,7153482,218,-1833,-809,-1031,-565,-325,294,22,-298
0,7153488,218,-1833,-809,-1031,-565,-325,294,22,-298
0,7153495,218,-1833,-809,-1031,-565,-325,294,22,-298
0,7153500,219,-1833,-808,-1033,-568,-326,307,27,-293
0,7153505,219,-1833,-808,-1033,-568,-326,307,27,-293
0,7153512,219,-1833,-808,-1033,-568,-326,307,27,-293
0,7153519,220,-1829,-807,-1026,-566,-321,307,27,-293
0,7153526,220,-1829,-807,-1026,-566,-321,307,27,-293
0,7153532,220,-1829,-807,-1026,-566,-321,307,27,-293
0,7153540,215,-1830,-808,-1030,-568,-321,307,27,-293
0,7153547,215,-1830,-808,-1030,-568,-321,307,27,-293
0,7153554,215,-1830,-808,-1030,-568,-321,307,27,-293
0,7153562,214,-1830,-806,-1028,-568,-328,307,27,-293
0,7153569,214,-1830,-806,-1028,-568,-328,307,27,-293
0,7153575,214,-1830,-806,-1028,-568,-328,307,27,-293
0,7153581,215,-1826,-806,-1027,-567,-328,307,27,-293
0,7153587,215,-1826,-806,-1027,-567,-328,307,27,-293
0,7153594,215,-1826,-806,-1027,-567,-328,307,27,-293
0,7153601,219,-1833,-811,-1029,-570,-327,307,27,-293
0,7153609,219,-1833,-811,-1029,-570,-327,307,27,-293
0,7153615,219,-1833,-811,-1029,-570,-327,307,27,-293
0,7153624,222,-1831,-806,-1039,-574,-320,307,27,-293
0,7153629,222,-1831,-806,-1039,-574,-320,307,27,-293
0,7153635,222,-1831,-806,-1039,-574,-320,307,27,-293
0,7153640,219,-1829,-807,-1031,-567,-314,291,21,-299
0,7153645,219,-1829,-807,-1031,-567,-314,291,21,-299
0,7153650,219,-1829,-807,-1031,-567,-314,291,21,-299
0,7153655,219,-1829,-807,-1031,-567,-314,291,21,-299
0,7153664,220,-1831,-807,-1022,-567,-329,291,21,-299
0,7153670,220,-1831,-807,-1022,-567,-329,291,21,-299
0,7153677,220,-1831,-807,-1022,-567,-329,291,21,-299
0,7153684,218,-1831,-813,-1022,-569,-323,291,21,-299
0,7153691,218,-1831,-813,-1022,-569,-323,291,21,-299
0,7153698,218,-1831,-813,-1022,-569,-323,291,21,-299
0,7153705,213,-1832,-809,-1026,-565,-329,291,21,-299
0,7153712,213,-1832,-809,-1026,-565,-329,291,21,-299
0,7153720,215,-1830,-804,-1034,-571,-325,291,21,-299
0,7153727,215,-1830,-804,-1034,-571,-325,291,21,-299
0,7153734,215,-1830,-804,-1034,-571,-325,291,21,-299
0,7153740,215,-1830,-805,-1034,-561,-323,291,21,-299
0,7153748,215,-1830,-805,-1034,-561,-323,291,21,-299
0,7153756,215,-1830,-805,-1034,-561,-323,291,21,-299
0,7153762,216,-1830,-803,-1019,-563,-323,296,18,-296
0,7153770,216,-1830,-803,-1019,-563,-323,296,18,-296
0,7153777,216,-1830,-803,-1019,-563,-323,296,18,-296
0,7153786,222,-1830,-803,-1025,-565,-323,296,18,-296
0,7153793,222,-1830,-803,-1025,-565,-323,296,18,-296
0,7153801,223,-1832,-803,-1026,-565,-320,296,18,-296
0,7153807,223,-1832,-803,-1026,-565,-320,296,18,-296
0,7153815,223,-1832,-803,-1026,-565,-320,296,18,-296
0,7153821,218,-1832,-806,-1032,-571,-321,296,18,-296
0,7153827,218,-1832,-806,-1032,-571,-321,296,18,-296
0,7153836,218,-1832,-806,-1032,-571,-321,296,18,-296
0,7153843,218,-1828,-809,-1028,-572,-316,296,18,-296
0,7153851,218,-1828,-809,-1028,-572,-316,296,18,-296
0,7153857,218,-1828,-809,-1028,-572,-316,296,18,-296
0,7153863,216,-1832,-806,-1028,-567,-323,296,18,-296
0,7153870,216,-1832,-806,-1028,-567,-323,296,18,-296
0,7153879,216,-1832,-806,-1028,-567,-323,296,18,-296
0,7153886,211,-1827,-805,-1036,-567,-317,296,18,-296
0,7153895,211,-1827,-805,-1036,-567,-317,296,18,-296
0,7153901,216,-1829,-805,-1029,-565,-324,294,16,-302
0,7153907,216,-1829,-805,-1029,-565,-324,294,16,-302
0,7153913,216,-1829,-805,-1029,-565,-324,294,16,-302
0,7153921,219,-1828,-806,-1033,-568,-329,294,16,-302
0,7153929,219,-1828,-806,-1033,-568,-329,294,16,-302
0,7153937,219,-1828,-806,-1033,-568,-329,294,16,-302
0,7153944,220,-1829,-814,-1028,-569,-329,294,16,-302
0,7153951,220,-1829,-814,-1028,-569,-329,294,16,-302
0,7153958,220,-1829,-814,-1028,-569,-329,294,16,-302
0,7153966,221,-1831,-806,-1032,-579,-334,294,16,-302
0,7153973,221,-1831,-806,-1032,-579,-334,294,16,-302
0,7153978,221,-1831,-806,-1032,-579,-334,294,16,-302
0,7153986,220,-1829,-809,-1030,-565,-324,294,16,-302
0,7153993,220,-1829,-809,-1030,-565,-324,294,16,-302
0,7154000,214,-1830,-809,-1026,-569,-329,294,16,-302
0,7154008,214,-1830,-809,-1026,-569,-329,294,16,-302
0,7154016,214,-1830,-809,-1026,-569,-329,294,16,-302
0,7154022,213,-1828,-807,-1022,-567,-326,295,21,-297
0,7154029,213,-1828,-807,-1022,-567,-326,295,21,-297
0,7154036,213,-1828,-807,-1022,-567,-326,295,21,-297
0,7154042,212,-1831,-807,-1026,-568,-323,295,21,-297
0,7154050,212,-1831,-807,-1026,-568,-323,295,21,-297
0,7154057,212,-1831,-807,-1026,-568,-323,295,21,-297
0,7154064,215,-1831,-809,-1028,-564,-335,295,21,-297
0,7154071,215,-1831,-809,-1028,-564,-335,295,21,-297
0,7154078,215,-1831,-809,-1028,-564,-335,295,21,-297
0,7154086,220,-1829,-808,-1024,-559,-324,295,21,-297
0,7154095,220,-1829,-808,-1024,-559,-324,295,21,-297
0,7154103,221,-1829,-809,-1033,-568,-324,295,21,-297
0,7154112,221,-1829,-809,-1033,-568,-324,295,21,-297
0,7154118,221,-1829,-809,-1033,-568,-324,295,21,-297
0,7154125,218,-1831,-807,-1030,-567,-324,295,21,-297
0,7154130,218,-1831,-807,-1030,-567,-324,295,21,-297
0,7154139,218,-1831,-807,-1030,-567,-324,295,21,-297
0,7154146,213,-1833,-809,-1021,-568,-319,302,8,-298
0,7154155,213,-1833,-809,-1021,-568,-319,302,8,-298
0,7154161,219,-1830,-806,-1026,-565,-327,302,8,-298
0,7154167,219,-1830,-806,-1026,-565,-327,302,8,-298
0,7154173,219,-1830,-806,-1026,-565,-327,302,8,-298
0,7154179,219,-1830,-806,-1026,-565,-327,302,8,-298
0,7154184,217,-1830,-809,-1026,-566,-325,302,8,-298
0,7154191,217,-1830,-809,-1026,-566,-325,302,8,-298
0,7154197,217,-1830,-809,-1026,-566,-325,302,8,-298
0,7154205,217,-1830,-809,-1026,-566,-325,302,8,-298
0,7154212,217,-1830,-809,-1026,-566,-325,302,8,-298
0,7154220,220,-1834,-806,-1030,-564,-333,302,8,-298
0,7154228,220,-1834,-806,-1030,-564,-333,302,8,-298
0,7154233,220,-1834,-806,-1030,-564,-333,302,8,-298
0,7154240,221,-1829,-805,-1027,-567,-330,302,8,-298
0,7154247,221,-1829,-805,-1027,-567,-330,302,8,-298
0,7154254,221,-1829,-805,-1027,-567,-330,302,8,-298
0,7154262,218,-1827,-810,-1025,-570,-332,302,8,-298
0,7154267,218,-1827,-810,-1025,-570,-332,302,8,-298
0,7154275,218,-1827,-810,-1025,-570,-332,302,8,-298
0,7154282,219,-1828,-802,-1025,-570,-329,293,15,-295
0,7154289,219,-1828,-802,-1025,-570,-329,293,15,-295
0,7154296,219,-1828,-802,-1025,-570,-329,293,15,-295
0,7154302,219,-1829,-809,-1027,-565,-329,293,15,-295
0,7154310,219,-1829,-809,-1027,-565,-329,293,15,-295
