imu,time,ax,ay,az,gx,gy,gz,mx,my,mz
2,5336326,-3471,-1693,-553,-170,-237,-90,271,157,-279
2,5336334,-3471,-1693,-553,-170,-237,-90,271,157,-279
2,5336342,-3469,-1690,-555,-166,-243,-90,271,157,-279
2,5336350,-3469,-1690,-555,-166,-243,-90,271,157,-279
2,5336359,-3471,-1695,-551,-163,-244,-88,262,160,-294
2,5336368,-3471,-1695,-551,-163,-244,-88,262,160,-294
2,5336376,-3467,-1694,-553,-163,-243,-85,262,160,-294
2,5336384,-3467,-1694,-553,-163,-243,-85,262,160,-294
2,5336392,-3467,-1694,-553,-163,-243,-85,262,160,-294
2,5336400,-3471,-1694,-553,-170,-245,-85,262,160,-294
2,5336408,-3471,-1694,-553,-170,-245,-85,262,160,-294
2,5336416,-3471,-1697,-549,-164,-238,-79,262,160,-294
2,5336424,-3471,-1697,-549,-164,-238,-79,262,160,-294
2,5336432,-3471,-1697,-549,-164,-238,-79,262,160,-294
2,5336439,-3470,-1697,-549,-168,-237,-84,262,160,-294
2,5336448,-3470,-1697,-549,-168,-237,-84,262,160,-294
2,5336455,-3470,-1697,-549,-168,-237,-84,262,160,-294
2,5336463,-3470,-1696,-550,-158,-237,-84,262,160,-294
2,5336471,-3470,-1696,-550,-158,-237,-84,262,160,-294
2,5336478,-3471,-1694,-552,-155,-237,-79,263,163,-285
2,5336486,-3471,-1694,-552,-155,-237,-79,263,163,-285
2,5336495,-3471,-1694,-552,-155,-237,-79,263,163,-285
2,5336503,-3470,-1695,-549,-164,-244,-76,263,163,-285
2,5336510,-3470,-1695,-549,-164,-244,-76,263,163,-285
2,5336521,-3472,-1694,-554,-165,-241,-82,263,163,-285
2,5336526,-3472,-1694,-554,-165,-241,-82,263,163,-285
2,5336531,-3472,-1694,-554,-165,-241,-82,263,163,-285
2,5336537,-3468,-1694,-557,-164,-234,-87,263,163,-285
2,5336542,-3468,-1694,-557,-164,-234,-87,263,163,-285
2,5336547,-3468,-1694,-557,-164,-234,-87,263,163,-285
2,5336552,-3468,-1694,-557,-164,-234,-87,263,163,-285
2,5336557,-3469,-1694,-551,-168,-228,-85,263,163,-285
2,5336561,-3469,-1694,-551,-168,-228,-85,263,163,-285
2,5336566,-3469,-1694,-551,-168,-228,-85,263,163,-285
2,5336572,-3469,-1694,-551,-168,-228,-85,263,163,-285
2,5336578,-3469,-1697,-556,-165,-233,-91,263,163,-285
2,5336583,-3469,-1697,-556,-165,-233,-91,263,163,-285
2,5336589,-3469,-1697,-556,-165,-233,-91,263,163,-285
2,5336594,-3469,-1697,-556,-165,-233,-91,263,163,-285
2,5336600,-3467,-1695,-554,-161,-236,-83,263,163,-285
2,5336606,-3467,-1695,-554,-161,-236,-83,263,163,-285
2,5336612,-3467,-1695,-554,-161,-236,-83,263,163,-285
2,5336619,-3472,-1693,-556,-164,-240,-82,265,159,-283
2,5336625,-3472,-1693,-556,-164,-240,-82,265,159,-283
2,5336630,-3472,-1693,-556,-164,-240,-82,265,159,-283
2,5336636,-3469,-1694,-547,-165,-244,-80,265,159,-283
2,5336643,-3469,-1694,-547,-165,-244,-80,265,159,-283
2,5336649,-3469,-1694,-547,-165,-244,-80,265,159,-283
2,5336656,-3471,-1694,-552,-163,-237,-87,265,159,-283
2,5336663,-3471,-1694,-552,-163,-237,-87,265,159,-283
2,5336669,-3471,-1694,-552,-163,-237,-87,265,159,-283
2,5336677,-3470,-1695,-553,-160,-240,-92,265,159,-283
2,5336682,-3470,-1695,-553,-160,-240,-92,265,159,-283
2,5336690,-3470,-1695,-553,-160,-240,-92,265,159,-283
2,5336696,-3470,-1696,-557,-162,-238,-83,265,159,-283
2,5336705,-3470,-1696,-557,-162,-238,-83,265,159,-283
2,5336711,-3470,-1696,-557,-162,-238,-83,265,159,-283
2,5336718,-3469,-1697,-553,-171,-239,-83,265,159,-283
2,5336726,-3469,-1697,-553,-171,-239,-83,265,159,-283
2,5336732,-3469,-1697,-553,-171,-239,-83,265,159,-283
2,5336740,-3470,-1697,-552,-161,-242,-86,269,163,-279
2,5336748,-3470,-1697,-552,-161,-242,-86,269,163,-279
2,5336756,-3470,-1695,-551,-161,-237,-85,269,163,-279
2,5336762,-3470,-1695,-551,-161,-237,-85,269,163,-279
2,5336770,-3470,-1695,-551,-161,-237,-85,269,163,-279
2,5336776,-3470,-1694,-551,-166,-234,-84,269,163,-279
2,5336783,-3470,-1694,-551,-166,-234,-84,269,163,-279
2,5336791,-3470,-1694,-551,-166,-234,-84,269,163,-279
2,5336799,-3471,-1694,-554,-164,-237,-95,269,163,-279
2,5336805,-3471,-1694,-554,-164,-237,-95,269,163,-279
2,5336813,-3471,-1694,-554,-164,-237,-95,269,163,-279
2,5336818,-3471,-1694,-552,-162,-239,-82,269,163,-279
2,5336824,-3471,-1694,-552,-162,-239,-82,269,163,-279
2,5336833,-3471,-1694,-552,-162,-239,-82,269,163,-279
2,5336841,-3470,-1692,-552,-168,-242,-82,269,163,-279
2,5336849,-3470,-1692,-552,-168,-242,-82,269,163,-279
2,5336855,-3470,-1692,-552,-168,-242,-82,269,163,-279
2,5336862,-3467,-1690,-547,-171,-232,-78,261,167,-281
2,5336868,-3467,-1690,-547,-171,-232,-78,261,167,-281
2,5336877,-3473,-1694,-551,-161,-240,-81,261,167,-281
2,5336883,-3473,-1694,-551,-161,-240,-81,261,167,-281
2,5336891,-3473,-1694,-551,-161,-240,-81,261,167,-281
2,5336899,-3472,-1691,-548,-161,-238,-82,261,167,-281
2,5336906,-3472,-1691,-548,-161,-238,-82,261,167,-281
2,5336911,-3472,-1691,-548,-161,-238,-82,261,167,-281
