imu,time,ax,ay,az,gx,gy,gz,mx,my,mz
2,93058,-3339,2563,-731,-4221,-4462,1140,-86,222,-162
2,93063,-3356,2434,-665,-3375,-3921,245,-87,227,-155
2,93073,-3356,2434,-665,-3375,-3921,245,-87,227,-155
2,93078,-3356,2434,-665,-3375,-3921,245,-87,227,-155
2,93083,-3385,2381,-605,1050,-3675,-549,-87,227,-155
2,93088,-3385,2381,-605,1050,-3675,-549,-87,227,-155
2,93093,-3385,2381,-605,1050,-3675,-549,-87,227,-155
2,93099,-3483,2303,-562,2643,-3282,-1054,-87,227,-155
2,93104,-3483,2303,-562,2643,-3282,-1054,-87,227,-155
2,93108,-3483,2303,-562,2643,-3282,-1054,-87,227,-155
2,93113,-3483,2303,-562,2643,-3282,-1054,-87,227,-155
2,93118,-3483,2303,-562,2643,-3282,-1054,-87,227,-155
2,93123,-3567,2166,-582,759,-3306,-1098,-87,227,-155
2,93128,-3567,2166,-582,759,-3306,-1098,-87,227,-155
2,93133,-3567,2166,-582,759,-3306,-1098,-87,227,-155
2,93138,-3567,2166,-582,759,-3306,-1098,-87,227,-155
2,93144,-3586,2081,-570,-135,-3053,-739,-87,227,-155
2,93149,-3586,2081,-570,-135,-3053,-739,-87,227,-155
2,93154,-3586,2081,-570,-135,-3053,-739,-87,227,-155
2,93160,-3525,2094,-566,165,-2779,-101,-87,227,-155
2,93165,-3525,2094,-566,165,-2779,-101,-87,227,-155
2,93170,-3525,2094,-566,165,-2779,-101,-87,227,-155
2,93175,-3525,2094,-566,165,-2779,-101,-87,227,-155
2,93180,-3482,2112,-549,-584,-2375,231,-81,225,-145
2,93186,-3482,2112,-549,-584,-2375,231,-81,225,-145
2,93192,-3482,2112,-549,-584,-2375,231,-81,225,-145
2,93200,-3457,2065,-546,-1788,-1786,122,-81,225,-145
2,93209,-3457,2065,-546,-1788,-1786,122,-81,225,-145
2,93218,-3457,2065,-546,-1788,-1786,122,-81,225,-145
2,93224,-3435,2025,-543,-1343,-1216,-67,-81,225,-145
2,93232,-3435,2025,-543,-1343,-1216,-67,-81,225,-145
2,93240,-3450,2040,-520,74,-884,18,-81,225,-145
2,93246,-3450,2040,-520,74,-884,18,-81,225,-145
2,93253,-3450,2040,-520,74,-884,18,-81,225,-145
2,93260,-3481,2120,-474,923,-887,429,-81,225,-145
2,93267,-3481,2120,-474,923,-887,429,-81,225,-145
2,93275,-3481,2120,-474,923,-887,429,-81,225,-145
2,93281,-3511,2258,-454,1091,-1207,905,-81,225,-145
2,93288,-3511,2258,-454,1091,-1207,905,-81,225,-145
2,93294,-3511,2258,-454,1091,-1207,905,-81,225,-145
2,93300,-3524,2388,-433,446,-1543,1373,-85,225,-155
2,93308,-3524,2388,-433,446,-1543,1373,-85,225,-155
2,93317,-3524,2388,-433,446,-1543,1373,-85,225,-155
2,93323,-3522,2442,-422,-709,-1957,1524,-85,225,-155
2,93330,-3522,2442,-422,-709,-1957,1524,-85,225,-155
2,93335,-3522,2442,-422,-709,-1957,1524,-85,225,-155
2,93340,-3505,2467,-417,-938,-2329,1364,-85,225,-155
2,93348,-3505,2467,-417,-938,-2329,1364,-85,225,-155
2,93357,-3505,2467,-417,-938,-2329,1364,-85,225,-155
2,93364,-3473,2511,-395,14,-2607,1181,-85,225,-155
2,93370,-3473,2511,-395,14,-2607,1181,-85,225,-155
2,93376,-3473,2511,-395,14,-2607,1181,-85,225,-155
2,93383,-3420,2531,-354,350,-3081,1174,-85,225,-155
2,93390,-3420,2531,-354,350,-3081,1174,-85,225,-155
2,93395,-3420,2531,-354,350,-3081,1174,-85,225,-155
2,93402,-3397,2511,-381,21,-3601,1242,-85,225,-155
2,93409,-3397,2511,-381,21,-3601,1242,-85,225,-155
2,93416,-3397,2511,-381,21,-3601,1242,-85,225,-155
2,93424,-3410,2529,-360,-234,-3796,1428,-77,217,-151
2,93431,-3410,2529,-360,-234,-3796,1428,-77,217,-151
2,93438,-3417,2672,-258,-92,-3780,1350,-77,217,-151
2,93447,-3417,2672,-258,-92,-3780,1350,-77,217,-151
2,93454,-3417,2672,-258,-92,-3780,1350,-77,217,-151
2,93461,-3326,2876,-281,-846,-3865,1091,-77,217,-151
2,93467,-3326,2876,-281,-846,-3865,1091,-77,217,-151
2,93475,-3326,2876,-281,-846,-3865,1091,-77,217,-151
2,93483,-3248,2893,-226,-3018,-3572,1184,-77,217,-151
2,93490,-3248,2893,-226,-3018,-3572,1184,-77,217,-151
2,93497,-3248,2893,-226,-3018,-3572,1184,-77,217,-151
2,93502,-3183,2797,-440,-5344,-3835,1283,-77,217,-151
2,93509,-3183,2797,-440,-5344,-3835,1283,-77,217,-151
2,93516,-3183,2797,-440,-5344,-3835,1283,-77,217,-151
2,93523,-3183,2899,-622,-3277,-3776,1990,-77,217,-151
2,93531,-3183,2899,-622,-3277,-3776,1990,-77,217,-151
2,93538,-3183,2899,-622,-3277,-3776,1990,-77,217,-151
2,93545,-3182,2903,-734,-1067,-3891,2353,-77,217,-151
2,93551,-3182,2903,-734,-1067,-3891,2353,-77,217,-151
2,93558,-3182,2903,-734,-1067,-3891,2353,-77,217,-151
2,93564,-3168,2649,-889,-3049,-4131,1765,-69,209,-137
2,93572,-3168,2649,-889,-3049,-4131,1765,-69,209,-137
2,93579,-3168,2649,-889,-3049,-4131,1765,-69,209,-137
2,93587,-3120,2346,-970,-3411,-4129,782,-69,209,-137
2,93593,-3120,2346,-970,-3411,-4129,782,-69,209,-137
2,93600,-3110,2237,-945,231,-3685,-51,-69,209,-137
2,93607,-3110,2237,-945,231,-3685,-51,-69,209,-137
2,93615,-3110,2237,-945,231,-3685,-51,-69,209,-137
2,93622,-3103,2245,-898,1496,-3159,-331,-69,209,-137
2,93628,-3103,2245,-898,1496,-3159,-331,-69,209,-137
2,93635,-3103,2245,-898,1496,-3159,-331,-69,209,-137
2,93642,-3098,2276,-829,-114,-2614,9,-69,209,-137
2,93650,-3098,2276,-829,-114,-2614,9,-69,209,-137
2,93657,-3098,2276,-829,-114,-2614,9,-69,209,-137
2,93664,-3145,2411,-814,-172,-2411,650,-69,209,-137
2,93671,-3145,2411,-814,-172,-2411,650,-69,209,-137
2,93680,-3150,2555,-829,-68,-2327,760,-67,195,-135
2,93685,-3150,2555,-829,-68,-2327,760,-67,195,-135
