imu,time,ax,ay,az,gx,gy,gz,mx,my,mz
2,161862,-3404,2293,-514,1082,-670,413,-94,158,-176
2,161881,-3383,2291,-507,159,-322,97,-94,158,-176
2,161886,-3383,2291,-507,159,-322,97,-94,158,-176
2,161891,-3334,2243,-472,-1262,-45,-309,-94,158,-176
2,161896,-3334,2243,-472,-1262,-45,-309,-94,158,-176
2,161902,-3334,2243,-472,-1262,-45,-309,-94,158,-176
2,161907,-3304,2251,-449,-1065,725,-383,-78,152,-184
2,161912,-3304,2251,-449,-1065,725,-383,-78,152,-184
2,161917,-3304,2251,-449,-1065,725,-383,-78,152,-184
2,161922,-3304,2251,-449,-1065,725,-383,-78,152,-184
2,161929,-3338,2330,-433,435,1446,-99,-78,152,-184
2,161934,-3338,2330,-433,435,1446,-99,-78,152,-184
2,161939,-3338,2330,-433,435,1446,-99,-78,152,-184
2,161944,-3338,2330,-433,435,1446,-99,-78,152,-184
2,161950,-3370,2365,-444,-102,1635,201,-78,152,-184
2,161955,-3370,2365,-444,-102,1635,201,-78,152,-184
2,161961,-3370,2365,-444,-102,1635,201,-78,152,-184
2,161967,-3367,2337,-417,-1216,1616,289,-78,152,-184
2,161973,-3367,2337,-417,-1216,1616,289,-78,152,-184
2,161978,-3367,2337,-417,-1216,1616,289,-78,152,-184
2,161983,-3367,2337,-417,-1216,1616,289,-78,152,-184
2,161990,-3364,2321,-430,-881,1583,352,-78,152,-184
2,161995,-3364,2321,-430,-881,1583,352,-78,152,-184
2,162000,-3364,2321,-430,-881,1583,352,-78,152,-184
2,162008,-3406,2340,-406,-397,1496,771,-78,152,-184
2,162013,-3406,2340,-406,-397,1496,771,-78,152,-184
2,162019,-3406,2340,-406,-397,1496,771,-78,152,-184
2,162024,-3406,2340,-406,-397,1496,771,-78,152,-184
2,162030,-3407,2359,-417,-370,1378,1200,-76,138,-176
2,162036,-3407,2359,-417,-370,1378,1200,-76,138,-176
2,162042,-3407,2359,-417,-370,1378,1200,-76,138,-176
2,162048,-3409,2391,-408,301,1106,1504,-76,138,-176
2,162054,-3409,2391,-408,301,1106,1504,-76,138,-176
2,162060,-3409,2391,-408,301,1106,1504,-76,138,-176
2,162065,-3409,2391,-408,301,1106,1504,-76,138,-176
2,162071,-3423,2479,-383,1111,825,1832,-76,138,-176
2,162077,-3423,2479,-383,1111,825,1832,-76,138,-176
2,162082,-3423,2479,-383,1111,825,1832,-76,138,-176
2,162087,-3351,2608,-315,1477,537,1844,-76,138,-176
2,162094,-3351,2608,-315,1477,537,1844,-76,138,-176
2,162100,-3351,2608,-315,1477,537,1844,-76,138,-176
2,162106,-3351,2608,-315,1477,537,1844,-76,138,-176
2,162111,-3194,2727,-323,494,224,1789,-76,138,-176
2,162117,-3194,2727,-323,494,224,1789,-76,138,-176
2,162123,-3194,2727,-323,494,224,1789,-76,138,-176
2,162128,-3156,2759,-239,-983,538,2154,-76,138,-176
2,162135,-3156,2759,-239,-983,538,2154,-76,138,-176
2,162140,-3156,2759,-239,-983,538,2154,-76,138,-176
2,162146,-3156,2759,-239,-983,538,2154,-76,138,-176
2,162151,-3092,2713,-417,-2035,560,2358,-73,137,-195
2,162157,-3092,2713,-417,-2035,560,2358,-73,137,-195
2,162163,-3092,2713,-417,-2035,560,2358,-73,137,-195
2,162168,-3083,2836,-490,-102,1083,2843,-73,137,-195
2,162173,-3083,2836,-490,-102,1083,2843,-73,137,-195
2,162179,-3083,2836,-490,-102,1083,2843,-73,137,-195
2,162185,-3083,2836,-490,-102,1083,2843,-73,137,-195
2,162192,-3112,2842,-631,2022,1134,3128,-73,137,-195
2,162197,-3112,2842,-631,2022,1134,3128,-73,137,-195
2,162203,-3112,2842,-631,2022,1134,3128,-73,137,-195
2,162210,-3110,2640,-793,-1394,1007,2398,-73,137,-195
2,162219,-3110,2640,-793,-1394,1007,2398,-73,137,-195
2,162225,-3110,2640,-793,-1394,1007,2398,-73,137,-195
2,162232,-3147,2378,-837,-4352,1169,1471,-73,137,-195
2,162239,-3147,2378,-837,-4352,1169,1471,-73,137,-195
2,162247,-3209,2241,-847,-1887,1559,713,-73,137,-195
2,162252,-3209,2241,-847,-1887,1559,713,-73,137,-195
2,162260,-3209,2241,-847,-1887,1559,713,-73,137,-195
2,162269,-3157,2241,-849,453,1875,148,-76,124,-194
2,162275,-3157,2241,-849,453,1875,148,-76,124,-194
2,162281,-3157,2241,-849,453,1875,148,-76,124,-194
2,162287,-3157,2241,-849,453,1875,148,-76,124,-194
2,162293,-3052,2315,-809,315,2305,-38,-76,124,-194
2,162299,-3052,2315,-809,315,2305,-38,-76,124,-194
2,162309,-3033,2482,-826,984,2526,298,-76,124,-194
2,162316,-3033,2482,-826,984,2526,298,-76,124,-194
2,162322,-3033,2482,-826,984,2526,298,-76,124,-194
2,162329,-3068,2701,-873,2906,2546,362,-76,124,-194
2,162336,-3068,2701,-873,2906,2546,362,-76,124,-194
2,162343,-3068,2701,-873,2906,2546,362,-76,124,-194
2,162350,-3110,2744,-803,1309,2258,-318,-76,124,-194
2,162357,-3110,2744,-803,1309,2258,-318,-76,124,-194
2,162363,-3110,2744,-803,1309,2258,-318,-76,124,-194
2,162370,-3159,2596,-673,-3495,1468,-1095,-76,124,-194
2,162376,-3159,2596,-673,-3495,1468,-1095,-76,124,-194
2,162383,-3159,2596,-673,-3495,1468,-1095,-76,124,-194
2,162392,-3183,2434,-583,-2965,843,-1403,-75,135,-201
2,162398,-3183,2434,-583,-2965,843,-1403,-75,135,-201
2,162404,-3183,2434,-583,-2965,843,-1403,-75,135,-201
2,162411,-3189,2356,-549,972,553,-1591,-75,135,-201
2,162419,-3189,2356,-549,972,553,-1591,-75,135,-201
2,162426,-3189,2356,-549,972,553,-1591,-75,135,-201
2,162433,-3164,2253,-515,90,286,-1771,-75,135,-201
2,162440,-3164,2253,-515,90,286,-1771,-75,135,-201
2,162447,-3144,2103,-517,-2326,297,-1781,-75,135,-201
2,162454,-3144,2103,-517,-2326,297,-1781,-75,135,-201
2,162461,-3144,2103,-517,-2326,297,-1781,-75,135,-201
2,162467,-3152,2072,-509,-148,499,-1691,-75,135,-201
2,162476,-3152,2072,-509,-148,499,-1691,-75,135,-201
2,162482,-3152,2072,-509,-148,499,-1691,-75,135,-201
2,162488,-3158,2141,-510,2808,549,-1590,-75,135,-201
2,162494,-3158,2141,-510,2808,549,-1590,-75,135,-201
2,162502,-3158,2141,-510,2808,549,-1590,-75,135,-201
2,162509,-3179,2174,-511,1509,426,-1420,-75,135,-201
2,162515,-3179,2174,-511,1509,426,-1420,-75,135,-201
2,162524,-3179,2174,-511,1509,426,-1420,-75,135,-201
2,162532,-3223,2115,-495,-1902,82,-1263,-67,141,-209
2,162539,-3223,2115,-495,-1902,82,-1263,-67,141,-209
2,162545,-3223,2115,-495,-1902,82,-1263,-67,141,-209
2,162552,-3248,2066,-468,-2637,59,-1090,-67,141,-209
2,162560,-3248,2066,-468,-2637,59,-1090,-67,141,-209
2,162567,-3248,2066,-468,-2637,59,-1090,-67,141,-209
2,162575,-3243,2106,-441,-496,12,-990,-67,141,-209
2,162583,-3243,2106,-441,-496,12,-990,-67,141,-209
2,162588,-3218,2140,-444,-111,-459,-1003,-67,141,-209
2,162594,-3218,2140,-444,-111,-459,-1003,-67,141,-209
2,162601,-3218,2140,-444,-111,-459,-1003,-67,141,-209
2,162609,-3194,2148,-402,-1942,-680,-907,-67,141,-209
2,162618,-3194,2148,-402,-1942,-680,-907,-67,141,-209
2,162625,-3194,2148,-402,-1942,-680,-907,-67,141,-209
2,162632,-3206,2183,-391,-1611,-652,-646,-67,141,-209
2,162637,-3206,2183,-391,-1611,-652,-646,-67,141,-209
2,162644,-3206,2183,-391,-1611,-652,-646,-67,141,-209
2,162651,-3206,2183,-391,-1611,-652,-646,-75,149,-213
2,162658,-3206,2183,-391,-1611,-652,-646,-75,149,-213
2,162664,-3206,2183,-391,-1611,-652,-646,-75,149,-213
