server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:26:36.624076;(2324,33,-223);(1882,519,565)
2021-07-06T12:26:36.635271;(2324,33,-223);(1882,519,565)
2021-07-06T12:26:36.644710;(2324,28,-236);(1875,512,567)
2021-07-06T12:26:36.654237;(2324,28,-236);(1875,512,567)
2021-07-06T12:26:36.664062;(2326,25,-233);(1870,508,575)
2021-07-06T12:26:36.671608;(2326,25,-233);(1870,508,575)
2021-07-06T12:26:36.678459;(2329,26,-243);(1868,514,586)
2021-07-06T12:26:36.685326;(2329,26,-243);(1868,514,586)
2021-07-06T12:26:36.692414;(2329,26,-243);(1868,514,586)
2021-07-06T12:26:36.699352;(2328,33,-263);(1861,517,598)
2021-07-06T12:26:36.705858;(2328,33,-263);(1861,517,598)
2021-07-06T12:26:36.713169;(2328,33,-263);(1861,517,598)
2021-07-06T12:26:36.719829;(2330,33,-289);(1851,534,617)
2021-07-06T12:26:36.726347;(2330,33,-289);(1851,534,617)
2021-07-06T12:26:36.733396;(2330,33,-289);(1851,534,617)
2021-07-06T12:26:36.739972;(2337,36,-289);(1835,549,641)
2021-07-06T12:26:36.746194;(2337,36,-289);(1835,549,641)
2021-07-06T12:26:36.752276;(2337,36,-289);(1835,549,641)
2021-07-06T12:26:36.759213;(2335,39,-303);(1820,567,673)
2021-07-06T12:26:36.765957;(2335,39,-303);(1820,567,673)
2021-07-06T12:26:36.774246;(2335,39,-303);(1820,567,673)
2021-07-06T12:26:36.781392;(2340,40,-314);(1812,564,698)
2021-07-06T12:26:36.788730;(2340,40,-314);(1812,564,698)
2021-07-06T12:26:36.794688;(2333,39,-335);(1800,575,730)
2021-07-06T12:26:36.801686;(2333,39,-335);(1800,575,730)
2021-07-06T12:26:36.808752;(2333,39,-335);(1800,575,730)
2021-07-06T12:26:36.815530;(2340,40,-351);(1786,598,754)
2021-07-06T12:26:36.822486;(2340,40,-351);(1786,598,754)
2021-07-06T12:26:36.828786;(2340,40,-351);(1786,598,754)
2021-07-06T12:26:36.837109;(2349,45,-348);(1770,622,797)
2021-07-06T12:26:36.843723;(2349,45,-348);(1770,622,797)
2021-07-06T12:26:36.850566;(2349,45,-348);(1770,622,797)
2021-07-06T12:26:36.857842;(2351,48,-359);(1751,623,854)
2021-07-06T12:26:36.863960;(2351,48,-359);(1751,623,854)
2021-07-06T12:26:36.870572;(2351,48,-359);(1751,623,854)
2021-07-06T12:26:36.877691;(2341,30,-359);(1732,618,899)
2021-07-06T12:26:36.884341;(2341,30,-359);(1732,618,899)
2021-07-06T12:26:36.892107;(2341,30,-359);(1732,618,899)
2021-07-06T12:26:36.899315;(2339,40,-372);(1707,600,939)
2021-07-06T12:26:36.905934;(2339,40,-372);(1707,600,939)
2021-07-06T12:26:36.912294;(2339,40,-372);(1707,600,939)
2021-07-06T12:26:36.920135;(2348,46,-386);(1690,600,969)
2021-07-06T12:26:36.926710;(2348,46,-386);(1690,600,969)
2021-07-06T12:26:36.933138;(2348,46,-386);(1690,600,969)
2021-07-06T12:26:36.939191;(2345,42,-385);(1678,595,1000)
2021-07-06T12:26:36.947854;(2345,42,-385);(1678,595,1000)
2021-07-06T12:26:36.957282;(2339,37,-376);(1656,588,1036)
2021-07-06T12:26:36.966657;(2339,37,-376);(1656,588,1036)
2021-07-06T12:26:36.975707;(2339,37,-376);(1656,588,1036)
2021-07-06T12:26:36.984269;(2336,35,-370);(1626,582,1063)
2021-07-06T12:26:36.993475;(2336,35,-370);(1626,582,1063)
2021-07-06T12:26:37.001696;(2330,33,-346);(1615,565,1090)
2021-07-06T12:26:37.010819;(2330,33,-346);(1615,565,1090)
2021-07-06T12:26:37.019750;(2360,57,-288);(1593,544,1106)
2021-07-06T12:26:37.028782;(2360,57,-288);(1593,544,1106)
2021-07-06T12:26:37.037960;(2394,51,-259);(1569,440,1135)
2021-07-06T12:26:37.046759;(2394,51,-259);(1569,440,1135)
2021-07-06T12:26:37.056055;(2394,51,-259);(1569,440,1135)
2021-07-06T12:26:37.063859;(2350,68,-321);(1537,258,1146)
2021-07-06T12:26:37.072962;(2350,68,-321);(1537,258,1146)
2021-07-06T12:26:37.080758;(2313,24,-317);(1516,171,1158)
2021-07-06T12:26:37.091301;(2313,24,-317);(1516,171,1158)
2021-07-06T12:26:37.101670;(2331,34,-330);(1500,152,1166)
2021-07-06T12:26:37.110148;(2331,34,-330);(1500,152,1166)
2021-07-06T12:26:37.118952;(2316,23,-301);(1494,129,1174)
2021-07-06T12:26:37.128031;(2316,23,-301);(1494,129,1174)
2021-07-06T12:26:37.137227;(2325,28,-313);(1476,99,1172)
2021-07-06T12:26:37.145624;(2325,28,-313);(1476,99,1172)
2021-07-06T12:26:37.154356;(2325,28,-313);(1476,99,1172)
2021-07-06T12:26:37.164161;(2328,21,-329);(1460,44,1174)
2021-07-06T12:26:37.171343;(2328,21,-329);(1460,44,1174)
2021-07-06T12:26:37.181455;(2311,17,-326);(1449,-15,1151)
2021-07-06T12:26:37.189199;(2311,17,-326);(1449,-15,1151)
2021-07-06T12:26:37.197961;(2306,9,-337);(1436,-60,1111)
2021-07-06T12:26:37.208517;(2306,9,-337);(1436,-60,1111)
2021-07-06T12:26:37.218387;(2316,19,-352);(1424,-85,1078)
2021-07-06T12:26:37.227152;(2316,19,-352);(1424,-85,1078)
2021-07-06T12:26:37.235827;(2316,19,-352);(1424,-85,1078)
2021-07-06T12:26:37.245193;(2313,23,-353);(1424,-86,1060)
2021-07-06T12:26:37.253011;(2313,23,-353);(1424,-86,1060)
2021-07-06T12:26:37.260491;(2320,12,-345);(1416,-74,1056)
2021-07-06T12:26:37.271328;(2320,12,-345);(1416,-74,1056)
2021-07-06T12:26:37.283796;(2318,21,-350);(1386,-89,1058)
2021-07-06T12:26:37.292466;(2318,21,-350);(1386,-89,1058)
2021-07-06T12:26:37.300953;(2311,15,-365);(1382,-105,1058)
2021-07-06T12:26:37.309271;(2311,15,-365);(1382,-105,1058)
2021-07-06T12:26:37.316995;(2310,13,-371);(1374,-125,1043)
2021-07-06T12:26:37.326590;(2310,13,-371);(1374,-125,1043)
2021-07-06T12:26:37.335307;(2310,13,-371);(1374,-125,1043)
2021-07-06T12:26:37.343558;(2310,13,-371);(1374,-125,1043)
2021-07-06T12:26:37.351486;(2310,13,-371);(1374,-125,1043)
2021-07-06T12:26:37.359118;(2307,9,-378);(1350,-166,1001)
