server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:32:20.198657;(2394,29,-383);(2355,1448,-653)
2021-07-06T12:32:20.208980;(2394,29,-383);(2355,1448,-653)
2021-07-06T12:32:20.218838;(2392,29,-390);(2362,1438,-602)
2021-07-06T12:32:20.226914;(2392,29,-390);(2362,1438,-602)
2021-07-06T12:32:20.234066;(2389,24,-396);(2362,1426,-558)
2021-07-06T12:32:20.243562;(2389,24,-396);(2362,1426,-558)
2021-07-06T12:32:20.252747;(2389,24,-396);(2362,1426,-558)
2021-07-06T12:32:20.262285;(2390,24,-390);(2370,1412,-530)
2021-07-06T12:32:20.270655;(2390,24,-390);(2370,1412,-530)
2021-07-06T12:32:20.279482;(2394,27,-382);(2365,1402,-493)
2021-07-06T12:32:20.287569;(2394,27,-382);(2365,1402,-493)
2021-07-06T12:32:20.297857;(2394,27,-382);(2365,1402,-493)
2021-07-06T12:32:20.309518;(2394,27,-382);(2365,1402,-493)
2021-07-06T12:32:20.317742;(2396,29,-410);(2363,1379,-399)
2021-07-06T12:32:20.328769;(2396,29,-410);(2363,1379,-399)
2021-07-06T12:32:20.337304;(2380,27,-403);(2360,1382,-363)
2021-07-06T12:32:20.345733;(2380,27,-403);(2360,1382,-363)
2021-07-06T12:32:20.355429;(2380,27,-403);(2360,1382,-363)
2021-07-06T12:32:20.366456;(2374,18,-410);(2365,1398,-341)
2021-07-06T12:32:20.375166;(2379,16,-438);(2380,1424,-325)
2021-07-06T12:32:20.383463;(2379,16,-438);(2380,1424,-325)
2021-07-06T12:32:20.391610;(2379,16,-438);(2380,1424,-325)
2021-07-06T12:32:20.399869;(2384,22,-382);(2372,1438,-315)
2021-07-06T12:32:20.407201;(2384,22,-382);(2372,1438,-315)
2021-07-06T12:32:20.415192;(2385,19,-403);(2367,1450,-301)
2021-07-06T12:32:20.423828;(2385,19,-403);(2367,1450,-301)
2021-07-06T12:32:20.433273;(2385,19,-403);(2367,1450,-301)
2021-07-06T12:32:20.441691;(2378,22,-393);(2365,1460,-284)
2021-07-06T12:32:20.451391;(2378,22,-393);(2365,1460,-284)
2021-07-06T12:32:20.459765;(2382,23,-462);(2364,1478,-266)
2021-07-06T12:32:20.469682;(2382,23,-462);(2364,1478,-266)
2021-07-06T12:32:20.477681;(2390,41,-457);(2359,1508,-248)
2021-07-06T12:32:20.487224;(2390,41,-457);(2359,1508,-248)
2021-07-06T12:32:20.496394;(2390,29,-415);(2371,1524,-209)
2021-07-06T12:32:20.504807;(2390,29,-415);(2371,1524,-209)
2021-07-06T12:32:20.513123;(2390,29,-415);(2371,1524,-209)
2021-07-06T12:32:20.521993;(2385,33,-416);(2361,1528,-167)
2021-07-06T12:32:20.530078;(2385,33,-416);(2361,1528,-167)
2021-07-06T12:32:20.537817;(2369,14,-470);(2366,1542,-126)
2021-07-06T12:32:20.546105;(2369,14,-470);(2366,1542,-126)
2021-07-06T12:32:20.557091;(2369,14,-470);(2366,1542,-126)
2021-07-06T12:32:20.566497;(2377,24,-461);(2368,1595,-110)
2021-07-06T12:32:20.575160;(2389,27,-434);(2369,1626,-92)
2021-07-06T12:32:20.583623;(2389,27,-434);(2369,1626,-92)
2021-07-06T12:32:20.592180;(2389,27,-434);(2369,1626,-92)
2021-07-06T12:32:20.601992;(2381,34,-401);(2362,1623,-70)
2021-07-06T12:32:20.611248;(2381,34,-401);(2362,1623,-70)
2021-07-06T12:32:20.620131;(2391,31,-434);(2344,1602,-27)
2021-07-06T12:32:20.628926;(2391,31,-434);(2344,1602,-27)
2021-07-06T12:32:20.638776;(2377,32,-404);(2347,1593,12)
2021-07-06T12:32:20.646489;(2377,32,-404);(2347,1593,12)
2021-07-06T12:32:20.655204;(2384,23,-390);(2347,1572,38)
2021-07-06T12:32:20.662917;(2384,23,-390);(2347,1572,38)
2021-07-06T12:32:20.670117;(2384,23,-390);(2347,1572,38)
2021-07-06T12:32:20.678379;(2383,27,-368);(2333,1546,53)
2021-07-06T12:32:20.686790;(2383,27,-368);(2333,1546,53)
2021-07-06T12:32:20.696000;(2381,21,-372);(2320,1512,61)
2021-07-06T12:32:20.704027;(2381,21,-372);(2320,1512,61)
2021-07-06T12:32:20.713000;(2381,21,-372);(2320,1512,61)
2021-07-06T12:32:20.721935;(2384,25,-377);(2323,1483,65)
