server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:28:03.093275;(2250,7,-353);(682,-1404,33)
2021-07-06T12:28:03.101926;(2257,0,-337);(675,-1459,21)
2021-07-06T12:28:03.109090;(2257,0,-337);(675,-1459,21)
2021-07-06T12:28:03.115976;(2242,-8,-359);(653,-1539,25)
2021-07-06T12:28:03.122007;(2242,-8,-359);(653,-1539,25)
2021-07-06T12:28:03.128812;(2242,-8,-359);(653,-1539,25)
2021-07-06T12:28:03.134377;(2238,0,-385);(647,-1579,15)
2021-07-06T12:28:03.140184;(2238,0,-385);(647,-1579,15)
2021-07-06T12:28:03.145623;(2238,0,-385);(647,-1579,15)
2021-07-06T12:28:03.150981;(2238,0,-385);(647,-1579,15)
2021-07-06T12:28:03.156516;(2237,0,-382);(638,-1576,-1)
2021-07-06T12:28:03.161908;(2237,0,-382);(638,-1576,-1)
2021-07-06T12:28:03.168181;(2237,0,-382);(638,-1576,-1)
2021-07-06T12:28:03.173789;(2236,2,-370);(635,-1569,-12)
2021-07-06T12:28:03.179367;(2236,2,-370);(635,-1569,-12)
2021-07-06T12:28:03.184754;(2236,2,-370);(635,-1569,-12)
2021-07-06T12:28:03.189665;(2236,2,-370);(635,-1569,-12)
2021-07-06T12:28:03.195205;(2234,6,-388);(634,-1550,-23)
2021-07-06T12:28:03.200442;(2234,6,-388);(634,-1550,-23)
2021-07-06T12:28:03.206006;(2234,6,-388);(634,-1550,-23)
2021-07-06T12:28:03.211462;(2234,6,-388);(634,-1550,-23)
2021-07-06T12:28:03.216338;(2237,4,-369);(635,-1542,-34)
2021-07-06T12:28:03.223204;(2237,4,-369);(635,-1542,-34)
2021-07-06T12:28:03.231942;(2237,4,-369);(635,-1542,-34)
2021-07-06T12:28:03.241453;(2231,1,-359);(625,-1530,-50)
2021-07-06T12:28:03.251501;(2231,1,-359);(625,-1530,-50)
2021-07-06T12:28:03.259987;(2243,0,-342);(625,-1539,-66)
2021-07-06T12:28:03.268204;(2243,0,-342);(625,-1539,-66)
2021-07-06T12:28:03.278822;(2239,5,-354);(625,-1578,-79)
2021-07-06T12:28:03.287181;(2239,5,-354);(625,-1578,-79)
2021-07-06T12:28:03.295330;(2239,5,-354);(625,-1578,-79)
2021-07-06T12:28:03.302836;(2235,4,-364);(624,-1595,-96)
2021-07-06T12:28:03.310699;(2235,4,-364);(624,-1595,-96)
2021-07-06T12:28:03.319235;(2238,9,-372);(613,-1585,-113)
2021-07-06T12:28:03.327623;(2238,9,-372);(613,-1585,-113)
2021-07-06T12:28:03.336584;(2238,9,-372);(613,-1585,-113)
2021-07-06T12:28:03.344023;(2235,2,-376);(614,-1579,-135)
2021-07-06T12:28:03.353577;(2235,2,-376);(614,-1579,-135)
2021-07-06T12:28:03.360847;(2222,-4,-376);(607,-1560,-144)
2021-07-06T12:28:03.370463;(2222,-4,-376);(607,-1560,-144)
2021-07-06T12:28:03.378754;(2219,1,-394);(604,-1528,-155)
2021-07-06T12:28:03.388191;(2219,1,-394);(604,-1528,-155)
2021-07-06T12:28:03.397337;(2228,0,-388);(605,-1477,-175)
2021-07-06T12:28:03.408482;(2228,0,-388);(605,-1477,-175)
2021-07-06T12:28:03.418369;(2227,2,-383);(606,-1442,-188)
2021-07-06T12:28:03.427057;(2227,2,-383);(606,-1442,-188)
2021-07-06T12:28:03.434413;(2227,2,-383);(606,-1442,-188)
2021-07-06T12:28:03.443760;(2231,6,-359);(610,-1418,-196)
2021-07-06T12:28:03.451102;(2231,6,-359);(610,-1418,-196)
2021-07-06T12:28:03.458588;(2248,12,-335);(609,-1425,-208)
2021-07-06T12:28:03.467042;(2248,12,-335);(609,-1425,-208)
2021-07-06T12:28:03.476801;(2248,12,-335);(609,-1425,-208)
2021-07-06T12:28:03.485342;(2247,8,-367);(605,-1484,-221)
2021-07-06T12:28:03.493749;(2247,8,-367);(605,-1484,-221)
2021-07-06T12:28:03.501706;(2230,12,-347);(609,-1528,-235)
2021-07-06T12:28:03.509697;(2230,12,-347);(609,-1528,-235)
2021-07-06T12:28:03.517033;(2231,8,-362);(596,-1522,-246)
2021-07-06T12:28:03.525512;(2231,8,-362);(596,-1522,-246)
2021-07-06T12:28:03.533981;(2231,8,-362);(596,-1522,-246)
2021-07-06T12:28:03.543586;(2233,3,-358);(599,-1518,-260)
2021-07-06T12:28:03.552725;(2233,3,-358);(599,-1518,-260)
2021-07-06T12:28:03.561431;(2237,8,-339);(597,-1534,-264)
2021-07-06T12:28:03.570911;(2237,8,-339);(597,-1534,-264)
2021-07-06T12:28:03.580891;(2245,5,-377);(595,-1567,-282)
