server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:25:12.129827;(2426,532,-946);(-1467,-298,-27)
2021-07-06T12:25:12.142334;(2426,535,-944);(-1468,-297,-32)
2021-07-06T12:25:12.156822;(2426,535,-944);(-1468,-297,-32)
2021-07-06T12:25:12.167672;(2425,536,-945);(-1467,-299,-34)
2021-07-06T12:25:12.179039;(2425,536,-945);(-1467,-299,-34)
2021-07-06T12:25:12.192646;(2425,538,-937);(-1468,-295,-32)
2021-07-06T12:25:12.205991;(2425,540,-941);(-1469,-300,-35)
2021-07-06T12:25:12.218548;(2425,540,-941);(-1469,-300,-35)
2021-07-06T12:25:12.229689;(2423,536,-938);(-1467,-294,-35)
2021-07-06T12:25:12.239683;(2426,533,-945);(-1471,-292,-29)
2021-07-06T12:25:12.252027;(2426,533,-945);(-1471,-292,-29)
2021-07-06T12:25:12.265406;(2427,535,-942);(-1465,-295,-30)
2021-07-06T12:25:12.279097;(2427,535,-942);(-1465,-295,-30)
2021-07-06T12:25:12.286950;(2427,535,-945);(-1475,-293,-31)
2021-07-06T12:25:12.294276;(2427,535,-945);(-1475,-293,-31)
2021-07-06T12:25:12.303219;(2426,535,-938);(-1474,-297,-33)
2021-07-06T12:25:12.311235;(2426,535,-938);(-1474,-297,-33)
2021-07-06T12:25:12.316900;(2426,536,-939);(-1477,-296,-37)
2021-07-06T12:25:12.324011;(2426,536,-939);(-1477,-296,-37)
2021-07-06T12:25:12.329722;(2426,536,-939);(-1477,-296,-37)
2021-07-06T12:25:12.335845;(2425,539,-938);(-1474,-299,-28)
2021-07-06T12:25:12.341218;(2425,539,-938);(-1474,-299,-28)
2021-07-06T12:25:12.347487;(2425,539,-938);(-1474,-299,-28)
2021-07-06T12:25:12.352692;(2425,539,-938);(-1474,-299,-28)
2021-07-06T12:25:12.358164;(2424,536,-935);(-1474,-294,-32)
2021-07-06T12:25:12.363887;(2424,536,-935);(-1474,-294,-32)
2021-07-06T12:25:12.369025;(2424,536,-935);(-1474,-294,-32)
2021-07-06T12:25:12.377870;(2423,532,-938);(-1470,-293,-27)
2021-07-06T12:25:12.386145;(2423,532,-938);(-1470,-293,-27)
