server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:29:29.151004;(-1390,152,-520);(1801,-696,-924)
2021-07-06T12:29:29.161193;(-1390,152,-520);(1801,-696,-924)
2021-07-06T12:29:29.169223;(-1393,146,-542);(1808,-696,-936)
2021-07-06T12:29:29.178361;(-1393,146,-542);(1808,-696,-936)
2021-07-06T12:29:29.186025;(-1393,146,-542);(1808,-696,-936)
2021-07-06T12:29:29.194414;(-1403,146,-546);(1826,-689,-972)
2021-07-06T12:29:29.202047;(-1403,146,-546);(1826,-689,-972)
2021-07-06T12:29:29.209966;(-1389,158,-568);(1823,-693,-1010)
2021-07-06T12:29:29.217921;(-1389,158,-568);(1823,-693,-1010)
2021-07-06T12:29:29.227050;(-1389,158,-568);(1823,-693,-1010)
2021-07-06T12:29:29.237242;(-1389,158,-568);(1823,-693,-1010)
2021-07-06T12:29:29.247917;(-1389,158,-568);(1823,-693,-1010)
2021-07-06T12:29:29.257421;(-1388,161,-598);(1838,-681,-1025)
2021-07-06T12:29:29.266950;(-1388,161,-598);(1838,-681,-1025)
2021-07-06T12:29:29.276196;(-1391,152,-596);(1846,-668,-1031)
2021-07-06T12:29:29.284944;(-1391,152,-596);(1846,-668,-1031)
2021-07-06T12:29:29.292370;(-1409,151,-620);(1860,-641,-1058)
2021-07-06T12:29:29.301625;(-1409,151,-620);(1860,-641,-1058)
2021-07-06T12:29:29.311242;(-1411,148,-639);(1870,-590,-1088)
2021-07-06T12:29:29.318725;(-1411,148,-639);(1870,-590,-1088)
2021-07-06T12:29:29.326349;(-1411,148,-639);(1870,-590,-1088)
2021-07-06T12:29:29.334852;(-1399,157,-605);(1882,-508,-1101)
2021-07-06T12:29:29.343096;(-1399,157,-605);(1882,-508,-1101)
2021-07-06T12:29:29.351030;(-1395,158,-602);(1898,-463,-1110)
2021-07-06T12:29:29.360969;(-1395,158,-602);(1898,-463,-1110)
2021-07-06T12:29:29.369320;(-1388,161,-593);(1909,-438,-1108)
2021-07-06T12:29:29.377804;(-1388,161,-593);(1909,-438,-1108)
2021-07-06T12:29:29.384136;(-1388,161,-593);(1909,-438,-1108)
2021-07-06T12:29:29.392511;(-1383,164,-565);(1921,-421,-1118)
2021-07-06T12:29:29.400746;(-1383,164,-565);(1921,-421,-1118)
2021-07-06T12:29:29.409983;(-1379,151,-571);(1939,-411,-1131)
2021-07-06T12:29:29.419465;(-1379,151,-571);(1939,-411,-1131)
