server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:30:54.467193;(-1332,164,-568);(2472,540,-1448)
2021-07-06T12:30:54.480259;(-1332,164,-568);(2472,540,-1448)
2021-07-06T12:30:54.488408;(-1333,162,-568);(2483,580,-1450)
2021-07-06T12:30:54.498429;(-1333,162,-568);(2483,580,-1450)
2021-07-06T12:30:54.507475;(-1328,159,-561);(2498,606,-1447)
2021-07-06T12:30:54.517331;(-1328,159,-561);(2498,606,-1447)
2021-07-06T12:30:54.526599;(-1328,154,-551);(2515,620,-1441)
2021-07-06T12:30:54.535029;(-1328,154,-551);(2515,620,-1441)
2021-07-06T12:30:54.543034;(-1335,150,-545);(2537,669,-1445)
2021-07-06T12:30:54.552831;(-1335,150,-545);(2537,669,-1445)
2021-07-06T12:30:54.562522;(-1334,148,-556);(2555,704,-1462)
2021-07-06T12:30:54.570767;(-1334,148,-556);(2555,704,-1462)
2021-07-06T12:30:54.578617;(-1334,148,-556);(2555,704,-1462)
2021-07-06T12:30:54.589183;(-1324,153,-548);(2571,736,-1474)
2021-07-06T12:30:54.599021;(-1324,153,-548);(2571,736,-1474)
2021-07-06T12:30:54.607507;(-1318,157,-543);(2587,754,-1479)
2021-07-06T12:30:54.617241;(-1318,157,-543);(2587,754,-1479)
2021-07-06T12:30:54.624932;(-1319,157,-522);(2598,789,-1491)
2021-07-06T12:30:54.633894;(-1319,157,-522);(2598,789,-1491)
2021-07-06T12:30:54.642327;(-1322,157,-525);(2618,810,-1486)
2021-07-06T12:30:54.650138;(-1322,157,-525);(2618,810,-1486)
2021-07-06T12:30:54.657540;(-1322,157,-525);(2618,810,-1486)
2021-07-06T12:30:54.666665;(-1319,150,-532);(2639,834,-1491)
2021-07-06T12:30:54.674343;(-1319,150,-532);(2639,834,-1491)
2021-07-06T12:30:54.684239;(-1317,154,-534);(2648,856,-1495)
2021-07-06T12:30:54.691401;(-1317,154,-534);(2648,856,-1495)
2021-07-06T12:30:54.699202;(-1317,154,-534);(2648,856,-1495)
2021-07-06T12:30:54.707166;(-1313,150,-538);(2663,865,-1486)
2021-07-06T12:30:54.715289;(-1313,150,-538);(2663,865,-1486)
2021-07-06T12:30:54.724039;(-1310,158,-553);(2676,872,-1487)
2021-07-06T12:30:54.731658;(-1310,158,-553);(2676,872,-1487)
2021-07-06T12:30:54.741491;(-1310,158,-553);(2676,872,-1487)
2021-07-06T12:30:54.749864;(-1310,161,-545);(2689,865,-1481)
2021-07-06T12:30:54.758940;(-1310,161,-545);(2689,865,-1481)
2021-07-06T12:30:54.766084;(-1312,162,-558);(2710,878,-1473)
2021-07-06T12:30:54.774908;(-1312,162,-558);(2710,878,-1473)
2021-07-06T12:30:54.782159;(-1307,161,-555);(2718,887,-1463)
2021-07-06T12:30:54.791900;(-1307,161,-555);(2718,887,-1463)
2021-07-06T12:30:54.801187;(-1307,161,-555);(2718,887,-1463)
2021-07-06T12:30:54.811156;(-1308,161,-546);(2739,888,-1457)
2021-07-06T12:30:54.819836;(-1308,161,-546);(2739,888,-1457)
2021-07-06T12:30:54.827052;(-1296,165,-560);(2750,885,-1434)
