server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:29:29.150980;(2279,-4,-323);(915,-1035,-1187)
2021-07-06T12:29:29.161170;(2275,-3,-351);(930,-1029,-1196)
2021-07-06T12:29:29.169203;(2275,-3,-351);(930,-1029,-1196)
2021-07-06T12:29:29.178339;(2261,-14,-357);(936,-1019,-1209)
2021-07-06T12:29:29.186006;(2261,-14,-357);(936,-1019,-1209)
2021-07-06T12:29:29.194396;(2261,-14,-357);(936,-1019,-1209)
2021-07-06T12:29:29.202026;(2257,-12,-354);(950,-1018,-1245)
2021-07-06T12:29:29.209947;(2257,-12,-354);(950,-1018,-1245)
2021-07-06T12:29:29.217904;(2277,5,-390);(949,-1012,-1276)
2021-07-06T12:29:29.227034;(2277,5,-390);(949,-1012,-1276)
2021-07-06T12:29:29.237216;(2277,5,-390);(949,-1012,-1276)
2021-07-06T12:29:29.247893;(2272,11,-391);(965,-998,-1284)
2021-07-06T12:29:29.257401;(2265,4,-407);(970,-996,-1281)
2021-07-06T12:29:29.266932;(2265,4,-407);(970,-996,-1281)
2021-07-06T12:29:29.276180;(2265,4,-407);(970,-996,-1281)
2021-07-06T12:29:29.284925;(2265,-2,-432);(978,-977,-1299)
2021-07-06T12:29:29.292353;(2265,-2,-432);(978,-977,-1299)
2021-07-06T12:29:29.301604;(2256,4,-430);(994,-948,-1322)
2021-07-06T12:29:29.311226;(2256,4,-430);(994,-948,-1322)
2021-07-06T12:29:29.318706;(2251,-4,-441);(999,-882,-1347)
2021-07-06T12:29:29.326334;(2251,-4,-441);(999,-882,-1347)
2021-07-06T12:29:29.334836;(2251,-4,-441);(999,-882,-1347)
2021-07-06T12:29:29.343077;(2266,5,-403);(1012,-813,-1360)
2021-07-06T12:29:29.351014;(2266,5,-403);(1012,-813,-1360)
2021-07-06T12:29:29.360951;(2271,2,-401);(1020,-776,-1368)
2021-07-06T12:29:29.369304;(2271,2,-401);(1020,-776,-1368)
2021-07-06T12:29:29.377789;(2273,4,-410);(1036,-756,-1375)
2021-07-06T12:29:29.384123;(2273,4,-410);(1036,-756,-1375)
2021-07-06T12:29:29.392487;(2273,4,-410);(1036,-756,-1375)
2021-07-06T12:29:29.400726;(2279,14,-367);(1047,-742,-1386)
2021-07-06T12:29:29.409965;(2279,14,-367);(1047,-742,-1386)
2021-07-06T12:29:29.419427;(2272,-6,-380);(1064,-731,-1388)
2021-07-06T12:29:29.429698;(2272,-6,-380);(1064,-731,-1388)
2021-07-06T12:29:29.438714;(2273,2,-390);(1067,-727,-1422)
2021-07-06T12:29:29.446937;(2273,2,-390);(1067,-727,-1422)
2021-07-06T12:29:29.455335;(2273,2,-390);(1067,-727,-1422)
2021-07-06T12:29:29.463417;(2276,0,-377);(1077,-711,-1443)
2021-07-06T12:29:29.473122;(2276,0,-377);(1077,-711,-1443)
2021-07-06T12:29:29.481126;(2283,2,-379);(1078,-693,-1466)
2021-07-06T12:29:29.491233;(2283,2,-379);(1078,-693,-1466)
2021-07-06T12:29:29.500844;(2286,14,-373);(1088,-674,-1463)
2021-07-06T12:29:29.510124;(2286,14,-373);(1088,-674,-1463)
2021-07-06T12:29:29.518880;(2285,2,-365);(1108,-634,-1464)
2021-07-06T12:29:29.526968;(2285,2,-365);(1108,-634,-1464)
2021-07-06T12:29:29.534411;(2285,2,-365);(1108,-634,-1464)
2021-07-06T12:29:29.542076;(2285,5,-381);(1131,-597,-1468)
2021-07-06T12:29:29.550468;(2285,5,-381);(1131,-597,-1468)
2021-07-06T12:29:29.559165;(2294,12,-357);(1149,-567,-1470)
2021-07-06T12:29:29.567136;(2294,12,-357);(1149,-567,-1470)
2021-07-06T12:29:29.576029;(2294,12,-357);(1149,-567,-1470)
2021-07-06T12:29:29.583971;(2293,10,-346);(1162,-541,-1470)
2021-07-06T12:29:29.592382;(2293,10,-346);(1162,-541,-1470)
2021-07-06T12:29:29.599684;(2297,8,-345);(1175,-529,-1483)
2021-07-06T12:29:29.607825;(2297,8,-345);(1175,-529,-1483)
2021-07-06T12:29:29.616037;(2297,8,-345);(1175,-529,-1483)
2021-07-06T12:29:29.624859;(2277,-12,-338);(1205,-506,-1480)
2021-07-06T12:29:29.632957;(2277,-12,-338);(1205,-506,-1480)
2021-07-06T12:29:29.642376;(2285,-6,-354);(1206,-484,-1512)
2021-07-06T12:29:29.649570;(2285,-6,-354);(1206,-484,-1512)
2021-07-06T12:29:29.657338;(2296,-3,-348);(1209,-436,-1537)
2021-07-06T12:29:29.666407;(2296,-3,-348);(1209,-436,-1537)
2021-07-06T12:29:29.675606;(2296,-3,-348);(1209,-436,-1537)
2021-07-06T12:29:29.683762;(2295,9,-338);(1226,-395,-1553)
2021-07-06T12:29:29.692209;(2295,9,-338);(1226,-395,-1553)
2021-07-06T12:29:29.701249;(2291,-3,-346);(1251,-353,-1578)
2021-07-06T12:29:29.709416;(2291,-3,-346);(1251,-353,-1578)
2021-07-06T12:29:29.718021;(2294,-3,-347);(1264,-323,-1601)
2021-07-06T12:29:29.726850;(2294,-3,-347);(1264,-323,-1601)
2021-07-06T12:29:29.735019;(2294,-3,-347);(1264,-323,-1601)
2021-07-06T12:29:29.742413;(2289,-4,-369);(1273,-284,-1612)
2021-07-06T12:29:29.749930;(2289,-4,-369);(1273,-284,-1612)
2021-07-06T12:29:29.757453;(2298,-1,-380);(1290,-238,-1625)
2021-07-06T12:29:29.765850;(2298,-1,-380);(1290,-238,-1625)
2021-07-06T12:29:29.774708;(2298,-1,-380);(1290,-238,-1625)
2021-07-06T12:29:29.784604;(2297,1,-373);(1302,-206,-1626)
2021-07-06T12:29:29.794504;(2297,1,-373);(1302,-206,-1626)
2021-07-06T12:29:29.803428;(2303,-1,-388);(1321,-188,-1623)
2021-07-06T12:29:29.813461;(2303,-1,-388);(1321,-188,-1623)
2021-07-06T12:29:29.820740;(2306,2,-399);(1338,-184,-1622)
2021-07-06T12:29:29.829458;(2306,2,-399);(1338,-184,-1622)
2021-07-06T12:29:29.838605;(2307,4,-387);(1345,-179,-1616)
2021-07-06T12:29:29.846510;(2307,4,-387);(1345,-179,-1616)
2021-07-06T12:29:29.856521;(2307,4,-387);(1345,-179,-1616)
2021-07-06T12:29:29.866355;(2303,10,-389);(1359,-167,-1614)
2021-07-06T12:29:29.875367;(2303,10,-389);(1359,-167,-1614)
2021-07-06T12:29:29.882803;(2302,-2,-384);(1365,-148,-1610)
