server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:25:12.129859;(-1472,176,-993);(-177,-225,-76)
2021-07-06T12:25:12.142341;(-1472,180,-996);(-175,-225,-79)
2021-07-06T12:25:12.156828;(-1475,177,-998);(-175,-225,-84)
2021-07-06T12:25:12.167679;(-1475,177,-998);(-175,-225,-84)
2021-07-06T12:25:12.179046;(-1473,181,-1000);(-177,-226,-81)
2021-07-06T12:25:12.192663;(-1473,181,-1000);(-177,-226,-81)
2021-07-06T12:25:12.205998;(-1477,178,-995);(-181,-229,-85)
2021-07-06T12:25:12.218554;(-1476,179,-995);(-173,-229,-85)
2021-07-06T12:25:12.229696;(-1476,179,-995);(-173,-229,-85)
2021-07-06T12:25:12.239689;(-1474,176,-994);(-177,-225,-81)
2021-07-06T12:25:12.252045;(-1474,176,-994);(-177,-225,-81)
2021-07-06T12:25:12.265412;(-1475,178,-993);(-178,-228,-80)
2021-07-06T12:25:12.279103;(-1476,180,-1001);(-177,-226,-80)
2021-07-06T12:25:12.286954;(-1476,180,-1001);(-177,-226,-80)
2021-07-06T12:25:12.294281;(-1474,177,-996);(-181,-230,-79)
2021-07-06T12:25:12.303235;(-1474,177,-996);(-181,-230,-79)
2021-07-06T12:25:12.311250;(-1476,181,-996);(-176,-232,-82)
2021-07-06T12:25:12.316911;(-1476,181,-996);(-176,-232,-82)
2021-07-06T12:25:12.324078;(-1476,181,-996);(-176,-232,-82)
2021-07-06T12:25:12.329780;(-1472,178,-991);(-179,-223,-78)
2021-07-06T12:25:12.335874;(-1472,178,-991);(-179,-223,-78)
2021-07-06T12:25:12.341238;(-1472,178,-991);(-179,-223,-78)
2021-07-06T12:25:12.347512;(-1478,173,-995);(-175,-227,-76)
2021-07-06T12:25:12.352709;(-1478,173,-995);(-175,-227,-76)
2021-07-06T12:25:12.358181;(-1478,173,-995);(-175,-227,-76)
2021-07-06T12:25:12.363904;(-1478,173,-995);(-175,-227,-76)
2021-07-06T12:25:12.369042;(-1477,178,-998);(-174,-228,-79)
2021-07-06T12:25:12.377917;(-1477,178,-998);(-174,-228,-79)
2021-07-06T12:25:12.386149;(-1477,178,-998);(-174,-228,-79)
2021-07-06T12:25:12.395204;(-1473,176,-997);(-179,-233,-85)
2021-07-06T12:25:12.404896;(-1473,176,-997);(-179,-233,-85)
2021-07-06T12:25:12.412616;(-1474,176,-999);(-186,-231,-86)
2021-07-06T12:25:12.420420;(-1474,176,-999);(-186,-231,-86)
2021-07-06T12:25:12.428541;(-1473,178,-1000);(-179,-226,-79)
2021-07-06T12:25:12.437081;(-1473,178,-1000);(-179,-226,-79)
2021-07-06T12:25:12.444860;(-1473,178,-1000);(-179,-226,-79)
2021-07-06T12:25:12.454795;(-1476,177,-992);(-173,-226,-78)
2021-07-06T12:25:12.466141;(-1476,177,-992);(-173,-226,-78)
2021-07-06T12:25:12.474739;(-1475,177,-998);(-177,-231,-77)
2021-07-06T12:25:12.484633;(-1475,177,-998);(-177,-231,-77)
2021-07-06T12:25:12.494696;(-1473,178,-996);(-175,-232,-80)
2021-07-06T12:25:12.503702;(-1473,178,-996);(-175,-232,-80)
2021-07-06T12:25:12.511517;(-1475,180,-999);(-177,-226,-87)
2021-07-06T12:25:12.519980;(-1475,180,-999);(-177,-226,-87)
2021-07-06T12:25:12.527318;(-1475,180,-999);(-177,-226,-87)
2021-07-06T12:25:12.536497;(-1474,175,-997);(-179,-234,-82)
2021-07-06T12:25:12.545307;(-1474,175,-997);(-179,-234,-82)
2021-07-06T12:25:12.553634;(-1476,175,-999);(-178,-235,-85)
2021-07-06T12:25:12.562172;(-1476,175,-999);(-178,-235,-85)
2021-07-06T12:25:12.571407;(-1474,178,-990);(-183,-228,-80)
2021-07-06T12:25:12.580735;(-1474,178,-990);(-183,-228,-80)
2021-07-06T12:25:12.588306;(-1476,179,-995);(-168,-224,-85)
2021-07-06T12:25:12.594787;(-1476,179,-995);(-168,-224,-85)
2021-07-06T12:25:12.602971;(-1476,179,-995);(-168,-224,-85)
2021-07-06T12:25:12.611065;(-1477,179,-996);(-175,-228,-86)
2021-07-06T12:25:12.617002;(-1477,179,-996);(-175,-228,-86)
2021-07-06T12:25:12.623104;(-1477,179,-996);(-175,-228,-86)
2021-07-06T12:25:12.628646;(-1478,177,-998);(-172,-230,-78)
2021-07-06T12:25:12.634142;(-1478,177,-998);(-172,-230,-78)
2021-07-06T12:25:12.639751;(-1478,177,-998);(-172,-230,-78)
2021-07-06T12:25:12.644494;(-1478,177,-998);(-172,-230,-78)
2021-07-06T12:25:12.649041;(-1473,176,-997);(-180,-233,-83)
2021-07-06T12:25:12.654360;(-1473,176,-997);(-180,-233,-83)
2021-07-06T12:25:12.659220;(-1473,176,-997);(-180,-233,-83)
2021-07-06T12:25:12.664088;(-1473,176,-997);(-180,-233,-83)
2021-07-06T12:25:12.668868;(-1474,178,-998);(-179,-234,-82)
2021-07-06T12:25:12.673929;(-1474,178,-998);(-179,-234,-82)
2021-07-06T12:25:12.679248;(-1474,178,-998);(-179,-234,-82)
2021-07-06T12:25:12.684283;(-1474,178,-998);(-179,-234,-82)
2021-07-06T12:25:12.690325;(-1473,177,-993);(-178,-226,-84)
2021-07-06T12:25:12.695426;(-1473,177,-993);(-178,-226,-84)
2021-07-06T12:25:12.700864;(-1473,177,-993);(-178,-226,-84)
2021-07-06T12:25:12.706098;(-1477,180,-996);(-176,-231,-81)
2021-07-06T12:25:12.711130;(-1477,180,-996);(-176,-231,-81)
2021-07-06T12:25:12.716495;(-1477,180,-996);(-176,-231,-81)
2021-07-06T12:25:12.721663;(-1477,180,-996);(-176,-231,-81)
2021-07-06T12:25:12.727035;(-1475,177,-994);(-175,-225,-76)
2021-07-06T12:25:12.736180;(-1475,177,-994);(-175,-225,-76)
2021-07-06T12:25:12.745012;(-1475,177,-994);(-175,-225,-76)
2021-07-06T12:25:12.753185;(-1475,176,-997);(-178,-224,-73)
2021-07-06T12:25:12.761495;(-1475,176,-997);(-178,-224,-73)
2021-07-06T12:25:12.771711;(-1474,177,-995);(-184,-229,-79)
2021-07-06T12:25:12.780993;(-1474,177,-995);(-184,-229,-79)
2021-07-06T12:25:12.790902;(-1474,175,-999);(-179,-228,-74)
2021-07-06T12:25:12.799440;(-1474,175,-999);(-179,-228,-74)
2021-07-06T12:25:12.809081;(-1474,175,-999);(-179,-228,-74)
2021-07-06T12:25:12.820041;(-1474,182,-995);(-174,-223,-80)
2021-07-06T12:25:12.831511;(-1474,182,-995);(-174,-223,-80)
2021-07-06T12:25:12.841831;(-1474,178,-995);(-175,-234,-84)
2021-07-06T12:25:12.852354;(-1476,177,-1000);(-181,-233,-83)
2021-07-06T12:25:12.861247;(-1476,177,-1000);(-181,-233,-83)
2021-07-06T12:25:12.870274;(-1477,176,-997);(-172,-224,-88)
2021-07-06T12:25:12.879217;(-1477,176,-997);(-172,-224,-88)
2021-07-06T12:25:12.888656;(-1477,176,-997);(-172,-224,-88)
2021-07-06T12:25:12.897741;(-1474,179,-994);(-176,-229,-86)
2021-07-06T12:25:12.907960;(-1474,179,-994);(-176,-229,-86)
2021-07-06T12:25:12.918355;(-1476,181,-997);(-177,-230,-90)
2021-07-06T12:25:12.926422;(-1476,181,-997);(-177,-230,-90)
2021-07-06T12:25:12.934876;(-1475,178,-1000);(-180,-227,-85)
2021-07-06T12:25:12.943940;(-1475,178,-1000);(-180,-227,-85)
2021-07-06T12:25:12.954447;(-1474,180,-992);(-178,-224,-88)
2021-07-06T12:25:12.964393;(-1474,180,-992);(-178,-224,-88)
2021-07-06T12:25:12.972199;(-1477,180,-993);(-177,-225,-88)
2021-07-06T12:25:12.981601;(-1477,180,-993);(-177,-225,-88)
2021-07-06T12:25:12.990671;(-1477,178,-999);(-181,-228,-83)
2021-07-06T12:25:13.000532;(-1477,178,-999);(-181,-228,-83)
2021-07-06T12:25:13.011188;(-1477,178,-999);(-181,-228,-83)
2021-07-06T12:25:13.019594;(-1472,176,-996);(-182,-226,-89)
2021-07-06T12:25:13.027697;(-1472,176,-996);(-182,-226,-89)
2021-07-06T12:25:13.035816;(-1475,177,-997);(-178,-225,-87)
2021-07-06T12:25:13.045025;(-1475,177,-997);(-178,-225,-87)
2021-07-06T12:25:13.053119;(-1474,177,-995);(-177,-227,-82)
2021-07-06T12:25:13.061189;(-1474,177,-995);(-177,-227,-82)
2021-07-06T12:25:13.069775;(-1472,177,-993);(-180,-227,-85)
2021-07-06T12:25:13.077602;(-1472,177,-993);(-180,-227,-85)
2021-07-06T12:25:13.086207;(-1472,177,-993);(-180,-227,-85)
2021-07-06T12:25:13.096161;(-1472,176,-991);(-177,-219,-78)
2021-07-06T12:25:13.104955;(-1472,176,-991);(-177,-219,-78)
2021-07-06T12:25:13.112738;(-1474,176,-997);(-178,-223,-80)
2021-07-06T12:25:13.120908;(-1474,176,-997);(-178,-223,-80)
2021-07-06T12:25:13.129005;(-1474,180,-995);(-184,-233,-79)
2021-07-06T12:25:13.137248;(-1474,180,-995);(-184,-233,-79)
2021-07-06T12:25:13.146347;(-1474,180,-995);(-184,-233,-79)
2021-07-06T12:25:13.156792;(-1475,175,-993);(-174,-223,-78)
2021-07-06T12:25:13.164859;(-1475,175,-993);(-174,-223,-78)
2021-07-06T12:25:13.175160;(-1477,177,-996);(-172,-221,-82)
2021-07-06T12:25:13.185711;(-1477,177,-996);(-172,-221,-82)
2021-07-06T12:25:13.195071;(-1474,177,-990);(-177,-231,-81)
2021-07-06T12:25:13.202931;(-1474,177,-990);(-177,-231,-81)
2021-07-06T12:25:13.211850;(-1475,175,-996);(-179,-227,-90)
2021-07-06T12:25:13.221711;(-1475,175,-996);(-179,-227,-90)
2021-07-06T12:25:13.232155;(-1477,176,-998);(-170,-226,-83)
2021-07-06T12:25:13.243372;(-1477,176,-998);(-170,-226,-83)
2021-07-06T12:25:13.253966;(-1473,176,-999);(-173,-221,-85)
2021-07-06T12:25:13.262794;(-1473,176,-999);(-173,-221,-85)
2021-07-06T12:25:13.272274;(-1474,180,-998);(-177,-223,-75)
2021-07-06T12:25:13.281721;(-1474,180,-998);(-177,-223,-75)
2021-07-06T12:25:13.291761;(-1476,177,-999);(-179,-229,-77)
2021-07-06T12:25:13.302525;(-1476,177,-999);(-179,-229,-77)
2021-07-06T12:25:13.310747;(-1476,176,-992);(-175,-220,-80)
2021-07-06T12:25:13.322323;(-1476,176,-992);(-175,-220,-80)
2021-07-06T12:25:13.330376;(-1476,176,-991);(-174,-228,-83)
2021-07-06T12:25:13.341914;(-1476,176,-991);(-174,-228,-83)
2021-07-06T12:25:13.352827;(-1474,174,-994);(-177,-223,-79)
2021-07-06T12:25:13.360358;(-1474,174,-994);(-177,-223,-79)
2021-07-06T12:25:13.368642;(-1474,174,-994);(-177,-223,-79)
2021-07-06T12:25:13.377896;(-1479,176,-996);(-176,-224,-80)
2021-07-06T12:25:13.387610;(-1479,176,-996);(-176,-224,-80)
2021-07-06T12:25:13.396061;(-1474,181,-999);(-186,-229,-79)
2021-07-06T12:25:13.403383;(-1474,181,-999);(-186,-229,-79)
2021-07-06T12:25:13.413649;(-1475,181,-994);(-179,-233,-81)
2021-07-06T12:25:13.422565;(-1475,181,-994);(-179,-233,-81)
2021-07-06T12:25:13.432325;(-1475,180,-997);(-176,-224,-82)
2021-07-06T12:25:13.443308;(-1475,180,-997);(-176,-224,-82)
2021-07-06T12:25:13.452862;(-1476,179,-995);(-175,-228,-77)
2021-07-06T12:25:13.463409;(-1476,179,-995);(-175,-228,-77)
2021-07-06T12:25:13.471565;(-1474,177,-993);(-171,-225,-82)
2021-07-06T12:25:13.479661;(-1474,177,-993);(-171,-225,-82)
2021-07-06T12:25:13.487744;(-1474,177,-993);(-171,-225,-82)
2021-07-06T12:25:13.496647;(-1474,177,-999);(-176,-226,-87)
2021-07-06T12:25:13.506262;(-1474,177,-999);(-176,-226,-87)
2021-07-06T12:25:13.516011;(-1472,176,-997);(-177,-226,-86)
