imu,time,ax,ay,az,gx,gy,gz,mx,my,mz
1,1086836,2464,828,-529,-1479,-303,-36,258,262,-236
1,1086843,2465,825,-531,-1477,-302,-35,258,262,-236
1,1086850,2465,825,-531,-1477,-302,-35,258,262,-236
1,1086856,2465,825,-531,-1477,-302,-35,258,262,-236
1,1086863,2468,826,-533,-1473,-300,-35,258,262,-236
1,1086869,2468,826,-533,-1473,-300,-35,258,262,-236
1,1086876,2468,826,-533,-1473,-300,-35,258,262,-236
1,1086882,2468,826,-533,-1473,-300,-35,258,262,-236
1,1086889,2464,825,-535,-1476,-301,-34,258,262,-236
1,1086897,2464,825,-535,-1476,-301,-34,258,262,-236
1,1086903,2464,825,-535,-1476,-301,-34,258,262,-236
1,1086908,2465,826,-526,-1474,-299,-38,263,263,-233
1,1086915,2465,826,-526,-1474,-299,-38,263,263,-233
1,1086922,2465,826,-526,-1474,-299,-38,263,263,-233
1,1086929,2465,822,-526,-1476,-298,-37,263,263,-233
1,1086936,2465,822,-526,-1476,-298,-37,263,263,-233
1,1086943,2467,824,-531,-1477,-299,-37,263,263,-233
1,1086950,2467,824,-531,-1477,-299,-37,263,263,-233
1,1086956,2467,824,-531,-1477,-299,-37,263,263,-233
1,1086963,2467,826,-531,-1475,-305,-37,263,263,-233
1,1086969,2467,826,-531,-1475,-305,-37,263,263,-233
1,1086976,2467,826,-531,-1475,-305,-37,263,263,-233
1,1086981,2467,826,-531,-1475,-305,-37,263,263,-233
1,1086987,2466,824,-532,-1478,-302,-33,263,263,-233
1,1086993,2466,824,-532,-1478,-302,-33,263,263,-233
1,1087000,2466,824,-532,-1478,-302,-33,263,263,-233
1,1087006,2466,823,-534,-1483,-303,-32,263,263,-233
1,1087013,2466,823,-534,-1483,-303,-32,263,263,-233
1,1087020,2466,823,-534,-1483,-303,-32,263,263,-233
1,1087026,2469,825,-530,-1478,-307,-36,265,265,-239
1,1087032,2469,825,-530,-1478,-307,-36,265,265,-239
1,1087039,2469,825,-530,-1478,-307,-36,265,265,-239
1,1087046,2467,825,-528,-1475,-303,-35,265,265,-239
1,1087052,2467,825,-528,-1475,-303,-35,265,265,-239
1,1087057,2467,825,-528,-1475,-303,-35,265,265,-239
1,1087065,2467,825,-523,-1477,-300,-40,265,265,-239
1,1087070,2467,825,-523,-1477,-300,-40,265,265,-239
1,1087076,2467,825,-523,-1477,-300,-40,265,265,-239
1,1087081,2467,825,-523,-1477,-300,-40,265,265,-239
1,1087088,2468,824,-525,-1475,-301,-34,265,265,-239
1,1087097,2468,824,-525,-1475,-301,-34,265,265,-239
1,1087105,2468,826,-531,-1480,-300,-29,265,265,-239
1,1087111,2468,826,-531,-1480,-300,-29,265,265,-239
1,1087118,2468,826,-531,-1480,-300,-29,265,265,-239
1,1087123,2466,823,-531,-1481,-303,-37,265,265,-239
1,1087130,2466,823,-531,-1481,-303,-37,265,265,-239
1,1087136,2466,823,-531,-1481,-303,-37,265,265,-239
1,1087142,2466,826,-529,-1480,-302,-39,265,265,-239
1,1087149,2466,826,-529,-1480,-302,-39,265,265,-239
1,1087155,2466,826,-529,-1480,-302,-39,265,265,-239
1,1087161,2466,826,-529,-1480,-302,-39,265,265,-239
1,1087168,2468,825,-525,-1479,-300,-37,255,263,-227
1,1087173,2468,825,-525,-1479,-300,-37,255,263,-227
1,1087181,2468,825,-525,-1479,-300,-37,255,263,-227
1,1087187,2467,823,-525,-1478,-298,-40,255,263,-227
1,1087195,2467,823,-525,-1478,-298,-40,255,263,-227
1,1087202,2467,823,-525,-1478,-298,-40,255,263,-227
1,1087208,2467,826,-528,-1476,-299,-33,255,263,-227
1,1087214,2467,826,-528,-1476,-299,-33,255,263,-227
1,1087221,2467,826,-528,-1476,-299,-33,255,263,-227
1,1087227,2468,824,-528,-1482,-302,-33,255,263,-227
1,1087235,2468,824,-528,-1482,-302,-33,255,263,-227
1,1087241,2468,824,-528,-1482,-302,-33,255,263,-227
1,1087248,2467,825,-528,-1477,-305,-35,255,263,-227
1,1087255,2467,825,-528,-1477,-305,-35,255,263,-227
1,1087261,2467,825,-528,-1477,-305,-35,255,263,-227
1,1087267,2469,823,-528,-1474,-305,-42,255,263,-227
1,1087275,2469,823,-528,-1474,-305,-42,255,263,-227
1,1087282,2469,823,-528,-1474,-305,-42,255,263,-227
1,1087289,2467,823,-524,-1476,-299,-34,265,261,-233
1,1087294,2467,823,-524,-1476,-299,-34,265,261,-233
1,1087301,2467,823,-524,-1476,-299,-34,265,261,-233
1,1087309,2465,825,-526,-1487,-302,-38,265,261,-233
1,1087315,2465,825,-526,-1487,-302,-38,265,261,-233
1,1087323,2465,825,-526,-1487,-302,-38,265,261,-233
1,1087328,2467,826,-531,-1480,-305,-36,265,261,-233
1,1087336,2467,826,-531,-1480,-305,-36,265,261,-233
1,1087342,2467,826,-531,-1480,-305,-36,265,261,-233
1,1087349,2466,826,-529,-1477,-307,-39,265,261,-233
1,1087355,2466,826,-529,-1477,-307,-39,265,261,-233
1,1087361,2466,826,-529,-1477,-307,-39,265,261,-233
1,1087369,2468,825,-531,-1478,-308,-39,265,261,-233
1,1087375,2468,825,-531,-1478,-308,-39,265,261,-233
1,1087382,2468,825,-531,-1478,-308,-39,265,261,-233
1,1087388,2468,826,-530,-1479,-305,-41,265,261,-233
1,1087395,2468,826,-530,-1479,-305,-41,265,261,-233
1,1087401,2468,826,-530,-1479,-305,-41,265,261,-233
1,1087409,2465,826,-525,-1478,-301,-39,258,266,-244
1,1087416,2465,826,-525,-1478,-301,-39,258,266,-244
