server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:08:05.103166;(2465,520,-515);(-1467,-300,-35)
2021-07-06T12:08:05.109108;(2465,520,-515);(-1467,-300,-35)
2021-07-06T12:08:05.123131;(2467,520,-515);(-1474,-297,-27)
2021-07-06T12:08:05.134286;(2467,520,-515);(-1474,-297,-27)
2021-07-06T12:08:05.146920;(2464,521,-521);(-1477,-292,-31)
2021-07-06T12:08:05.160766;(2466,522,-518);(-1468,-290,-32)
2021-07-06T12:08:05.175625;(2466,522,-518);(-1468,-290,-32)
2021-07-06T12:08:05.189342;(2465,523,-523);(-1464,-294,-32)
2021-07-06T12:08:05.201252;(2465,523,-523);(-1464,-294,-32)
2021-07-06T12:08:05.212356;(2465,523,-523);(-1464,-294,-32)
2021-07-06T12:08:05.224117;(2462,522,-515);(-1462,-296,-30)
2021-07-06T12:08:05.235146;(2462,522,-515);(-1462,-296,-30)
2021-07-06T12:08:05.247466;(2465,520,-518);(-1470,-298,-35)
2021-07-06T12:08:05.259273;(2469,523,-518);(-1478,-296,-36)
2021-07-06T12:08:05.268005;(2469,523,-518);(-1478,-296,-36)
2021-07-06T12:08:05.275208;(2467,522,-522);(-1472,-301,-42)
2021-07-06T12:08:05.282093;(2467,522,-522);(-1472,-301,-42)
2021-07-06T12:08:05.289233;(2467,522,-522);(-1472,-301,-42)
2021-07-06T12:08:05.295181;(2466,520,-525);(-1474,-294,-42)
2021-07-06T12:08:05.300180;(2466,520,-525);(-1474,-294,-42)
2021-07-06T12:08:05.305253;(2466,520,-525);(-1474,-294,-42)
2021-07-06T12:08:05.310716;(2466,520,-525);(-1474,-294,-42)
2021-07-06T12:08:05.316065;(2467,521,-523);(-1476,-296,-34)
2021-07-06T12:08:05.321610;(2467,521,-523);(-1476,-296,-34)
2021-07-06T12:08:05.326832;(2467,521,-523);(-1476,-296,-34)
2021-07-06T12:08:05.332830;(2467,523,-517);(-1474,-300,-33)
2021-07-06T12:08:05.338448;(2467,523,-517);(-1474,-300,-33)
2021-07-06T12:08:05.343794;(2467,523,-517);(-1474,-300,-33)
2021-07-06T12:08:05.349772;(2467,523,-517);(-1474,-300,-33)
2021-07-06T12:08:05.355115;(2468,521,-522);(-1474,-298,-35)
2021-07-06T12:08:05.360122;(2468,521,-522);(-1474,-298,-35)
2021-07-06T12:08:05.365455;(2468,521,-522);(-1474,-298,-35)
2021-07-06T12:08:05.371033;(2468,521,-522);(-1474,-298,-35)
2021-07-06T12:08:05.376478;(2469,521,-518);(-1474,-299,-38)
2021-07-06T12:08:05.381958;(2469,521,-518);(-1474,-299,-38)
2021-07-06T12:08:05.387047;(2469,521,-518);(-1474,-299,-38)
