server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:20:07.478804;(2626,558,-545);(1913,1664,-403)
2021-07-06T12:20:07.488922;(2626,558,-545);(1913,1664,-403)
2021-07-06T12:20:07.497830;(2622,555,-546);(1912,1661,-376)
2021-07-06T12:20:07.505262;(2622,555,-546);(1912,1661,-376)
2021-07-06T12:20:07.513067;(2619,552,-573);(1923,1682,-343)
2021-07-06T12:20:07.520711;(2619,552,-573);(1923,1682,-343)
2021-07-06T12:20:07.528742;(2619,552,-573);(1923,1682,-343)
2021-07-06T12:20:07.538028;(2624,550,-561);(1929,1718,-319)
2021-07-06T12:20:07.544467;(2624,550,-561);(1929,1718,-319)
2021-07-06T12:20:07.550957;(2629,551,-545);(1924,1731,-284)
2021-07-06T12:20:07.557181;(2629,551,-545);(1924,1731,-284)
2021-07-06T12:20:07.562948;(2629,551,-545);(1924,1731,-284)
2021-07-06T12:20:07.569133;(2629,551,-545);(1924,1731,-284)
2021-07-06T12:20:07.575129;(2634,557,-546);(1933,1723,-252)
2021-07-06T12:20:07.581441;(2634,557,-546);(1933,1723,-252)
2021-07-06T12:20:07.587414;(2634,557,-546);(1933,1723,-252)
2021-07-06T12:20:07.593528;(2626,558,-565);(1940,1729,-211)
2021-07-06T12:20:07.600060;(2626,558,-565);(1940,1729,-211)
2021-07-06T12:20:07.606648;(2626,558,-565);(1940,1729,-211)
2021-07-06T12:20:07.613569;(2624,551,-560);(1938,1751,-180)
2021-07-06T12:20:07.619765;(2624,551,-560);(1938,1751,-180)
2021-07-06T12:20:07.625833;(2624,551,-560);(1938,1751,-180)
2021-07-06T12:20:07.632773;(2623,557,-577);(1937,1768,-150)
2021-07-06T12:20:07.639931;(2623,557,-577);(1937,1768,-150)
2021-07-06T12:20:07.648203;(2623,557,-577);(1937,1768,-150)
2021-07-06T12:20:07.656314;(2620,559,-519);(1939,1771,-110)
2021-07-06T12:20:07.663849;(2620,559,-519);(1939,1771,-110)
2021-07-06T12:20:07.671777;(2620,559,-519);(1939,1771,-110)
2021-07-06T12:20:07.680332;(2619,551,-553);(1940,1775,-88)
2021-07-06T12:20:07.690158;(2619,551,-553);(1940,1775,-88)
2021-07-06T12:20:07.699044;(2617,551,-519);(1930,1793,-64)
2021-07-06T12:20:07.708226;(2617,551,-519);(1930,1793,-64)
2021-07-06T12:20:07.717081;(2619,545,-567);(1939,1803,-46)
2021-07-06T12:20:07.724514;(2619,545,-567);(1939,1803,-46)
2021-07-06T12:20:07.731785;(2622,552,-538);(1937,1814,-28)
2021-07-06T12:20:07.740075;(2622,552,-538);(1937,1814,-28)
2021-07-06T12:20:07.748775;(2622,552,-538);(1937,1814,-28)
2021-07-06T12:20:07.756152;(2622,549,-596);(1944,1814,-17)
2021-07-06T12:20:07.764043;(2622,549,-596);(1944,1814,-17)
2021-07-06T12:20:07.771311;(2623,554,-532);(1924,1822,-2)
2021-07-06T12:20:07.779218;(2623,554,-532);(1924,1822,-2)
2021-07-06T12:20:07.787842;(2623,554,-532);(1924,1822,-2)
2021-07-06T12:20:07.796598;(2620,552,-577);(1936,1823,23)
2021-07-06T12:20:07.804895;(2620,552,-577);(1936,1823,23)
2021-07-06T12:20:07.812159;(2626,554,-524);(1932,1828,43)
2021-07-06T12:20:07.820640;(2626,554,-524);(1932,1828,43)
2021-07-06T12:20:07.829658;(2626,554,-524);(1932,1828,43)
2021-07-06T12:20:07.838276;(2627,562,-586);(1934,1837,80)
2021-07-06T12:20:07.846322;(2627,562,-586);(1934,1837,80)
2021-07-06T12:20:07.853725;(2622,547,-537);(1925,1838,129)
2021-07-06T12:20:07.861882;(2622,547,-537);(1925,1838,129)
2021-07-06T12:20:07.870632;(2622,547,-537);(1925,1838,129)
2021-07-06T12:20:07.878735;(2624,548,-547);(1927,1826,163)
2021-07-06T12:20:07.886406;(2624,548,-547);(1927,1826,163)
2021-07-06T12:20:07.894068;(2618,552,-519);(1915,1818,183)
2021-07-06T12:20:07.901797;(2618,552,-519);(1915,1818,183)
2021-07-06T12:20:07.911257;(2618,552,-519);(1915,1818,183)
2021-07-06T12:20:07.919836;(2620,554,-539);(1913,1807,201)
2021-07-06T12:20:07.929457;(2620,554,-539);(1913,1807,201)
2021-07-06T12:20:07.937377;(2623,562,-508);(1909,1802,218)
2021-07-06T12:20:07.945839;(2623,562,-508);(1909,1802,218)
2021-07-06T12:20:07.953402;(2621,549,-516);(1900,1785,238)
2021-07-06T12:20:07.961340;(2621,549,-516);(1900,1785,238)
2021-07-06T12:20:07.970825;(2621,549,-516);(1900,1785,238)
2021-07-06T12:20:07.979034;(2624,556,-491);(1904,1763,250)
2021-07-06T12:20:07.987204;(2624,556,-491);(1904,1763,250)
