server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:14:43.508359;(-1461,173,-925);(-126,227,-87)
2021-07-06T12:14:43.518384;(-1463,172,-912);(-126,242,-84)
2021-07-06T12:14:43.526645;(-1463,172,-912);(-126,242,-84)
2021-07-06T12:14:43.536678;(-1461,177,-918);(-127,253,-85)
2021-07-06T12:14:43.545434;(-1461,177,-918);(-127,253,-85)
2021-07-06T12:14:43.554238;(-1462,178,-914);(-125,258,-90)
2021-07-06T12:14:43.563269;(-1462,178,-914);(-125,258,-90)
2021-07-06T12:14:43.570775;(-1462,178,-914);(-125,258,-90)
2021-07-06T12:14:43.578107;(-1463,175,-904);(-130,264,-91)
2021-07-06T12:14:43.586392;(-1463,175,-904);(-130,264,-91)
2021-07-06T12:14:43.594627;(-1460,178,-908);(-125,270,-83)
2021-07-06T12:14:43.604178;(-1460,178,-908);(-125,270,-83)
2021-07-06T12:14:43.612806;(-1461,169,-907);(-118,286,-84)
2021-07-06T12:14:43.619308;(-1461,169,-907);(-118,286,-84)
2021-07-06T12:14:43.626841;(-1461,169,-907);(-118,286,-84)
2021-07-06T12:14:43.633886;(-1459,177,-898);(-117,281,-90)
2021-07-06T12:14:43.641101;(-1459,177,-898);(-117,281,-90)
2021-07-06T12:14:43.648284;(-1459,177,-898);(-117,281,-90)
2021-07-06T12:14:43.655747;(-1459,177,-898);(-117,281,-90)
2021-07-06T12:14:43.664149;(-1459,177,-898);(-117,281,-90)
2021-07-06T12:14:43.673034;(-1462,171,-898);(-120,300,-92)
2021-07-06T12:14:43.681593;(-1462,171,-898);(-120,300,-92)
2021-07-06T12:14:43.690694;(-1462,171,-898);(-120,300,-92)
2021-07-06T12:14:43.698257;(-1456,170,-895);(-117,305,-85)
2021-07-06T12:14:43.705413;(-1456,170,-895);(-117,305,-85)
2021-07-06T12:14:43.712864;(-1459,178,-881);(-119,319,-91)
2021-07-06T12:14:43.722062;(-1459,178,-881);(-119,319,-91)
2021-07-06T12:14:43.732036;(-1459,178,-881);(-119,319,-91)
2021-07-06T12:14:43.740062;(-1460,173,-877);(-120,323,-98)
2021-07-06T12:14:43.747393;(-1460,173,-877);(-120,323,-98)
2021-07-06T12:14:43.754756;(-1455,179,-881);(-119,330,-89)
2021-07-06T12:14:43.762337;(-1455,179,-881);(-119,330,-89)
2021-07-06T12:14:43.772755;(-1455,179,-881);(-119,330,-89)
2021-07-06T12:14:43.779903;(-1455,177,-889);(-120,338,-77)
2021-07-06T12:14:43.787160;(-1455,177,-889);(-120,338,-77)
2021-07-06T12:14:43.795480;(-1456,169,-898);(-114,348,-88)
2021-07-06T12:14:43.802721;(-1456,169,-898);(-114,348,-88)
2021-07-06T12:14:43.811903;(-1456,169,-898);(-114,348,-88)
2021-07-06T12:14:43.819563;(-1457,172,-889);(-121,359,-86)
2021-07-06T12:14:43.829474;(-1457,172,-889);(-121,359,-86)
2021-07-06T12:14:43.837306;(-1457,171,-881);(-115,372,-98)
2021-07-06T12:14:43.845768;(-1457,171,-881);(-115,372,-98)
2021-07-06T12:14:43.854017;(-1455,170,-869);(-115,375,-82)
2021-07-06T12:14:43.861672;(-1455,170,-869);(-115,375,-82)
2021-07-06T12:14:43.870458;(-1455,170,-869);(-115,375,-82)
2021-07-06T12:14:43.880013;(-1454,174,-870);(-110,384,-87)
2021-07-06T12:14:43.889083;(-1454,174,-870);(-110,384,-87)
2021-07-06T12:14:43.897301;(-1456,171,-867);(-110,393,-86)
2021-07-06T12:14:43.905625;(-1456,171,-867);(-110,393,-86)
2021-07-06T12:14:43.913870;(-1451,173,-862);(-110,400,-86)
2021-07-06T12:14:43.921375;(-1451,173,-862);(-110,400,-86)
2021-07-06T12:14:43.929097;(-1451,173,-862);(-110,400,-86)
2021-07-06T12:14:43.937959;(-1456,170,-856);(-109,405,-85)
2021-07-06T12:14:43.945306;(-1456,170,-856);(-109,405,-85)
2021-07-06T12:14:43.952920;(-1451,176,-840);(-110,416,-86)
2021-07-06T12:14:43.961390;(-1451,176,-840);(-110,416,-86)
2021-07-06T12:14:43.968776;(-1451,176,-840);(-110,416,-86)
2021-07-06T12:14:43.977084;(-1448,177,-840);(-114,428,-95)
2021-07-06T12:14:43.984787;(-1448,177,-840);(-114,428,-95)
2021-07-06T12:14:43.992165;(-1447,171,-846);(-106,443,-90)
2021-07-06T12:14:43.999542;(-1447,171,-846);(-106,443,-90)
2021-07-06T12:14:44.006964;(-1447,171,-846);(-106,443,-90)
2021-07-06T12:14:44.015111;(-1452,172,-851);(-99,447,-88)
2021-07-06T12:14:44.022164;(-1452,172,-851);(-99,447,-88)
2021-07-06T12:14:44.029664;(-1452,172,-851);(-99,447,-88)
2021-07-06T12:14:44.036938;(-1449,177,-834);(-101,450,-94)
2021-07-06T12:14:44.044094;(-1449,177,-834);(-101,450,-94)
2021-07-06T12:14:44.052812;(-1449,177,-834);(-101,450,-94)
2021-07-06T12:14:44.060433;(-1447,182,-822);(-103,459,-94)
2021-07-06T12:14:44.068217;(-1447,182,-822);(-103,459,-94)
2021-07-06T12:14:44.075035;(-1448,173,-828);(-102,474,-90)
2021-07-06T12:14:44.082177;(-1448,173,-828);(-102,474,-90)
2021-07-06T12:14:44.091065;(-1448,173,-828);(-102,474,-90)
2021-07-06T12:14:44.098743;(-1447,169,-830);(-101,476,-87)
2021-07-06T12:14:44.106431;(-1447,169,-830);(-101,476,-87)
2021-07-06T12:14:44.113995;(-1448,179,-818);(-105,477,-87)
2021-07-06T12:14:44.122501;(-1448,179,-818);(-105,477,-87)
2021-07-06T12:14:44.131840;(-1448,179,-818);(-105,477,-87)
2021-07-06T12:14:44.139913;(-1445,163,-821);(-104,490,-88)
2021-07-06T12:14:44.147930;(-1445,163,-821);(-104,490,-88)
2021-07-06T12:14:44.155598;(-1445,182,-806);(-104,500,-88)
2021-07-06T12:14:44.163438;(-1445,182,-806);(-104,500,-88)
2021-07-06T12:14:44.171117;(-1445,182,-806);(-104,500,-88)
2021-07-06T12:14:44.180261;(-1444,179,-795);(-91,508,-92)
2021-07-06T12:14:44.187845;(-1444,179,-795);(-91,508,-92)
2021-07-06T12:14:44.195311;(-1446,173,-810);(-91,515,-88)
2021-07-06T12:14:44.202232;(-1446,173,-810);(-91,515,-88)
2021-07-06T12:14:44.209863;(-1446,173,-810);(-91,515,-88)
2021-07-06T12:14:44.216860;(-1449,182,-791);(-93,516,-87)
2021-07-06T12:14:44.225111;(-1449,182,-791);(-93,516,-87)
2021-07-06T12:14:44.232225;(-1443,167,-786);(-94,528,-80)
2021-07-06T12:14:44.239825;(-1443,167,-786);(-94,528,-80)
2021-07-06T12:14:44.247856;(-1443,167,-786);(-94,528,-80)
2021-07-06T12:14:44.255285;(-1442,175,-794);(-97,532,-83)
2021-07-06T12:14:44.262872;(-1442,175,-794);(-97,532,-83)
2021-07-06T12:14:44.270959;(-1442,175,-794);(-97,532,-83)
2021-07-06T12:14:44.281042;(-1443,166,-784);(-101,531,-84)
2021-07-06T12:14:44.290202;(-1443,166,-784);(-101,531,-84)
2021-07-06T12:14:44.297477;(-1444,174,-789);(-94,540,-89)
2021-07-06T12:14:44.305890;(-1444,174,-789);(-94,540,-89)
2021-07-06T12:14:44.314219;(-1440,181,-772);(-96,546,-88)
2021-07-06T12:14:44.322731;(-1440,181,-772);(-96,546,-88)
2021-07-06T12:14:44.330044;(-1440,181,-772);(-96,546,-88)
2021-07-06T12:14:44.338353;(-1438,168,-766);(-95,546,-91)
2021-07-06T12:14:44.345734;(-1438,168,-766);(-95,546,-91)
2021-07-06T12:14:44.353565;(-1440,183,-764);(-99,546,-97)
2021-07-06T12:14:44.361044;(-1440,183,-764);(-99,546,-97)
2021-07-06T12:14:44.369321;(-1440,183,-764);(-99,546,-97)
2021-07-06T12:14:44.376705;(-1439,168,-758);(-95,534,-101)
2021-07-06T12:14:44.385168;(-1439,168,-758);(-95,534,-101)
2021-07-06T12:14:44.392298;(-1441,173,-755);(-99,530,-90)
2021-07-06T12:14:44.399678;(-1441,173,-755);(-99,530,-90)
2021-07-06T12:14:44.407235;(-1441,173,-755);(-99,530,-90)
2021-07-06T12:14:44.415517;(-1437,175,-756);(-105,534,-83)
2021-07-06T12:14:44.423104;(-1437,175,-756);(-105,534,-83)
