server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:22:51.119542;(-1477,180,-998);(-174,-220,-84)
2021-07-06T12:22:51.129715;(-1477,178,-1005);(-184,-230,-80)
2021-07-06T12:22:51.136889;(-1477,178,-1005);(-184,-230,-80)
2021-07-06T12:22:51.144014;(-1477,178,-1005);(-184,-230,-80)
2021-07-06T12:22:51.150589;(-1478,179,-1009);(-170,-225,-85)
2021-07-06T12:22:51.158352;(-1478,179,-1009);(-170,-225,-85)
2021-07-06T12:22:51.165863;(-1478,179,-1009);(-170,-225,-85)
2021-07-06T12:22:51.172288;(-1477,177,-1013);(-180,-220,-88)
2021-07-06T12:22:51.178375;(-1477,177,-1013);(-180,-220,-88)
2021-07-06T12:22:51.186174;(-1477,177,-1013);(-180,-220,-88)
2021-07-06T12:22:51.194018;(-1474,174,-1013);(-176,-229,-85)
2021-07-06T12:22:51.203945;(-1474,174,-1013);(-176,-229,-85)
2021-07-06T12:22:51.213028;(-1478,178,-1015);(-177,-230,-85)
2021-07-06T12:22:51.222673;(-1478,178,-1015);(-177,-230,-85)
2021-07-06T12:22:51.230831;(-1476,180,-1017);(-175,-223,-86)
2021-07-06T12:22:51.239729;(-1476,180,-1017);(-175,-223,-86)
2021-07-06T12:22:51.249223;(-1472,179,-1015);(-175,-221,-79)
2021-07-06T12:22:51.257805;(-1472,179,-1015);(-175,-221,-79)
2021-07-06T12:22:51.268493;(-1472,179,-1015);(-175,-221,-79)
2021-07-06T12:22:51.278018;(-1472,177,-998);(-179,-223,-79)
2021-07-06T12:22:51.287176;(-1472,177,-998);(-179,-223,-79)
2021-07-06T12:22:51.297025;(-1472,175,-999);(-181,-222,-86)
2021-07-06T12:22:51.306099;(-1472,175,-999);(-181,-222,-86)
2021-07-06T12:22:51.313708;(-1470,179,-993);(-179,-225,-83)
2021-07-06T12:22:51.321291;(-1470,179,-993);(-179,-225,-83)
2021-07-06T12:22:51.330956;(-1470,179,-993);(-179,-225,-83)
2021-07-06T12:22:51.340868;(-1470,179,-993);(-179,-225,-83)
2021-07-06T12:22:51.351293;(-1469,175,-980);(-178,-227,-86)
2021-07-06T12:22:51.363328;(-1469,175,-980);(-178,-227,-86)
2021-07-06T12:22:51.373806;(-1469,176,-977);(-184,-229,-84)
2021-07-06T12:22:51.384437;(-1469,176,-977);(-184,-229,-84)
2021-07-06T12:22:51.394413;(-1470,177,-982);(-177,-227,-79)
2021-07-06T12:22:51.404379;(-1470,177,-982);(-177,-227,-79)
2021-07-06T12:22:51.414104;(-1472,184,-984);(-170,-227,-84)
2021-07-06T12:22:51.422395;(-1472,184,-984);(-170,-227,-84)
2021-07-06T12:22:51.431559;(-1469,182,-982);(-172,-228,-84)
2021-07-06T12:22:51.438536;(-1469,182,-982);(-172,-228,-84)
2021-07-06T12:22:51.446860;(-1469,182,-982);(-172,-228,-84)
2021-07-06T12:22:51.455485;(-1473,184,-985);(-174,-230,-80)
2021-07-06T12:22:51.463217;(-1473,184,-985);(-174,-230,-80)
2021-07-06T12:22:51.472385;(-1471,179,-986);(-176,-230,-82)
2021-07-06T12:22:51.481040;(-1471,179,-986);(-176,-230,-82)
2021-07-06T12:22:51.489008;(-1477,174,-993);(-174,-222,-90)
2021-07-06T12:22:51.496330;(-1477,174,-993);(-174,-222,-90)
2021-07-06T12:22:51.504432;(-1477,174,-993);(-174,-222,-90)
2021-07-06T12:22:51.513384;(-1476,180,-996);(-173,-228,-84)
2021-07-06T12:22:51.522424;(-1476,180,-996);(-173,-228,-84)
2021-07-06T12:22:51.529956;(-1481,179,-1000);(-173,-227,-90)
2021-07-06T12:22:51.538082;(-1481,179,-1000);(-173,-227,-90)
2021-07-06T12:22:51.546480;(-1481,179,-1000);(-173,-227,-90)
2021-07-06T12:22:51.554582;(-1480,184,-1010);(-179,-230,-84)
2021-07-06T12:22:51.562389;(-1480,184,-1010);(-179,-230,-84)
2021-07-06T12:22:51.572404;(-1481,180,-1004);(-176,-228,-84)
2021-07-06T12:22:51.581203;(-1481,180,-1004);(-176,-228,-84)
2021-07-06T12:22:51.588832;(-1479,179,-1012);(-174,-233,-82)
2021-07-06T12:22:51.597401;(-1479,179,-1012);(-174,-233,-82)
2021-07-06T12:22:51.606507;(-1479,179,-1012);(-174,-233,-82)
2021-07-06T12:22:51.614736;(-1480,179,-1008);(-174,-234,-82)
2021-07-06T12:22:51.623306;(-1480,179,-1008);(-174,-234,-82)
2021-07-06T12:22:51.631273;(-1480,178,-1012);(-181,-232,-83)
2021-07-06T12:22:51.638861;(-1480,178,-1012);(-181,-232,-83)
2021-07-06T12:22:51.648077;(-1480,178,-1012);(-181,-232,-83)
2021-07-06T12:22:51.656707;(-1472,178,-1009);(-181,-230,-90)
2021-07-06T12:22:51.664609;(-1472,178,-1009);(-181,-230,-90)
2021-07-06T12:22:51.672914;(-1473,179,-1003);(-182,-223,-86)
2021-07-06T12:22:51.680789;(-1473,179,-1003);(-182,-223,-86)
2021-07-06T12:22:51.688694;(-1473,179,-992);(-180,-224,-84)
2021-07-06T12:22:51.697140;(-1473,179,-992);(-180,-224,-84)
2021-07-06T12:22:51.705946;(-1473,179,-992);(-180,-224,-84)
2021-07-06T12:22:51.715455;(-1471,176,-996);(-185,-222,-83)
2021-07-06T12:22:51.723489;(-1471,176,-996);(-185,-222,-83)
2021-07-06T12:22:51.733602;(-1473,176,-987);(-178,-226,-81)
2021-07-06T12:22:51.743398;(-1473,176,-987);(-178,-226,-81)
2021-07-06T12:22:51.754767;(-1469,173,-987);(-166,-231,-73)
2021-07-06T12:22:51.763959;(-1469,173,-987);(-166,-231,-73)
2021-07-06T12:22:51.771829;(-1469,176,-984);(-173,-223,-80)
2021-07-06T12:22:51.780891;(-1469,176,-984);(-173,-223,-80)
2021-07-06T12:22:51.788880;(-1469,177,-983);(-181,-224,-78)
2021-07-06T12:22:51.797940;(-1469,177,-983);(-181,-224,-78)
2021-07-06T12:22:51.807115;(-1469,177,-983);(-181,-224,-78)
2021-07-06T12:22:51.815230;(-1471,175,-980);(-183,-227,-82)
2021-07-06T12:22:51.823108;(-1471,175,-980);(-183,-227,-82)
2021-07-06T12:22:51.830529;(-1471,181,-981);(-178,-225,-85)
2021-07-06T12:22:51.840122;(-1471,181,-981);(-178,-225,-85)
2021-07-06T12:22:51.848917;(-1478,178,-985);(-172,-222,-84)
2021-07-06T12:22:51.856481;(-1478,178,-985);(-172,-222,-84)
2021-07-06T12:22:51.865453;(-1478,178,-985);(-172,-222,-84)
2021-07-06T12:22:51.874908;(-1475,173,-992);(-177,-229,-83)
2021-07-06T12:22:51.885516;(-1475,173,-992);(-177,-229,-83)
2021-07-06T12:22:51.893399;(-1477,179,-993);(-181,-230,-80)
2021-07-06T12:22:51.901935;(-1477,179,-993);(-181,-230,-80)
2021-07-06T12:22:51.909966;(-1479,176,-1000);(-176,-227,-75)
2021-07-06T12:22:51.918323;(-1479,176,-1000);(-176,-227,-75)
2021-07-06T12:22:51.926825;(-1479,176,-1000);(-176,-227,-75)
2021-07-06T12:22:51.935049;(-1482,179,-1001);(-171,-234,-82)
2021-07-06T12:22:51.944050;(-1482,179,-1001);(-171,-234,-82)
2021-07-06T12:22:51.951818;(-1480,176,-1006);(-165,-228,-90)
2021-07-06T12:22:51.960284;(-1480,176,-1006);(-165,-228,-90)
2021-07-06T12:22:51.969905;(-1481,181,-1009);(-178,-223,-85)
2021-07-06T12:22:51.978058;(-1481,181,-1009);(-178,-223,-85)
2021-07-06T12:22:51.986441;(-1481,181,-1009);(-178,-223,-85)
2021-07-06T12:22:51.994698;(-1480,177,-1011);(-180,-221,-86)
2021-07-06T12:22:52.003569;(-1480,177,-1011);(-180,-221,-86)
2021-07-06T12:22:52.013364;(-1481,179,-1015);(-177,-231,-85)
2021-07-06T12:22:52.022529;(-1481,179,-1015);(-177,-231,-85)
2021-07-06T12:22:52.030885;(-1480,181,-1010);(-179,-229,-80)
2021-07-06T12:22:52.038960;(-1480,181,-1010);(-179,-229,-80)
2021-07-06T12:22:52.047882;(-1480,181,-1010);(-179,-229,-80)
2021-07-06T12:22:52.055778;(-1476,176,-1014);(-179,-219,-81)
2021-07-06T12:22:52.063686;(-1476,176,-1014);(-179,-219,-81)
2021-07-06T12:22:52.072793;(-1474,175,-1000);(-183,-223,-83)
2021-07-06T12:22:52.082842;(-1474,175,-1000);(-183,-223,-83)
2021-07-06T12:22:52.091431;(-1479,174,-1001);(-183,-223,-81)
2021-07-06T12:22:52.099199;(-1479,174,-1001);(-183,-223,-81)
2021-07-06T12:22:52.107282;(-1479,174,-1001);(-183,-223,-81)
2021-07-06T12:22:52.118321;(-1471,177,-993);(-182,-218,-75)
2021-07-06T12:22:52.128104;(-1471,177,-993);(-182,-218,-75)
2021-07-06T12:22:52.138030;(-1471,182,-991);(-183,-216,-81)
2021-07-06T12:22:52.146225;(-1471,182,-991);(-183,-216,-81)
2021-07-06T12:22:52.155490;(-1470,176,-986);(-179,-227,-78)
2021-07-06T12:22:52.163335;(-1470,176,-986);(-179,-227,-78)
2021-07-06T12:22:52.172207;(-1471,175,-988);(-174,-219,-80)
2021-07-06T12:22:52.180925;(-1471,175,-988);(-174,-219,-80)
2021-07-06T12:22:52.191336;(-1471,174,-981);(-175,-219,-75)
2021-07-06T12:22:52.203052;(-1471,174,-981);(-175,-219,-75)
2021-07-06T12:22:52.213409;(-1469,176,-986);(-179,-218,-80)
2021-07-06T12:22:52.221693;(-1469,176,-986);(-179,-218,-80)
2021-07-06T12:22:52.229944;(-1470,178,-985);(-179,-226,-80)
2021-07-06T12:22:52.240014;(-1470,178,-985);(-179,-226,-80)
2021-07-06T12:22:52.247240;(-1470,178,-985);(-179,-226,-80)
2021-07-06T12:22:52.253623;(-1471,174,-981);(-174,-225,-83)
2021-07-06T12:22:52.260164;(-1471,174,-981);(-174,-225,-83)
2021-07-06T12:22:52.267093;(-1471,174,-981);(-174,-225,-83)
2021-07-06T12:22:52.273365;(-1472,176,-986);(-171,-227,-79)
2021-07-06T12:22:52.279613;(-1472,176,-986);(-171,-227,-79)
2021-07-06T12:22:52.286099;(-1472,176,-986);(-171,-227,-79)
2021-07-06T12:22:52.292780;(-1478,177,-998);(-175,-226,-82)
2021-07-06T12:22:52.299126;(-1478,177,-998);(-175,-226,-82)
2021-07-06T12:22:52.308300;(-1478,177,-998);(-175,-226,-82)
2021-07-06T12:22:52.317451;(-1477,181,-993);(-175,-220,-84)
2021-07-06T12:22:52.329033;(-1477,181,-993);(-175,-220,-84)
2021-07-06T12:22:52.339997;(-1478,178,-1002);(-177,-221,-87)
2021-07-06T12:22:52.352861;(-1478,178,-1002);(-177,-221,-87)
2021-07-06T12:22:52.363808;(-1480,179,-1000);(-176,-221,-85)
2021-07-06T12:22:52.375573;(-1481,175,-1007);(-175,-215,-84)
2021-07-06T12:22:52.387519;(-1481,175,-1007);(-175,-215,-84)
2021-07-06T12:22:52.397657;(-1483,177,-1011);(-176,-227,-83)
2021-07-06T12:22:52.410824;(-1483,177,-1011);(-176,-227,-83)
2021-07-06T12:22:52.421634;(-1483,181,-1009);(-177,-223,-80)
2021-07-06T12:22:52.434804;(-1477,178,-1008);(-177,-226,-84)
2021-07-06T12:22:52.445537;(-1477,178,-1008);(-177,-226,-84)
2021-07-06T12:22:52.455242;(-1478,175,-999);(-181,-232,-84)
2021-07-06T12:22:52.463866;(-1478,175,-999);(-181,-232,-84)
2021-07-06T12:22:52.472269;(-1476,173,-1003);(-175,-224,-90)
2021-07-06T12:22:52.481358;(-1476,173,-1003);(-175,-224,-90)
2021-07-06T12:22:52.492860;(-1475,177,-999);(-176,-218,-82)
