server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:08:05.102870;(2228,-6,-378);(-1057,-558,-358)
2021-07-06T12:08:05.109096;(2226,-4,-384);(-1056,-564,-351)
2021-07-06T12:08:05.123104;(2226,-4,-384);(-1056,-564,-351)
2021-07-06T12:08:05.134262;(2226,-3,-387);(-1057,-555,-356)
2021-07-06T12:08:05.146889;(2226,-3,-387);(-1057,-555,-356)
2021-07-06T12:08:05.160731;(2226,-3,-382);(-1051,-556,-359)
2021-07-06T12:08:05.175594;(2231,-5,-389);(-1049,-555,-357)
2021-07-06T12:08:05.189315;(2231,-5,-389);(-1049,-555,-357)
2021-07-06T12:08:05.201224;(2227,-7,-386);(-1059,-565,-359)
2021-07-06T12:08:05.212331;(2228,-4,-382);(-1058,-564,-357)
2021-07-06T12:08:05.224073;(2228,-4,-382);(-1058,-564,-357)
2021-07-06T12:08:05.235122;(2226,-2,-379);(-1057,-558,-361)
2021-07-06T12:08:05.247434;(2226,-2,-379);(-1057,-558,-361)
2021-07-06T12:08:05.259240;(2229,-4,-382);(-1056,-564,-361)
2021-07-06T12:08:05.267988;(2229,-4,-382);(-1056,-564,-361)
2021-07-06T12:08:05.275192;(2226,-8,-388);(-1061,-557,-357)
2021-07-06T12:08:05.282075;(2226,-8,-388);(-1061,-557,-357)
2021-07-06T12:08:05.289215;(2226,-6,-382);(-1059,-556,-362)
2021-07-06T12:08:05.295171;(2226,-6,-382);(-1059,-556,-362)
2021-07-06T12:08:05.300173;(2226,-6,-382);(-1059,-556,-362)
2021-07-06T12:08:05.305247;(2226,-6,-382);(-1059,-556,-362)
2021-07-06T12:08:05.310604;(2227,-5,-380);(-1055,-558,-360)
2021-07-06T12:08:05.315997;(2227,-5,-380);(-1055,-558,-360)
2021-07-06T12:08:05.321570;(2227,-5,-380);(-1055,-558,-360)
2021-07-06T12:08:05.326800;(2226,-4,-382);(-1058,-565,-357)
2021-07-06T12:08:05.332800;(2226,-4,-382);(-1058,-565,-357)
2021-07-06T12:08:05.338423;(2226,-4,-382);(-1058,-565,-357)
2021-07-06T12:08:05.343767;(2226,-4,-382);(-1058,-565,-357)
2021-07-06T12:08:05.349746;(2226,2,-381);(-1058,-556,-358)
2021-07-06T12:08:05.355079;(2226,2,-381);(-1058,-556,-358)
2021-07-06T12:08:05.360053;(2226,2,-381);(-1058,-556,-358)
2021-07-06T12:08:05.365443;(2226,2,-381);(-1058,-556,-358)
2021-07-06T12:08:05.371024;(2230,-3,-381);(-1054,-557,-350)
2021-07-06T12:08:05.376470;(2230,-3,-381);(-1054,-557,-350)
2021-07-06T12:08:05.381927;(2230,-3,-381);(-1054,-557,-350)
2021-07-06T12:08:05.387042;(2227,-3,-385);(-1049,-566,-356)
2021-07-06T12:08:05.392316;(2227,-3,-385);(-1049,-566,-356)
2021-07-06T12:08:05.397410;(2227,-3,-385);(-1049,-566,-356)
2021-07-06T12:08:05.402596;(2227,-3,-385);(-1049,-566,-356)
2021-07-06T12:08:05.407712;(2225,-9,-382);(-1058,-572,-356)
2021-07-06T12:08:05.418371;(2225,-9,-382);(-1058,-572,-356)
2021-07-06T12:08:05.427864;(2225,-9,-382);(-1058,-572,-356)
2021-07-06T12:08:05.437785;(2227,-7,-380);(-1055,-553,-361)
2021-07-06T12:08:05.448921;(2227,-7,-380);(-1055,-553,-361)
2021-07-06T12:08:05.459508;(2227,-6,-381);(-1052,-556,-363)
2021-07-06T12:08:05.470623;(2227,-6,-381);(-1052,-556,-363)
2021-07-06T12:08:05.481528;(2225,-5,-382);(-1054,-559,-359)
2021-07-06T12:08:05.491457;(2225,-5,-382);(-1054,-559,-359)
2021-07-06T12:08:05.502812;(2225,-5,-382);(-1054,-559,-359)
2021-07-06T12:08:05.514787;(2228,-3,-380);(-1052,-564,-362)
2021-07-06T12:08:05.527637;(2228,-3,-380);(-1052,-564,-362)
2021-07-06T12:08:05.540570;(2226,-4,-382);(-1056,-562,-355)
2021-07-06T12:08:05.550843;(2226,-4,-382);(-1056,-562,-355)
2021-07-06T12:08:05.562622;(2227,-3,-382);(-1063,-564,-360)
2021-07-06T12:08:05.573945;(2225,-3,-382);(-1065,-563,-360)
2021-07-06T12:08:05.583263;(2225,-3,-382);(-1065,-563,-360)
2021-07-06T12:08:05.594389;(2225,-7,-384);(-1065,-562,-358)
2021-07-06T12:08:05.605825;(2225,-7,-384);(-1065,-562,-358)
2021-07-06T12:08:05.618460;(2224,-5,-382);(-1059,-560,-357)
2021-07-06T12:08:05.631258;(2224,-5,-382);(-1059,-560,-357)
2021-07-06T12:08:05.643768;(2224,-4,-385);(-1060,-564,-357)
2021-07-06T12:08:05.653532;(2228,-4,-385);(-1065,-568,-363)
2021-07-06T12:08:05.662016;(2228,-4,-385);(-1065,-568,-363)
2021-07-06T12:08:05.669774;(2227,-2,-385);(-1067,-561,-363)
2021-07-06T12:08:05.677468;(2227,-2,-385);(-1067,-561,-363)
2021-07-06T12:08:05.683652;(2227,-2,-385);(-1067,-561,-363)
2021-07-06T12:08:05.689360;(2229,-4,-388);(-1056,-555,-362)
2021-07-06T12:08:05.695583;(2229,-4,-388);(-1056,-555,-362)
2021-07-06T12:08:05.701708;(2229,-4,-388);(-1056,-555,-362)
2021-07-06T12:08:05.707072;(2229,-4,-386);(-1055,-558,-361)
2021-07-06T12:08:05.712676;(2229,-4,-386);(-1055,-558,-361)
2021-07-06T12:08:05.719022;(2229,-4,-386);(-1055,-558,-361)
2021-07-06T12:08:05.724717;(2229,-4,-386);(-1055,-558,-361)
2021-07-06T12:08:05.730981;(2226,-2,-379);(-1049,-553,-349)
2021-07-06T12:08:05.736689;(2226,-2,-379);(-1049,-553,-349)
2021-07-06T12:08:05.742680;(2226,-2,-379);(-1049,-553,-349)
2021-07-06T12:08:05.748315;(2225,-5,-380);(-1057,-557,-360)
2021-07-06T12:08:05.754174;(2225,-5,-380);(-1057,-557,-360)
2021-07-06T12:08:05.759618;(2225,-5,-380);(-1057,-557,-360)
2021-07-06T12:08:05.764899;(2225,-5,-380);(-1057,-557,-360)
2021-07-06T12:08:05.770816;(2228,-3,-385);(-1062,-561,-360)
2021-07-06T12:08:05.779374;(2228,-3,-385);(-1062,-561,-360)
2021-07-06T12:08:05.788392;(2228,-3,-385);(-1062,-561,-360)
2021-07-06T12:08:05.797448;(2224,-4,-383);(-1057,-554,-356)
2021-07-06T12:08:05.807061;(2224,-4,-383);(-1057,-554,-356)
2021-07-06T12:08:05.817901;(2223,-3,-382);(-1062,-558,-355)
2021-07-06T12:08:05.828965;(2223,-3,-382);(-1062,-558,-355)
2021-07-06T12:08:05.838850;(2228,-5,-385);(-1058,-562,-352)
2021-07-06T12:08:05.848473;(2228,-5,-385);(-1058,-562,-352)
2021-07-06T12:08:05.860172;(2225,-3,-381);(-1059,-564,-356)
2021-07-06T12:08:05.872219;(2225,-3,-381);(-1059,-564,-356)
2021-07-06T12:08:05.882800;(2227,-3,-381);(-1055,-562,-358)
2021-07-06T12:08:05.893845;(2226,-3,-381);(-1054,-560,-359)
2021-07-06T12:08:05.904564;(2226,-3,-381);(-1054,-560,-359)
2021-07-06T12:08:05.915704;(2225,-2,-388);(-1061,-559,-360)
2021-07-06T12:08:05.927328;(2225,-2,-388);(-1061,-559,-360)
2021-07-06T12:08:05.936702;(2224,-4,-388);(-1064,-563,-366)
2021-07-06T12:08:05.947907;(2224,-4,-388);(-1064,-563,-366)
2021-07-06T12:08:05.959304;(2228,-4,-384);(-1066,-560,-357)
2021-07-06T12:08:05.969222;(2228,-4,-384);(-1066,-560,-357)
2021-07-06T12:08:05.978692;(2225,-4,-387);(-1057,-556,-359)
2021-07-06T12:08:05.989065;(2225,-4,-387);(-1057,-556,-359)
2021-07-06T12:08:05.999347;(2225,-3,-382);(-1056,-556,-353)
2021-07-06T12:08:06.008929;(2225,-3,-382);(-1056,-556,-353)
2021-07-06T12:08:06.017523;(2227,-2,-381);(-1058,-562,-358)
2021-07-06T12:08:06.027283;(2227,-2,-381);(-1058,-562,-358)
2021-07-06T12:08:06.036124;(2226,-5,-381);(-1063,-558,-359)
2021-07-06T12:08:06.045176;(2226,-5,-381);(-1063,-558,-359)
2021-07-06T12:08:06.056395;(2226,-5,-386);(-1061,-560,-357)
2021-07-06T12:08:06.067232;(2226,-5,-386);(-1061,-560,-357)
2021-07-06T12:08:06.077986;(2227,-7,-386);(-1053,-557,-364)
2021-07-06T12:08:06.089024;(2227,-7,-386);(-1053,-557,-364)
2021-07-06T12:08:06.098881;(2226,-5,-388);(-1067,-564,-354)
2021-07-06T12:08:06.108789;(2226,-5,-388);(-1067,-564,-354)
2021-07-06T12:08:06.119888;(2224,-6,-379);(-1061,-568,-360)
2021-07-06T12:08:06.128767;(2224,-6,-379);(-1061,-568,-360)
2021-07-06T12:08:06.137173;(2227,-6,-390);(-1065,-559,-358)
2021-07-06T12:08:06.146057;(2227,-6,-390);(-1065,-559,-358)
2021-07-06T12:08:06.154466;(2227,-4,-384);(-1065,-563,-364)
2021-07-06T12:08:06.164054;(2227,-4,-384);(-1065,-563,-364)
2021-07-06T12:08:06.175625;(2226,-7,-383);(-1064,-567,-356)
2021-07-06T12:08:06.186005;(2226,-7,-383);(-1064,-567,-356)
2021-07-06T12:08:06.195432;(2229,-5,-382);(-1062,-567,-358)
2021-07-06T12:08:06.204776;(2229,-5,-382);(-1062,-567,-358)
2021-07-06T12:08:06.214722;(2228,-4,-380);(-1057,-562,-362)
2021-07-06T12:08:06.224192;(2228,-4,-380);(-1057,-562,-362)
2021-07-06T12:08:06.232381;(2226,-3,-382);(-1059,-553,-357)
2021-07-06T12:08:06.242299;(2226,-3,-382);(-1059,-553,-357)
2021-07-06T12:08:06.254294;(2226,-7,-380);(-1060,-560,-357)
2021-07-06T12:08:06.263809;(2226,-7,-380);(-1060,-560,-357)
2021-07-06T12:08:06.271609;(2225,-4,-387);(-1060,-561,-362)
2021-07-06T12:08:06.279929;(2225,-4,-387);(-1060,-561,-362)
2021-07-06T12:08:06.288789;(2225,-4,-387);(-1060,-561,-362)
2021-07-06T12:08:06.296954;(2226,-7,-386);(-1063,-562,-356)
2021-07-06T12:08:06.308899;(2226,-7,-386);(-1063,-562,-356)
2021-07-06T12:08:06.318479;(2224,-7,-385);(-1057,-556,-356)
2021-07-06T12:08:06.326752;(2224,-7,-385);(-1057,-556,-356)
2021-07-06T12:08:06.336506;(2227,-5,-388);(-1061,-561,-363)
2021-07-06T12:08:06.345384;(2227,-5,-388);(-1061,-561,-363)
2021-07-06T12:08:06.354918;(2228,-8,-384);(-1053,-552,-365)
2021-07-06T12:08:06.363466;(2228,-8,-384);(-1053,-552,-365)
2021-07-06T12:08:06.371024;(2226,-4,-381);(-1050,-558,-357)
2021-07-06T12:08:06.380519;(2226,-4,-381);(-1050,-558,-357)
2021-07-06T12:08:06.390555;(2226,-4,-381);(-1050,-558,-357)
2021-07-06T12:08:06.399869;(2226,-4,-378);(-1049,-553,-353)
2021-07-06T12:08:06.408884;(2226,-4,-378);(-1049,-553,-353)
2021-07-06T12:08:06.418032;(2225,-5,-386);(-1053,-564,-354)
2021-07-06T12:08:06.428618;(2225,-5,-386);(-1053,-564,-354)
2021-07-06T12:08:06.438117;(2226,-5,-383);(-1058,-563,-362)
2021-07-06T12:08:06.447227;(2226,-5,-383);(-1058,-563,-362)
2021-07-06T12:08:06.457260;(2226,-5,-384);(-1056,-560,-358)
2021-07-06T12:08:06.465700;(2226,-5,-384);(-1056,-560,-358)
