server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:21:28.791955;(-1428,158,-518);(1547,-1187,-569)
2021-07-06T12:21:28.803056;(-1416,157,-544);(1537,-1185,-590)
2021-07-06T12:21:28.813451;(-1416,157,-544);(1537,-1185,-590)
2021-07-06T12:21:28.822035;(-1410,163,-518);(1551,-1185,-616)
2021-07-06T12:21:28.831014;(-1410,163,-518);(1551,-1185,-616)
2021-07-06T12:21:28.839440;(-1407,164,-521);(1549,-1177,-642)
2021-07-06T12:21:28.847536;(-1407,164,-521);(1549,-1177,-642)
2021-07-06T12:21:28.855154;(-1407,164,-521);(1549,-1177,-642)
2021-07-06T12:21:28.864974;(-1401,173,-543);(1556,-1189,-658)
2021-07-06T12:21:28.874545;(-1401,173,-543);(1556,-1189,-658)
2021-07-06T12:21:28.882143;(-1409,168,-539);(1566,-1197,-670)
2021-07-06T12:21:28.890126;(-1409,168,-539);(1566,-1197,-670)
2021-07-06T12:21:28.900619;(-1415,161,-546);(1571,-1196,-686)
2021-07-06T12:21:28.910694;(-1415,161,-546);(1571,-1196,-686)
2021-07-06T12:21:28.918982;(-1412,167,-544);(1578,-1189,-716)
2021-07-06T12:21:28.928770;(-1412,167,-544);(1578,-1189,-716)
2021-07-06T12:21:28.938129;(-1412,167,-544);(1578,-1189,-716)
2021-07-06T12:21:28.948055;(-1406,170,-557);(1578,-1181,-734)
2021-07-06T12:21:28.956746;(-1406,170,-557);(1578,-1181,-734)
2021-07-06T12:21:28.965455;(-1405,167,-582);(1590,-1174,-741)
2021-07-06T12:21:28.972993;(-1405,167,-582);(1590,-1174,-741)
2021-07-06T12:21:28.980041;(-1412,174,-583);(1594,-1173,-746)
2021-07-06T12:21:28.988706;(-1412,174,-583);(1594,-1173,-746)
2021-07-06T12:21:28.997109;(-1412,174,-583);(1594,-1173,-746)
2021-07-06T12:21:29.006038;(-1414,174,-601);(1599,-1136,-759)
2021-07-06T12:21:29.013009;(-1414,174,-601);(1599,-1136,-759)
2021-07-06T12:21:29.019914;(-1428,177,-650);(1611,-1087,-768)
2021-07-06T12:21:29.027283;(-1428,177,-650);(1611,-1087,-768)
2021-07-06T12:21:29.036394;(-1428,177,-650);(1611,-1087,-768)
2021-07-06T12:21:29.045187;(-1417,184,-633);(1625,-994,-773)
2021-07-06T12:21:29.053438;(-1417,184,-633);(1625,-994,-773)
2021-07-06T12:21:29.061946;(-1408,175,-617);(1629,-930,-778)
2021-07-06T12:21:29.069584;(-1408,175,-617);(1629,-930,-778)
2021-07-06T12:21:29.079137;(-1400,183,-602);(1641,-908,-771)
2021-07-06T12:21:29.087378;(-1400,183,-602);(1641,-908,-771)
2021-07-06T12:21:29.096670;(-1400,183,-602);(1641,-908,-771)
2021-07-06T12:21:29.105380;(-1389,179,-599);(1655,-903,-771)
2021-07-06T12:21:29.113218;(-1389,179,-599);(1655,-903,-771)
2021-07-06T12:21:29.121296;(-1389,198,-600);(1667,-909,-747)
2021-07-06T12:21:29.129481;(-1389,198,-600);(1667,-909,-747)
2021-07-06T12:21:29.136689;(-1391,193,-578);(1675,-900,-702)
2021-07-06T12:21:29.144506;(-1391,193,-578);(1675,-900,-702)
2021-07-06T12:21:29.152404;(-1391,193,-578);(1675,-900,-702)
2021-07-06T12:21:29.161129;(-1400,186,-574);(1684,-879,-687)
2021-07-06T12:21:29.168680;(-1400,186,-574);(1684,-879,-687)
2021-07-06T12:21:29.177483;(-1400,186,-574);(1684,-879,-687)
2021-07-06T12:21:29.186758;(-1405,178,-582);(1699,-849,-690)
2021-07-06T12:21:29.194141;(-1405,178,-582);(1699,-849,-690)
2021-07-06T12:21:29.202085;(-1403,187,-583);(1715,-804,-689)
2021-07-06T12:21:29.209699;(-1403,187,-583);(1715,-804,-689)
2021-07-06T12:21:29.218186;(-1393,171,-556);(1733,-774,-700)
2021-07-06T12:21:29.225498;(-1393,171,-556);(1733,-774,-700)
2021-07-06T12:21:29.234116;(-1393,171,-556);(1733,-774,-700)
2021-07-06T12:21:29.242210;(-1397,168,-564);(1746,-748,-700)
2021-07-06T12:21:29.251716;(-1397,168,-564);(1746,-748,-700)
2021-07-06T12:21:29.260586;(-1405,167,-534);(1753,-742,-713)
2021-07-06T12:21:29.268481;(-1405,167,-534);(1753,-742,-713)
2021-07-06T12:21:29.276827;(-1405,167,-534);(1753,-742,-713)
2021-07-06T12:21:29.284505;(-1409,149,-524);(1757,-736,-755)
2021-07-06T12:21:29.293886;(-1409,149,-524);(1757,-736,-755)
2021-07-06T12:21:29.301484;(-1393,152,-541);(1762,-723,-835)
2021-07-06T12:21:29.309853;(-1393,152,-541);(1762,-723,-835)
