server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:13:22.651040;(2332,36,-362);(1878,741,645)
2021-07-06T12:13:22.660959;(2330,28,-364);(1869,730,653)
2021-07-06T12:13:22.670741;(2330,28,-364);(1869,730,653)
2021-07-06T12:13:22.681958;(2335,33,-373);(1866,722,666)
2021-07-06T12:13:22.690856;(2335,33,-373);(1866,722,666)
2021-07-06T12:13:22.700477;(2329,39,-368);(1851,705,679)
2021-07-06T12:13:22.710504;(2329,39,-368);(1851,705,679)
2021-07-06T12:13:22.719275;(2336,35,-362);(1833,686,685)
2021-07-06T12:13:22.727395;(2336,35,-362);(1833,686,685)
2021-07-06T12:13:22.734851;(2336,35,-362);(1833,686,685)
2021-07-06T12:13:22.743930;(2329,31,-361);(1824,670,694)
2021-07-06T12:13:22.753175;(2329,31,-361);(1824,670,694)
2021-07-06T12:13:22.761955;(2320,24,-377);(1807,647,699)
2021-07-06T12:13:22.769739;(2320,24,-377);(1807,647,699)
2021-07-06T12:13:22.777969;(2325,24,-355);(1791,630,698)
2021-07-06T12:13:22.785006;(2325,24,-355);(1791,630,698)
2021-07-06T12:13:22.791903;(2325,24,-355);(1791,630,698)
2021-07-06T12:13:22.799861;(2328,24,-351);(1781,600,694)
2021-07-06T12:13:22.807645;(2328,24,-351);(1781,600,694)
2021-07-06T12:13:22.815038;(2323,31,-351);(1773,570,693)
2021-07-06T12:13:22.822408;(2323,31,-351);(1773,570,693)
2021-07-06T12:13:22.830607;(2323,31,-351);(1773,570,693)
2021-07-06T12:13:22.838681;(2323,31,-351);(1773,570,693)
2021-07-06T12:13:22.845780;(2323,31,-351);(1773,570,693)
2021-07-06T12:13:22.853571;(2323,31,-351);(1773,570,693)
2021-07-06T12:13:22.860381;(2323,36,-376);(1753,520,707)
2021-07-06T12:13:22.867710;(2323,36,-376);(1753,520,707)
2021-07-06T12:13:22.875184;(2314,26,-355);(1732,523,709)
2021-07-06T12:13:22.882844;(2314,26,-355);(1732,523,709)
2021-07-06T12:13:22.890441;(2314,26,-355);(1732,523,709)
2021-07-06T12:13:22.899025;(2315,31,-332);(1724,530,709)
2021-07-06T12:13:22.905959;(2315,31,-332);(1724,530,709)
2021-07-06T12:13:22.914745;(2315,31,-332);(1724,530,709)
2021-07-06T12:13:22.923187;(2328,25,-333);(1722,527,715)
2021-07-06T12:13:22.930927;(2328,25,-333);(1722,527,715)
2021-07-06T12:13:22.938456;(2326,28,-326);(1706,482,727)
2021-07-06T12:13:22.947869;(2326,28,-326);(1706,482,727)
2021-07-06T12:13:22.957040;(2319,30,-337);(1685,428,720)
2021-07-06T12:13:22.964557;(2319,30,-337);(1685,428,720)
2021-07-06T12:13:22.972013;(2319,30,-337);(1685,428,720)
2021-07-06T12:13:22.979568;(2308,29,-346);(1680,418,723)
2021-07-06T12:13:22.986974;(2308,29,-346);(1680,418,723)
2021-07-06T12:13:22.994125;(2308,29,-346);(1680,418,723)
2021-07-06T12:13:23.001138;(2306,34,-339);(1677,429,718)
2021-07-06T12:13:23.008307;(2306,34,-339);(1677,429,718)
2021-07-06T12:13:23.015245;(2314,32,-352);(1666,444,720)
2021-07-06T12:13:23.022923;(2314,32,-352);(1666,444,720)
2021-07-06T12:13:23.030697;(2314,32,-352);(1666,444,720)
2021-07-06T12:13:23.039882;(2318,30,-353);(1654,449,731)
2021-07-06T12:13:23.053103;(2318,30,-353);(1654,449,731)
2021-07-06T12:13:23.060970;(2308,35,-334);(1635,443,743)
2021-07-06T12:13:23.068984;(2308,35,-334);(1635,443,743)
2021-07-06T12:13:23.078167;(2310,31,-351);(1626,443,757)
2021-07-06T12:13:23.085811;(2310,31,-351);(1626,443,757)
2021-07-06T12:13:23.093686;(2310,31,-351);(1626,443,757)
2021-07-06T12:13:23.100779;(2304,22,-357);(1619,456,759)
2021-07-06T12:13:23.108927;(2304,22,-357);(1619,456,759)
2021-07-06T12:13:23.116258;(2303,33,-368);(1608,476,773)
