File:	06_07_21_blt.pgc

Блок 1
Title:	
ADC:	E-140
Started:	01.01.2001 3:28:50
Channels:	3
Rate:	200
Step:	0.005
Duration:	505.835
Size:	101168
Время, s	Nx	Ny	Nz
454.515	-0.5076	0.0508	-0.0163
454.52	-0.5089	0.0495	-0.0163
454.525	-0.5076	0.0495	-0.0176
454.53	-0.5089	0.0508	-0.0176
454.535	-0.5076	0.052	-0.0163
454.54	-0.5089	0.0533	-0.0163
454.545	-0.5076	0.0546	-0.0189
454.55	-0.5089	0.0546	-0.0189
454.555	-0.5076	0.0571	-0.0176
454.56	-0.5089	0.0571	-0.0163
454.565	-0.5063	0.0584	-0.0189
454.57	-0.5063	0.0584	-0.0163
454.575	-0.5063	0.0571	-0.0151
454.58	-0.5089	0.0584	-0.0176
454.585	-0.5076	0.0596	-0.0176
454.59	-0.5089	0.0596	-0.0176
454.595	-0.5076	0.0609	-0.0201
454.6	-0.5089	0.0609	-0.0163
454.605	-0.5101	0.0634	-0.0163
454.61	-0.5089	0.066	-0.0189
454.615	-0.5089	0.0672	-0.0176
454.62	-0.5089	0.0672	-0.0176
454.625	-0.5063	0.0723	-0.0176
454.63	-0.5076	0.0736	-0.0189
454.635	-0.5063	0.0748	-0.0176
454.64	-0.5076	0.0761	-0.0189
454.645	-0.5051	0.0786	-0.0176
454.65	-0.5051	0.0786	-0.0189
454.655	-0.5051	0.0812	-0.0189
454.66	-0.5051	0.0812	-0.0189
454.665	-0.5051	0.0824	-0.0189
454.67	-0.5038	0.0824	-0.0201
454.675	-0.5025	0.0824	-0.0201
454.68	-0.5025	0.0824	-0.0176
454.685	-0.5013	0.0824	-0.0176
454.69	-0.5025	0.0837	-0.0189
454.695	-0.5025	0.085	-0.0151
454.7	-0.5038	0.085	-0.0189
454.705	-0.5013	0.0862	-0.0201
454.71	-0.5013	0.0875	-0.0176
454.715	-0.5013	0.0875	-0.0189
454.72	-0.5025	0.0862	-0.0176
454.725	-0.5	0.09	-0.0163
454.73	-0.5013	0.09	-0.0189
454.735	-0.5	0.09	-0.0176
454.74	-0.5013	0.0888	-0.0189
454.745	-0.5013	0.0913	-0.0163
454.75	-0.5013	0.0913	-0.0176
454.755	-0.5	0.0926	-0.0189
454.76	-0.5013	0.0926	-0.0189
454.765	-0.5	0.0964	-0.0163
454.77	-0.5	0.0976	-0.0176
454.775	-0.4987	0.1002	-0.0189
454.78	-0.4987	0.1014	-0.0189
454.785	-0.4975	0.1052	-0.0189
454.79	-0.5	0.1065	-0.0201
454.795	-0.4975	0.109	-0.0176
454.8	-0.4975	0.1128	-0.0189
454.805	-0.4975	0.1154	-0.0176
454.81	-0.4975	0.1154	-0.0201
454.815	-0.4949	0.1179	-0.0176
454.82	-0.4975	0.1179	-0.0201
454.825	-0.4962	0.1192	-0.0176
454.83	-0.4962	0.1179	-0.0189
454.835	-0.4949	0.1192	-0.0176
454.84	-0.4962	0.1192	-0.0201
454.845	-0.4962	0.1179	-0.0176
454.85	-0.4949	0.1179	-0.0189
454.855	-0.4949	0.1204	-0.0176
454.86	-0.4949	0.1179	-0.0189
454.865	-0.4937	0.1204	-0.0176
454.87	-0.4949	0.1217	-0.0176
454.875	-0.4937	0.123	-0.0176
454.88	-0.4937	0.123	-0.0176
454.885	-0.4937	0.1268	-0.0163
454.89	-0.4924	0.1268	-0.0189
454.895	-0.4937	0.128	-0.0189
454.9	-0.4937	0.1293	-0.0189
454.905	-0.4924	0.1306	-0.0189
454.91	-0.4899	0.1306	-0.0201
454.915	-0.4911	0.1331	-0.0176
454.92	-0.4911	0.1331	-0.0189
454.925	-0.4924	0.1343	-0.0176
454.93	-0.4911	0.1331	-0.0176
454.935	-0.4911	0.1331	-0.0189
454.94	-0.4924	0.1331	-0.0176
454.945	-0.4911	0.1331	-0.0189
454.95	-0.4911	0.1343	-0.0189
454.955	-0.4911	0.1343	-0.0176
454.96	-0.4911	0.1331	-0.0176
454.965	-0.4911	0.1343	-0.0176
454.97	-0.4911	0.1356	-0.0176
454.975	-0.4899	0.1369	-0.0163
454.98	-0.4911	0.1369	-0.0189
454.985	-0.4899	0.1369	-0.0176
454.99	-0.4886	0.1394	-0.0176
454.995	-0.4911	0.1394	-0.0151
455	-0.4899	0.1407	-0.0176
455.005	-0.4911	0.1407	-0.0176
455.01	-0.4899	0.1394	-0.0163
455.015	-0.4886	0.1394	-0.0189
455.02	-0.4899	0.1407	-0.0176
455.025	-0.4911	0.1394	-0.0163
455.03	-0.4886	0.1394	-0.0163
455.035	-0.4899	0.1419	-0.0125
455.04	-0.4886	0.1419	-0.0163
455.045	-0.4886	0.1407	-0.0163
455.05	-0.4899	0.1419	-0.0163
455.055	-0.4886	0.1419	-0.0176
455.06	-0.4899	0.1419	-0.0163
455.065	-0.4886	0.1419	-0.0163
455.07	-0.4899	0.1432	-0.0163
455.075	-0.4873	0.1445	-0.0151
455.08	-0.4886	0.1445	-0.0163
455.085	-0.4886	0.1457	-0.0163
455.09	-0.4886	0.1457	-0.0151
455.095	-0.4899	0.147	-0.0151
455.1	-0.4886	0.147	-0.0176
455.105	-0.4873	0.1457	-0.0163
455.11	-0.4886	0.147	-0.0163
455.115	-0.4886	0.147	-0.0138
455.12	-0.4886	0.1483	-0.0163
455.125	-0.4886	0.147	-0.0176
455.13	-0.4886	0.1457	-0.0163
455.135	-0.4886	0.147	-0.0151
455.14	-0.4886	0.1457	-0.0163
455.145	-0.4873	0.1457	-0.0176
455.15	-0.4873	0.147	-0.0163
455.155	-0.4873	0.147	-0.0151
455.16	-0.4873	0.147	-0.0151
455.165	-0.4873	0.147	-0.0163
455.17	-0.4873	0.147	-0.0138
455.175	-0.4873	0.1483	-0.0138
455.18	-0.4873	0.1495	-0.0138
455.185	-0.4873	0.1483	-0.0151
455.19	-0.4873	0.1483	-0.0151
455.195	-0.4873	0.1483	-0.0138
455.2	-0.4861	0.1483	-0.0163
455.205	-0.4873	0.1483	-0.0163
455.21	-0.4873	0.147	-0.0151
455.215	-0.4873	0.147	-0.0138
455.22	-0.4886	0.1483	-0.0151
455.225	-0.4873	0.147	-0.0151
455.23	-0.4886	0.147	-0.0151
455.235	-0.4873	0.147	-0.0138
455.24	-0.4873	0.1495	-0.0151
455.245	-0.4861	0.1495	-0.0151
455.25	-0.4886	0.1495	-0.0176
455.255	-0.4873	0.1495	-0.0125
455.26	-0.4873	0.1495	-0.0138
455.265	-0.4873	0.1495	-0.0138
455.27	-0.4886	0.1483	-0.0125
455.275	-0.4873	0.1508	-0.0125
455.28	-0.4873	0.1508	-0.0138
455.285	-0.4873	0.1483	-0.0138
455.29	-0.4873	0.1508	-0.0151
455.295	-0.4873	0.1508	-0.0125
455.3	-0.4886	0.1495	-0.0125
455.305	-0.4873	0.1495	-0.0138
455.31	-0.4873	0.1495	-0.0138
455.315	-0.4873	0.147	-0.0113
455.32	-0.4886	0.1495	-0.0125
455.325	-0.4861	0.1495	-0.0138
455.33	-0.4873	0.1495	-0.0138
455.335	-0.4873	0.1495	-0.0113
455.34	-0.4873	0.1483	-0.0151
455.345	-0.4886	0.1495	-0.0138
455.35	-0.4873	0.1495	-0.0138
455.355	-0.4873	0.1495	-0.0125
455.36	-0.4873	0.1508	-0.0125
455.365	-0.4873	0.1495	-0.0125
455.37	-0.4886	0.1508	-0.0125
455.375	-0.4873	0.1495	-0.0138
455.38	-0.4873	0.1495	-0.0138
455.385	-0.4873	0.1483	-0.0125
455.39	-0.4886	0.1495	-0.0113
455.395	-0.4873	0.1483	-0.0125
455.4	-0.4873	0.1483	-0.0138
455.405	-0.4873	0.1483	-0.0113
455.41	-0.4886	0.1483	-0.0125
455.415	-0.4873	0.147	-0.0125
455.42	-0.4886	0.1495	-0.0113
455.425	-0.4886	0.1483	-0.0125
455.43	-0.4886	0.1483	-0.0125
455.435	-0.4886	0.1483	-0.0113
455.44	-0.4886	0.1483	-0.0113
455.445	-0.4873	0.147	-0.0125
455.45	-0.4873	0.147	-0.0113
455.455	-0.4873	0.1457	-0.0113
455.46	-0.4873	0.1483	-0.0113
455.465	-0.4886	0.147	-0.0125
455.47	-0.4873	0.1457	-0.0125
455.475	-0.4873	0.1457	-0.0113
455.48	-0.4886	0.147	-0.0113
455.485	-0.4873	0.1445	-0.0113
455.49	-0.4886	0.1457	-0.0113
455.495	-0.4886	0.1432	-0.01
455.5	-0.4886	0.1445	-0.0113
455.505	-0.4886	0.1445	-0.01
455.51	-0.4886	0.147	-0.0113
455.515	-0.4886	0.147	-0.01
455.52	-0.4899	0.1457	-0.01
455.525	-0.4886	0.1445	-0.01
455.53	-0.4873	0.1457	-0.0113
455.535	-0.4873	0.1457	-0.01
455.54	-0.4873	0.1457	-0.0087
455.545	-0.4873	0.1445	-0.0125
455.55	-0.4886	0.1445	-0.01
455.555	-0.4873	0.1445	-0.0087
455.56	-0.4886	0.1445	-0.0087
455.565	-0.4899	0.1419	-0.01
455.57	-0.4886	0.1445	-0.0087
455.575	-0.4899	0.1432	-0.01
455.58	-0.4873	0.1445	-0.01
455.585	-0.4886	0.1419	-0.0113
455.59	-0.4873	0.1432	-0.01
455.595	-0.4899	0.1432	-0.0113
455.6	-0.4886	0.1419	-0.01
455.605	-0.4886	0.1432	-0.0125
455.61	-0.4886	0.1432	-0.0087
455.615	-0.4899	0.1419	-0.01
455.62	-0.4873	0.1432	-0.01
455.625	-0.4911	0.1419	-0.01
455.63	-0.4899	0.1445	-0.0087
455.635	-0.4886	0.1432	-0.01
455.64	-0.4873	0.1432	-0.01
455.645	-0.4886	0.1419	-0.0113
455.65	-0.4886	0.1419	-0.0087
455.655	-0.4886	0.1419	-0.0087
455.66	-0.4886	0.1407	-0.0113
455.665	-0.4899	0.1407	-0.0113
455.67	-0.4899	0.1419	-0.0087
455.675	-0.4899	0.1419	-0.0087
455.68	-0.4899	0.1407	-0.01
455.685	-0.4886	0.1407	-0.01
455.69	-0.4899	0.1419	-0.0087
455.695	-0.4899	0.1407	-0.01
455.7	-0.4899	0.1407	-0.0087
455.705	-0.4899	0.1407	-0.0087
455.71	-0.4886	0.1419	-0.0087
455.715	-0.4886	0.1394	-0.01
455.72	-0.4911	0.1394	-0.0087
455.725	-0.4899	0.1381	-0.01
455.73	-0.4911	0.1394	-0.0087
455.735	-0.4899	0.1394	-0.01
455.74	-0.4911	0.1394	-0.0075
455.745	-0.4911	0.1394	-0.0087
455.75	-0.4899	0.1369	-0.0087
455.755	-0.4899	0.1381	-0.0087
455.76	-0.4911	0.1394	-0.0075
455.765	-0.4899	0.1369	-0.01
455.77	-0.4899	0.1369	-0.0087
455.775	-0.4911	0.1381	-0.0087
455.78	-0.4899	0.1381	-0.0087
455.785	-0.4899	0.1381	-0.0087
455.79	-0.4911	0.1369	-0.0087
455.795	-0.4886	0.1381	-0.0062
455.8	-0.4899	0.1381	-0.0075
455.805	-0.4911	0.1356	-0.0087
455.81	-0.4899	0.1356	-0.0087
455.815	-0.4899	0.1381	-0.0075
455.82	-0.4899	0.1369	-0.0075
455.825	-0.4899	0.1369	-0.0075
455.83	-0.4899	0.1356	-0.0075
455.835	-0.4911	0.1369	-0.0075
455.84	-0.4911	0.1356	-0.0087
455.845	-0.4911	0.1343	-0.0087
455.85	-0.4911	0.1343	-0.0075
455.855	-0.4911	0.1356	-0.0075
455.86	-0.4911	0.1369	-0.0087
455.865	-0.4911	0.1331	-0.0087
455.87	-0.4924	0.1343	-0.0075
455.875	-0.4899	0.1343	-0.0075
455.88	-0.4911	0.1331	-0.0075
455.885	-0.4911	0.1343	-0.0087
455.89	-0.4911	0.1331	-0.0087
455.895	-0.4911	0.1331	-0.0075
455.9	-0.4911	0.1318	-0.0075
455.905	-0.4911	0.1343	-0.0087
455.91	-0.4899	0.1331	-0.0075
455.915	-0.4911	0.1331	-0.0087
455.92	-0.4911	0.1318	-0.0062
455.925	-0.4911	0.1306	-0.0075
455.93	-0.4911	0.1306	-0.0075
455.935	-0.4911	0.1306	-0.0075
455.94	-0.4911	0.1306	-0.0075
455.945	-0.4911	0.1306	-0.0087
455.95	-0.4924	0.1293	-0.0087
455.955	-0.4924	0.1293	-0.0062
455.96	-0.4911	0.1306	-0.0075
455.965	-0.4924	0.1343	-0.0075
455.97	-0.4924	0.1306	-0.0087
455.975	-0.4924	0.1306	-0.0075
455.98	-0.4911	0.1306	-0.0075
455.985	-0.4937	0.1306	-0.0075
455.99	-0.4924	0.1306	-0.0062
455.995	-0.4924	0.1293	-0.0062
456	-0.4924	0.1293	-0.0075
456.005	-0.4911	0.1318	-0.0075
456.01	-0.4924	0.1293	-0.0075
456.015	-0.4924	0.1293	-0.0075
456.02	-0.4911	0.1306	-0.0062
456.025	-0.4911	0.128	-0.0075
456.03	-0.4937	0.1268	-0.0075
456.035	-0.4924	0.128	-0.0075
456.04	-0.4924	0.128	-0.0062
456.045	-0.4924	0.128	-0.0075
456.05	-0.4924	0.128	-0.0075
456.055	-0.4937	0.128	-0.0075
456.06	-0.4924	0.128	-0.0075
456.065	-0.4911	0.1293	-0.0075
456.07	-0.4924	0.1268	-0.0075
456.075	-0.4937	0.1268	-0.0062
456.08	-0.4924	0.1293	-0.0075
456.085	-0.4924	0.1293	-0.0075
456.09	-0.4924	0.1268	-0.0062
456.095	-0.4924	0.1255	-0.0075
456.1	-0.4937	0.1268	-0.0062
456.105	-0.4911	0.128	-0.0049
456.11	-0.4924	0.1255	-0.0075
456.115	-0.4924	0.1255	-0.0075
456.12	-0.4924	0.1255	-0.0075
456.125	-0.4924	0.1268	-0.0062
456.13	-0.4937	0.1255	-0.0062
456.135	-0.4937	0.1255	-0.0062
456.14	-0.4937	0.1242	-0.0062
456.145	-0.4937	0.1255	-0.0062
456.15	-0.4937	0.1255	-0.0062
456.155	-0.4924	0.1255	-0.0062
456.16	-0.4937	0.1255	-0.0075
456.165	-0.4924	0.1268	-0.0049
456.17	-0.4937	0.1242	-0.0062
456.175	-0.4924	0.1255	-0.0075
456.18	-0.4924	0.123	-0.0062
456.185	-0.4924	0.1255	-0.0062
456.19	-0.4924	0.123	-0.0075
456.195	-0.4924	0.1242	-0.0062
456.2	-0.4937	0.123	-0.0075
456.205	-0.4937	0.1242	-0.0049
456.21	-0.4937	0.1217	-0.0062
456.215	-0.4937	0.1217	-0.0062
456.22	-0.4937	0.123	-0.0075
456.225	-0.4937	0.123	-0.0075
456.23	-0.4924	0.1204	-0.0049
456.235	-0.4937	0.123	-0.0049
456.24	-0.4949	0.1217	-0.0062
456.245	-0.4937	0.1217	-0.0062
456.25	-0.4937	0.1217	-0.0049
456.255	-0.4937	0.1217	-0.0062
456.26	-0.4937	0.1204	-0.0075
456.265	-0.4949	0.1179	-0.0062
456.27	-0.4937	0.1204	-0.0062
456.275	-0.4937	0.1217	-0.0062
456.28	-0.4937	0.123	-0.0049
456.285	-0.4937	0.1204	-0.0049
456.29	-0.4937	0.1192	-0.0037
456.295	-0.4937	0.1217	-0.0062
456.3	-0.4949	0.1204	-0.0049
456.305	-0.4937	0.1179	-0.0049
456.31	-0.4949	0.1204	-0.0062
456.315	-0.4949	0.1204	-0.0062
456.32	-0.4949	0.1204	-0.0049
456.325	-0.4937	0.1179	-0.0062
456.33	-0.4937	0.1192	-0.0062
456.335	-0.4949	0.1192	-0.0062
456.34	-0.4949	0.1166	-0.0062
456.345	-0.4949	0.1179	-0.0049
456.35	-0.4949	0.1179	-0.0062
456.355	-0.4949	0.1179	-0.0062
456.36	-0.4949	0.1192	-0.0062
456.365	-0.4949	0.1179	-0.0062
456.37	-0.4949	0.1179	-0.0062
456.375	-0.4937	0.1192	-0.0049
456.38	-0.4949	0.1166	-0.0049
456.385	-0.4949	0.1166	-0.0049
456.39	-0.4962	0.1179	-0.0049
456.395	-0.4937	0.1166	-0.0049
456.4	-0.4949	0.1166	-0.0062
456.405	-0.4962	0.1166	-0.0049
456.41	-0.4962	0.1154	-0.0049
456.415	-0.4949	0.1179	-0.0049
456.42	-0.4962	0.1166	-0.0062
456.425	-0.4949	0.1166	-0.0062
456.43	-0.4949	0.1154	-0.0062
456.435	-0.4949	0.1154	-0.0049
456.44	-0.4962	0.1179	-0.0049
456.445	-0.4962	0.1166	-0.0049
456.45	-0.4949	0.1141	-0.0062
456.455	-0.4962	0.1154	-0.0049
456.46	-0.4962	0.1141	-0.0049
456.465	-0.4962	0.1154	-0.0062
456.47	-0.4962	0.1128	-0.0049
456.475	-0.4962	0.1166	-0.0049
456.48	-0.4949	0.1166	-0.0062
456.485	-0.4962	0.1154	-0.0062
456.49	-0.4975	0.1141	-0.0062
456.495	-0.4949	0.1141	-0.0037
456.5	-0.4975	0.1141	-0.0062
456.505	-0.4949	0.1141	-0.0049
456.51	-0.4962	0.1141	-0.0062
456.515	-0.4962	0.1128	-0.0049
456.52	-0.4962	0.1154	-0.0062
456.525	-0.4975	0.1128	-0.0062
456.53	-0.4962	0.1128	-0.0049
456.535	-0.4962	0.1141	-0.0049
456.54	-0.4975	0.1128	-0.0062
456.545	-0.4949	0.1128	-0.0075
456.55	-0.4962	0.1128	-0.0062
456.555	-0.4962	0.1116	-0.0049
456.56	-0.4975	0.1141	-0.0049
456.565	-0.4962	0.1128	-0.0049
456.57	-0.4962	0.1128	-0.0075
456.575	-0.4975	0.1128	-0.0049
456.58	-0.4975	0.1128	-0.0062
456.585	-0.4962	0.1116	-0.0049
456.59	-0.4962	0.1128	-0.0062
456.595	-0.4975	0.1116	-0.0049
456.6	-0.4962	0.1141	-0.0075
456.605	-0.4949	0.1116	-0.0049
456.61	-0.4962	0.1128	-0.0075
456.615	-0.4975	0.1116	-0.0049
456.62	-0.4962	0.1128	-0.0049
456.625	-0.4962	0.1116	-0.0037
456.63	-0.4962	0.1128	-0.0037
456.635	-0.4975	0.1128	-0.0062
456.64	-0.4975	0.1128	-0.0049
456.645	-0.4962	0.1116	-0.0037
456.65	-0.4962	0.1116	-0.0062
456.655	-0.4962	0.1116	-0.0049
456.66	-0.4987	0.1116	-0.0062
456.665	-0.4962	0.1116	-0.0037
456.67	-0.4962	0.1116	-0.0049
456.675	-0.4962	0.1103	-0.0049
456.68	-0.4962	0.1103	-0.0062
456.685	-0.4962	0.109	-0.0049
456.69	-0.4962	0.109	-0.0062
456.695	-0.4962	0.109	-0.0049
456.7	-0.4975	0.109	-0.0049
456.705	-0.4962	0.1116	-0.0037
456.71	-0.4975	0.1103	-0.0049
456.715	-0.4962	0.1103	-0.0049
456.72	-0.4962	0.1103	-0.0049
456.725	-0.4975	0.109	-0.0037
456.73	-0.4975	0.1103	-0.0062
456.735	-0.4962	0.109	-0.0049
456.74	-0.4962	0.109	-0.0049
456.745	-0.4962	0.109	-0.0049
456.75	-0.4975	0.109	-0.0049
456.755	-0.4975	0.1078	-0.0049
456.76	-0.4975	0.109	-0.0037
456.765	-0.4962	0.109	-0.0062
456.77	-0.4962	0.1052	-0.0075
456.775	-0.4987	0.1078	-0.0037
456.78	-0.4975	0.1078	-0.0049
456.785	-0.4975	0.1078	-0.0024
456.79	-0.4975	0.1078	-0.0062
456.795	-0.4975	0.109	-0.0037
456.8	-0.4987	0.109	-0.0024
456.805	-0.4975	0.109	-0.0037
456.81	-0.4975	0.1078	-0.0049
456.815	-0.4987	0.1078	-0.0037
456.82	-0.4987	0.1065	-0.0049
456.825	-0.4975	0.109	-0.0037
456.83	-0.4975	0.1065	-0.0049
456.835	-0.4987	0.1078	-0.0049
456.84	-0.4962	0.109	-0.0037
456.845	-0.4962	0.1065	-0.0024
456.85	-0.4975	0.1078	-0.0049
456.855	-0.4975	0.1065	-0.0049
456.86	-0.4987	0.1065	-0.0049
456.865	-0.4975	0.1065	-0.0037
456.87	-0.4987	0.1052	-0.0049
456.875	-0.4975	0.1052	-0.0049
456.88	-0.4975	0.1078	-0.0037
456.885	-0.4975	0.1052	-0.0037
456.89	-0.4975	0.1065	-0.0037
456.895	-0.4975	0.1052	-0.0049
456.9	-0.4975	0.1065	-0.0049
456.905	-0.4975	0.1052	-0.0037
456.91	-0.4987	0.1065	-0.0049
456.915	-0.4975	0.1065	-0.0037
456.92	-0.4975	0.1065	-0.0037
456.925	-0.4987	0.1052	-0.0037
456.93	-0.4975	0.1052	-0.0049
456.935	-0.4975	0.104	-0.0049
456.94	-0.4987	0.104	-0.0049
456.945	-0.4975	0.104	-0.0049
456.95	-0.4987	0.1052	-0.0049
456.955	-0.4975	0.1052	-0.0049
456.96	-0.4975	0.1052	-0.0024
456.965	-0.4975	0.1052	-0.0049
456.97	-0.4975	0.1052	-0.0049
456.975	-0.5	0.1027	-0.0049
456.98	-0.5	0.1052	-0.0037
456.985	-0.4987	0.1052	-0.0037
456.99	-0.4987	0.104	-0.0037
456.995	-0.4987	0.104	-0.0049
457	-0.4975	0.104	-0.0037
457.005	-0.4975	0.104	-0.0037
457.01	-0.4987	0.1052	-0.0037
457.015	-0.5	0.104	-0.0049
457.02	-0.4987	0.1027	-0.0049
457.025	-0.4987	0.1027	-0.0049
457.03	-0.4975	0.1014	-0.0049
457.035	-0.4987	0.1027	-0.0049
457.04	-0.4987	0.104	-0.0037
457.045	-0.4975	0.1027	-0.0049
457.05	-0.4987	0.1027	-0.0037
457.055	-0.4975	0.1027	-0.0049
457.06	-0.4975	0.104	-0.0049
457.065	-0.4987	0.104	-0.0049
457.07	-0.4987	0.1027	-0.0037
457.075	-0.4987	0.104	-0.0049
457.08	-0.4987	0.1052	-0.0037
457.085	-0.4975	0.1027	-0.0049
457.09	-0.4975	0.1027	-0.0037
457.095	-0.4987	0.1002	-0.0037
457.1	-0.4987	0.1014	-0.0049
457.105	-0.4987	0.1014	-0.0062
457.11	-0.4987	0.1027	-0.0037
457.115	-0.4987	0.1014	-0.0062
457.12	-0.4987	0.1027	-0.0049
457.125	-0.4975	0.1002	-0.0049
457.13	-0.5	0.1002	-0.0037
457.135	-0.5	0.1002	-0.0049
457.14	-0.4975	0.1002	-0.0037
457.145	-0.5	0.1014	-0.0037
457.15	-0.4987	0.1027	-0.0049
457.155	-0.5	0.1002	-0.0049
457.16	-0.4987	0.1027	-0.0049
457.165	-0.4975	0.1014	-0.0049
457.17	-0.4987	0.1014	-0.0037
457.175	-0.4987	0.0976	-0.0049
457.18	-0.5	0.1002	-0.0037
457.185	-0.5	0.1002	-0.0037
457.19	-0.5	0.1014	-0.0037
457.195	-0.5	0.0989	-0.0049
457.2	-0.4987	0.1014	-0.0037
457.205	-0.4987	0.1002	-0.0049
457.21	-0.4987	0.1002	-0.0049
457.215	-0.5	0.0976	-0.0037
457.22	-0.5	0.0989	-0.0037
457.225	-0.5	0.1002	-0.0049
457.23	-0.5013	0.1002	-0.0037
457.235	-0.4987	0.0964	-0.0037
457.24	-0.5	0.1002	-0.0037
457.245	-0.4987	0.1002	-0.0062
457.25	-0.5	0.1002	-0.0024
457.255	-0.4987	0.1002	-0.0049
457.26	-0.5	0.0989	-0.0037
457.265	-0.5	0.0989	-0.0037
457.27	-0.5	0.0989	-0.0024
457.275	-0.5013	0.0989	-0.0049
457.28	-0.4987	0.1002	-0.0049
457.285	-0.5013	0.0989	-0.0049
457.29	-0.4987	0.1002	-0.0062
457.295	-0.5	0.0964	-0.0037
457.3	-0.4975	0.0989	-0.0037
457.305	-0.5	0.0989	-0.0037
457.31	-0.4987	0.0989	-0.0049
457.315	-0.5	0.0989	-0.0049
457.32	-0.4987	0.0989	-0.0024
457.325	-0.5	0.0989	-0.0037
457.33	-0.5	0.0989	-0.0011
457.335	-0.5	0.0964	-0.0049
457.34	-0.4987	0.0989	-0.0037
457.345	-0.5	0.0976	-0.0049
457.35	-0.4987	0.0989	-0.0037
457.355	-0.5	0.0989	-0.0037
457.36	-0.4987	0.0989	-0.0024
457.365	-0.5	0.0976	-0.0037
457.37	-0.4987	0.0964	-0.0037
457.375	-0.5013	0.0976	-0.0037
457.38	-0.4987	0.0989	-0.0024
457.385	-0.5	0.0976	-0.0037
457.39	-0.4987	0.0976	-0.0037
457.395	-0.5	0.0976	-0.0037
457.4	-0.5	0.0989	-0.0024
457.405	-0.4987	0.0964	-0.0062
457.41	-0.5	0.0964	-0.0037
457.415	-0.5013	0.1014	-0.0049
457.42	-0.4987	0.0989	-0.0049
457.425	-0.5	0.0964	-0.0037
457.43	-0.5	0.0976	-0.0037
457.435	-0.5013	0.0938	-0.0049
457.44	-0.5	0.0989	-0.0024
457.445	-0.5	0.0964	-0.0037
457.45	-0.5	0.0976	-0.0037
457.455	-0.5	0.0964	-0.0049
457.46	-0.4987	0.0976	-0.0037
457.465	-0.5	0.0964	-0.0049
457.47	-0.5	0.0976	-0.0037
457.475	-0.5013	0.0976	-0.0037
457.48	-0.5	0.0976	-0.0037
457.485	-0.5	0.0951	-0.0049
457.49	-0.5013	0.0951	-0.0037
457.495	-0.5	0.0964	-0.0049
457.5	-0.5013	0.0976	-0.0049
457.505	-0.4987	0.0964	-0.0049
457.51	-0.5	0.0964	-0.0049
457.515	-0.5	0.0951	-0.0037
457.52	-0.5	0.0976	-0.0037
457.525	-0.5013	0.0938	-0.0037
457.53	-0.5	0.0951	-0.0037
457.535	-0.5	0.0951	-0.0049
457.54	-0.4987	0.0951	-0.0037
457.545	-0.5013	0.0951	-0.0049
457.55	-0.5	0.0964	-0.0037
457.555	-0.5	0.0976	-0.0037
457.56	-0.5	0.0976	-0.0037
457.565	-0.5	0.0951	-0.0037
457.57	-0.5	0.0964	-0.0024
457.575	-0.5	0.0951	-0.0037
457.58	-0.5013	0.0964	-0.0037
457.585	-0.5	0.0951	-0.0037
457.59	-0.5	0.0976	-0.0024
457.595	-0.5013	0.0976	-0.0037
457.6	-0.5013	0.0964	-0.0024
457.605	-0.5013	0.0964	-0.0049
457.61	-0.5	0.0964	-0.0011
457.615	-0.5013	0.0951	-0.0037
457.62	-0.5013	0.0951	-0.0049
457.625	-0.5013	0.0951	-0.0037
457.63	-0.5	0.0951	-0.0024
457.635	-0.5	0.0951	-0.0049
457.64	-0.5	0.0951	-0.0024
457.645	-0.5013	0.0938	-0.0024
457.65	-0.5	0.0938	-0.0037
457.655	-0.5013	0.0964	-0.0049
457.66	-0.4987	0.0951	-0.0024
457.665	-0.5	0.0951	-0.0049
457.67	-0.5	0.0951	-0.0037
457.675	-0.5	0.0951	-0.0062
457.68	-0.5	0.0938	-0.0011
457.685	-0.5013	0.0951	-0.0037
457.69	-0.5013	0.0951	-0.0037
457.695	-0.5	0.0951	-0.0049
457.7	-0.5013	0.0964	-0.0037
457.705	-0.5	0.0913	-0.0049
457.71	-0.5	0.0938	-0.0049
457.715	-0.5	0.0938	-0.0062
457.72	-0.5013	0.0964	-0.0037
457.725	-0.5	0.0926	-0.0024
457.73	-0.5013	0.0938	-0.0024
457.735	-0.5	0.0951	-0.0037
457.74	-0.5013	0.0938	-0.0024
457.745	-0.5013	0.0938	-0.0049
457.75	-0.5013	0.0938	-0.0024
457.755	-0.5	0.0938	-0.0049
457.76	-0.5013	0.0951	-0.0024
457.765	-0.5013	0.0926	-0.0037
457.77	-0.5	0.0951	-0.0024
457.775	-0.5013	0.0964	-0.0037
457.78	-0.5013	0.0951	-0.0037
457.785	-0.5	0.0938	-0.0024
457.79	-0.5013	0.0913	-0.0024
457.795	-0.5013	0.0938	-0.0037
457.8	-0.5013	0.0938	-0.0037
457.805	-0.5013	0.0926	-0.0037
457.81	-0.5013	0.0938	-0.0024
457.815	-0.5013	0.0938	-0.0049
457.82	-0.5013	0.0926	-0.0049
457.825	-0.5	0.0938	-0.0049
457.83	-0.5	0.0926	-0.0037
457.835	-0.5013	0.0951	-0.0037
457.84	-0.5	0.0938	-0.0037
457.845	-0.5013	0.0926	-0.0037
457.85	-0.5	0.0938	-0.0037
457.855	-0.5	0.0938	-0.0024
457.86	-0.5013	0.0926	-0.0037
