File:	06_07_21_blt.pgc

Блок 1
Title:	
ADC:	E-140
Started:	01.01.2001 3:28:50
Channels:	3
Rate:	200
Step:	0.005
Duration:	505.835
Size:	101168
Время, s	Nx	Ny	Nz
32.365	-0.519	-0.0227	-0.0087
32.37	-0.5177	-0.0227	-0.0075
32.375	-0.5177	-0.0239	-0.0075
32.38	-0.5165	-0.0227	-0.0075
32.385	-0.519	-0.0227	-0.0087
32.39	-0.5177	-0.0227	-0.0062
32.395	-0.5177	-0.0214	-0.0075
32.4	-0.5177	-0.0214	-0.0062
32.405	-0.5165	-0.0227	-0.0087
32.41	-0.5177	-0.0227	-0.0062
32.415	-0.5177	-0.0227	-0.0075
32.42	-0.5165	-0.0227	-0.0049
32.425	-0.5177	-0.0214	-0.0075
32.43	-0.519	-0.0227	-0.0062
32.435	-0.5177	-0.0227	-0.0062
32.44	-0.5177	-0.0214	-0.0062
32.445	-0.5165	-0.0227	-0.0087
32.45	-0.5177	-0.0227	-0.0075
32.455	-0.519	-0.0214	-0.0075
32.46	-0.5177	-0.0214	-0.0087
32.465	-0.5165	-0.0227	-0.0087
32.47	-0.5177	-0.0214	-0.0075
32.475	-0.519	-0.0227	-0.0075
32.48	-0.5165	-0.0214	-0.0062
32.485	-0.5177	-0.0227	-0.0075
32.49	-0.5177	-0.0239	-0.0075
32.495	-0.5177	-0.0227	-0.0062
32.5	-0.5177	-0.0227	-0.0062
32.505	-0.5165	-0.0214	-0.0075
32.51	-0.5177	-0.0227	-0.0062
32.515	-0.519	-0.0227	-0.0075
32.52	-0.5177	-0.0227	-0.0062
32.525	-0.5177	-0.0227	-0.0075
32.53	-0.5165	-0.0239	-0.0075
32.535	-0.519	-0.0239	-0.0075
32.54	-0.5177	-0.0227	-0.01
32.545	-0.5177	-0.0214	-0.0062
32.55	-0.5177	-0.0227	-0.0062
32.555	-0.5165	-0.0227	-0.0075
32.56	-0.5177	-0.0227	-0.0087
32.565	-0.5165	-0.0227	-0.0075
32.57	-0.5177	-0.0227	-0.0075
32.575	-0.519	-0.0214	-0.0075
32.58	-0.5177	-0.0214	-0.0087
32.585	-0.5165	-0.0201	-0.0075
32.59	-0.5177	-0.0214	-0.0075
32.595	-0.5177	-0.0214	-0.0062
32.6	-0.5165	-0.0227	-0.0037
32.605	-0.5177	-0.0227	-0.0075
32.61	-0.5165	-0.0227	-0.0062
32.615	-0.5165	-0.0227	-0.0075
32.62	-0.5177	-0.0214	-0.0011
32.625	-0.519	-0.0214	-0.0075
32.63	-0.5177	-0.0239	-0.0049
32.635	-0.5165	-0.0227	-0.0075
32.64	-0.519	-0.0227	-0.0075
32.645	-0.5177	-0.0214	-0.0075
32.65	-0.5177	-0.0214	-0.0087
32.655	-0.519	-0.0227	-0.0075
32.66	-0.519	-0.0214	-0.01
32.665	-0.5165	-0.0227	-0.0075
32.67	-0.5177	-0.0227	-0.0075
32.675	-0.519	-0.0227	-0.0087
32.68	-0.5177	-0.0227	-0.0138
32.685	-0.5165	-0.0227	-0.0062
32.69	-0.519	-0.0227	-0.0075
32.695	-0.519	-0.0214	-0.0087
32.7	-0.5177	-0.0227	0.0001
32.705	-0.5165	-0.0214	-0.0075
32.71	-0.5177	-0.0239	-0.0075
32.715	-0.5165	-0.0227	-0.0075
32.72	-0.5165	-0.0227	-0.0062
32.725	-0.5165	-0.0214	-0.0062
32.73	-0.5177	-0.0227	-0.0062
32.735	-0.519	-0.0227	-0.0062
32.74	-0.519	-0.0214	-0.0062
32.745	-0.5177	-0.0227	-0.0062
32.75	-0.5177	-0.0214	-0.0075
32.755	-0.5165	-0.0214	-0.0075
32.76	-0.5177	-0.0214	-0.0075
32.765	-0.5177	-0.0239	-0.0062
32.77	-0.5177	-0.0214	-0.0087
32.775	-0.5177	-0.0227	-0.0075
32.78	-0.519	-0.0227	-0.0075
32.785	-0.5177	-0.0214	-0.0075
32.79	-0.5177	-0.0227	-0.01
32.795	-0.5177	-0.0227	-0.0062
32.8	-0.5177	-0.0227	-0.0075
32.805	-0.5177	-0.0227	-0.0062
32.81	-0.519	-0.0227	-0.0049
32.815	-0.5177	-0.0227	-0.0075
32.82	-0.5177	-0.0227	-0.0087
32.825	-0.5177	-0.0214	-0.0062
32.83	-0.519	-0.0227	-0.0062
32.835	-0.5177	-0.0214	-0.0075
32.84	-0.5177	-0.0239	-0.0087
32.845	-0.5177	-0.0214	-0.0062
32.85	-0.5165	-0.0227	-0.0075
32.855	-0.5177	-0.0214	-0.0075
32.86	-0.519	-0.0227	-0.0087
32.865	-0.5177	-0.0227	-0.0075
32.87	-0.5177	-0.0227	-0.0075
32.875	-0.5177	-0.0227	-0.0087
32.88	-0.5177	-0.0239	-0.0075
32.885	-0.5177	-0.0214	-0.0075
32.89	-0.5177	-0.0214	-0.0075
32.895	-0.5177	-0.0214	-0.0062
32.9	-0.519	-0.0227	-0.0062
32.905	-0.5177	-0.0214	-0.0075
32.91	-0.5177	-0.0227	-0.01
32.915	-0.5177	-0.0239	-0.0075
32.92	-0.5165	-0.0227	-0.0087
32.925	-0.5177	-0.0214	-0.0075
32.93	-0.5177	-0.0227	-0.0087
32.935	-0.5177	-0.0227	-0.0075
32.94	-0.5177	-0.0239	-0.0087
32.945	-0.519	-0.0227	-0.0075
32.95	-0.519	-0.0227	-0.0075
32.955	-0.5165	-0.0227	-0.0075
32.96	-0.5177	-0.0227	-0.0075
32.965	-0.5152	-0.0227	-0.0075
32.97	-0.5177	-0.0227	-0.01
32.975	-0.519	-0.0214	-0.0075
32.98	-0.519	-0.0239	-0.0075
32.985	-0.5177	-0.0227	-0.0062
32.99	-0.519	-0.0227	-0.0087
32.995	-0.5165	-0.0214	-0.0062
33	-0.5177	-0.0214	-0.0075
33.005	-0.5177	-0.0227	-0.0062
33.01	-0.5165	-0.0214	-0.0075
33.015	-0.5165	-0.0227	-0.0075
33.02	-0.5165	-0.0239	-0.0075
33.025	-0.5165	-0.0227	-0.0062
33.03	-0.5177	-0.0227	-0.0075
33.035	-0.5165	-0.0227	-0.0062
33.04	-0.5177	-0.0239	-0.0075
33.045	-0.5165	-0.0239	-0.0075
33.05	-0.5177	-0.0227	-0.0075
33.055	-0.5177	-0.0201	-0.0062
33.06	-0.5177	-0.0227	-0.0075
33.065	-0.5165	-0.0214	-0.0062
33.07	-0.5165	-0.0227	-0.0062
33.075	-0.5177	-0.0214	-0.0075
33.08	-0.5177	-0.0214	-0.0075
33.085	-0.519	-0.0227	-0.0062
33.09	-0.519	-0.0214	-0.0075
33.095	-0.5177	-0.0214	-0.0049
33.1	-0.5177	-0.0227	-0.0075
33.105	-0.5165	-0.0227	-0.0075
33.11	-0.5177	-0.0227	-0.0075
33.115	-0.5177	-0.0227	-0.0062
33.12	-0.5165	-0.0227	-0.0062
33.125	-0.519	-0.0227	-0.0062
33.13	-0.5177	-0.0214	-0.0075
33.135	-0.5177	-0.0239	-0.0075
33.14	-0.5177	-0.0227	-0.0087
33.145	-0.5152	-0.0227	-0.0075
33.15	-0.5177	-0.0227	-0.0075
33.155	-0.5165	-0.0227	-0.0062
33.16	-0.5177	-0.0227	-0.0075
33.165	-0.5177	-0.0227	-0.0062
33.17	-0.5152	-0.0214	-0.0075
33.175	-0.5177	-0.0227	-0.0062
33.18	-0.5177	-0.0214	-0.0075
33.185	-0.5177	-0.0227	-0.0062
33.19	-0.5177	-0.0227	-0.0075
33.195	-0.5177	-0.0227	-0.0075
33.2	-0.5177	-0.0227	-0.0075
33.205	-0.5202	-0.0239	-0.0049
33.21	-0.5177	-0.0227	-0.0075
33.215	-0.519	-0.0227	-0.0062
33.22	-0.5177	-0.0239	-0.0075
33.225	-0.5165	-0.0227	-0.0087
33.23	-0.5177	-0.0239	-0.0062
33.235	-0.5177	-0.0214	-0.0075
33.24	-0.519	-0.0227	-0.0075
33.245	-0.5165	-0.0227	-0.0062
33.25	-0.5177	-0.0227	-0.0075
33.255	-0.5177	-0.0227	-0.0062
33.26	-0.5165	-0.0214	-0.0087
33.265	-0.5165	-0.0214	-0.0062
33.27	-0.5177	-0.0239	-0.0075
33.275	-0.5165	-0.0214	-0.0062
33.28	-0.5177	-0.0214	-0.0062
33.285	-0.5165	-0.0214	-0.0062
33.29	-0.5165	-0.0214	-0.0062
33.295	-0.5177	-0.0227	-0.0062
33.3	-0.5177	-0.0227	-0.0087
33.305	-0.5165	-0.0201	-0.0062
33.31	-0.5177	-0.0227	-0.0075
33.315	-0.5177	-0.0227	-0.0075
33.32	-0.519	-0.0214	-0.0062
33.325	-0.5165	-0.0227	-0.0075
33.33	-0.5177	-0.0214	-0.0075
33.335	-0.5177	-0.0239	-0.0062
33.34	-0.5177	-0.0239	-0.0062
33.345	-0.5177	-0.0214	-0.0049
33.35	-0.5165	-0.0239	-0.0062
33.355	-0.5177	-0.0227	-0.0075
33.36	-0.5177	-0.0227	-0.0087
33.365	-0.5177	-0.0214	-0.0049
33.37	-0.5177	-0.0227	-0.0075
33.375	-0.5177	-0.0214	-0.0062
33.38	-0.5177	-0.0227	-0.0062
33.385	-0.5177	-0.0214	-0.0075
33.39	-0.5177	-0.0227	-0.0062
33.395	-0.5177	-0.0214	-0.0062
33.4	-0.5177	-0.0227	-0.0062
33.405	-0.5177	-0.0227	-0.0062
33.41	-0.5165	-0.0227	-0.0075
33.415	-0.5177	-0.0227	-0.0062
33.42	-0.5177	-0.0227	-0.0075
33.425	-0.5177	-0.0227	-0.0075
33.43	-0.5177	-0.0239	-0.0075
33.435	-0.5165	-0.0214	-0.0087
33.44	-0.5165	-0.0227	-0.0075
33.445	-0.5177	-0.0227	-0.0075
33.45	-0.5165	-0.0227	-0.0062
33.455	-0.5177	-0.0227	-0.0075
33.46	-0.5177	-0.0227	-0.0075
33.465	-0.5177	-0.0227	-0.0075
33.47	-0.5165	-0.0227	-0.0075
33.475	-0.5177	-0.0227	-0.0075
33.48	-0.5177	-0.0214	-0.0062
33.485	-0.5165	-0.0227	-0.0062
33.49	-0.5177	-0.0214	-0.0049
33.495	-0.5177	-0.0214	-0.0087
33.5	-0.5177	-0.0227	-0.0075
33.505	-0.5177	-0.0214	-0.0062
33.51	-0.5177	-0.0214	-0.0075
33.515	-0.5165	-0.0227	-0.0062
33.52	-0.5165	-0.0227	-0.0075
33.525	-0.5177	-0.0227	-0.0062
33.53	-0.5165	-0.0214	-0.0062
33.535	-0.5202	-0.0227	-0.0075
33.54	-0.5177	-0.0214	-0.0062
33.545	-0.5177	-0.0227	-0.0075
33.55	-0.5177	-0.0227	-0.0075
33.555	-0.5177	-0.0214	-0.0075
33.56	-0.519	-0.0227	-0.0062
33.565	-0.5177	-0.0227	-0.0049
33.57	-0.5177	-0.0214	-0.0062
33.575	-0.5177	-0.0214	-0.0075
33.58	-0.5165	-0.0227	-0.0087
33.585	-0.519	-0.0227	-0.0087
33.59	-0.5177	-0.0214	-0.0062
33.595	-0.519	-0.0227	-0.0062
33.6	-0.5177	-0.0227	-0.0075
33.605	-0.5202	-0.0227	-0.0087
33.61	-0.5177	-0.0214	-0.0062
33.615	-0.5177	-0.0227	-0.0075
33.62	-0.5165	-0.0239	-0.0087
33.625	-0.5266	-0.0239	-0.0075
33.63	-0.5177	-0.0227	-0.0049
33.635	-0.5177	-0.0227	-0.0062
33.64	-0.5165	-0.0227	-0.0075
33.645	-0.5177	-0.0227	-0.0062
33.65	-0.5177	-0.0214	-0.0062
33.655	-0.5177	-0.0227	-0.0062
33.66	-0.5177	-0.0201	-0.0062
33.665	-0.5165	-0.0227	-0.0087
33.67	-0.5177	-0.0214	-0.0075
33.675	-0.5177	-0.0239	-0.0075
33.68	-0.519	-0.0227	-0.0062
33.685	-0.519	-0.0239	-0.0087
33.69	-0.5165	-0.0227	-0.0062
33.695	-0.5177	-0.0227	-0.0062
33.7	-0.5165	-0.0227	-0.0075
33.705	-0.519	-0.0239	-0.0075
33.71	-0.5177	-0.0214	-0.0062
33.715	-0.5165	-0.0227	-0.0075
33.72	-0.5177	-0.0227	-0.0087
33.725	-0.5177	-0.0227	-0.0075
33.73	-0.5177	-0.0227	-0.0062
33.735	-0.519	-0.029	-0.0075
33.74	-0.5177	-0.0227	-0.0075
33.745	-0.5165	-0.0227	-0.0062
33.75	-0.5177	-0.0214	-0.0075
33.755	-0.5165	-0.0227	-0.0062
33.76	-0.5177	-0.0239	-0.0075
33.765	-0.5177	-0.0227	-0.0087
33.77	-0.5165	-0.0201	-0.0049
33.775	-0.5177	-0.0214	-0.0062
33.78	-0.5177	-0.0227	-0.0062
33.785	-0.519	-0.0239	-0.0075
33.79	-0.5165	-0.0214	-0.0062
33.795	-0.519	-0.0214	-0.0075
33.8	-0.5165	-0.0239	-0.0075
33.805	-0.519	-0.0214	-0.0087
33.81	-0.5177	-0.0227	-0.0062
33.815	-0.5177	-0.0227	-0.0062
33.82	-0.5165	-0.0227	-0.0075
33.825	-0.5165	-0.0227	-0.0062
33.83	-0.5152	-0.0227	-0.0062
33.835	-0.5177	-0.0227	-0.0075
33.84	-0.5177	-0.0214	-0.0075
33.845	-0.5177	-0.0214	-0.0075
33.85	-0.5165	-0.0214	-0.0049
33.855	-0.5165	-0.0239	-0.0087
33.86	-0.5177	-0.0214	-0.0075
33.865	-0.5177	-0.0214	-0.0075
33.87	-0.5177	-0.0227	-0.0075
33.875	-0.5165	-0.0227	-0.0075
33.88	-0.5165	-0.0214	-0.0062
33.885	-0.5177	-0.0227	-0.0075
33.89	-0.5165	-0.0214	-0.0075
33.895	-0.5165	-0.0239	-0.0087
33.9	-0.5177	-0.0227	-0.0062
33.905	-0.519	-0.0239	-0.0075
33.91	-0.5165	-0.0214	-0.0062
33.915	-0.5177	-0.0227	-0.0075
33.92	-0.5177	-0.0227	-0.0062
33.925	-0.5177	-0.0239	-0.0075
33.93	-0.5177	-0.0214	-0.0062
33.935	-0.5165	-0.0227	-0.0062
33.94	-0.5165	-0.0214	-0.0062
33.945	-0.519	-0.0227	-0.0075
33.95	-0.5152	-0.0214	-0.0062
33.955	-0.519	-0.0214	-0.0075
33.96	-0.5177	-0.0227	-0.0062
33.965	-0.519	-0.0227	-0.0062
33.97	-0.5165	-0.0214	-0.0062
33.975	-0.5177	-0.0214	-0.0075
33.98	-0.5177	-0.0227	-0.0075
33.985	-0.5165	-0.0227	-0.0062
33.99	-0.5165	-0.0214	-0.0075
33.995	-0.5177	-0.0214	-0.0049
34	-0.5177	-0.0227	-0.0075
34.005	-0.5177	-0.0239	-0.0075
34.01	-0.5177	-0.0214	-0.0062
34.015	-0.519	-0.0239	-0.0062
34.02	-0.519	-0.0227	-0.0062
34.025	-0.5177	-0.0227	-0.0075
34.03	-0.5165	-0.0214	-0.0062
34.035	-0.5177	-0.0227	-0.0075
34.04	-0.5165	-0.0214	-0.0062
34.045	-0.5177	-0.0214	-0.0062
34.05	-0.5165	-0.0214	-0.0049
34.055	-0.5177	-0.0214	-0.0075
34.06	-0.5177	-0.0227	-0.0062
34.065	-0.5177	-0.0239	-0.0075
34.07	-0.5177	-0.0227	-0.0075
34.075	-0.519	-0.0214	-0.0075
34.08	-0.5177	-0.0239	-0.0075
34.085	-0.5177	-0.0227	-0.0075
34.09	-0.5177	-0.0201	-0.0049
34.095	-0.5165	-0.0227	-0.0049
34.1	-0.5165	-0.0214	-0.0062
34.105	-0.5177	-0.0227	-0.0062
34.11	-0.5177	-0.0214	-0.0062
34.115	-0.5165	-0.0214	-0.0075
34.12	-0.5165	-0.0239	-0.0062
34.125	-0.5177	-0.0239	-0.0075
34.13	-0.5177	-0.0214	-0.0062
34.135	-0.519	-0.0227	-0.0075
34.14	-0.5177	-0.0227	-0.0075
34.145	-0.519	-0.0227	-0.0075
34.15	-0.5165	-0.0227	-0.0062
34.155	-0.5177	-0.0214	-0.0075
34.16	-0.5177	-0.0227	-0.0075
34.165	-0.5165	-0.0239	-0.0087
34.17	-0.519	-0.0214	-0.0049
34.175	-0.5165	-0.0227	-0.0075
34.18	-0.5165	-0.0227	-0.0075
34.185	-0.519	-0.0227	-0.0075
34.19	-0.5165	-0.0214	-0.0049
34.195	-0.5177	-0.0201	-0.0075
34.2	-0.5165	-0.0227	-0.0075
34.205	-0.5177	-0.0227	-0.0075
34.21	-0.519	-0.0227	-0.0062
34.215	-0.5177	-0.0227	-0.0062
34.22	-0.5177	-0.0214	-0.0049
34.225	-0.5177	-0.0227	-0.0075
34.23	-0.5177	-0.0227	-0.0062
34.235	-0.5177	-0.0227	-0.0062
34.24	-0.5177	-0.0227	-0.0087
34.245	-0.519	-0.0214	-0.0062
34.25	-0.5165	-0.0214	-0.0062
34.255	-0.5177	-0.0239	-0.0087
34.26	-0.519	-0.0214	-0.0062
34.265	-0.519	-0.0214	-0.0075
34.27	-0.5177	-0.0227	-0.0075
34.275	-0.5177	-0.0214	-0.0075
34.28	-0.519	-0.0227	-0.0075
34.285	-0.5165	-0.0227	-0.0062
34.29	-0.5165	-0.0214	-0.0062
34.295	-0.5165	-0.0227	-0.0075
34.3	-0.5177	-0.0227	-0.0075
34.305	-0.5177	-0.0227	-0.0075
34.31	-0.5177	-0.0227	-0.0062
34.315	-0.5165	-0.0214	-0.0062
34.32	-0.5165	-0.0227	-0.0075
34.325	-0.519	-0.0227	-0.0062
34.33	-0.5165	-0.0214	-0.0062
34.335	-0.5177	-0.0214	-0.0075
34.34	-0.5177	-0.0227	-0.0087
34.345	-0.5165	-0.0227	-0.0075
34.35	-0.5165	-0.0214	-0.0075
34.355	-0.519	-0.0214	-0.0075
34.36	-0.519	-0.0201	-0.0075
34.365	-0.519	-0.0214	-0.0075
34.37	-0.5177	-0.0214	-0.0075
34.375	-0.519	-0.0214	-0.0075
34.38	-0.5177	-0.0227	-0.0113
34.385	-0.5165	-0.0227	-0.0062
34.39	-0.5177	-0.0214	-0.0087
34.395	-0.5177	-0.0214	-0.0062
34.4	-0.5177	-0.0227	-0.0075
34.405	-0.5165	-0.0227	-0.0075
34.41	-0.5139	-0.0214	-0.0062
34.415	-0.5165	-0.0239	-0.0075
34.42	-0.5177	-0.0214	-0.0062
34.425	-0.5177	-0.0227	-0.0075
34.43	-0.5177	-0.0227	-0.0075
34.435	-0.5177	-0.0227	-0.0049
34.44	-0.5202	-0.0227	-0.0062
34.445	-0.519	-0.0227	-0.0087
34.45	-0.5165	-0.0227	-0.0075
34.455	-0.5177	-0.0227	-0.0075
34.46	-0.519	-0.0239	-0.0075
34.465	-0.5177	-0.0214	-0.0075
34.47	-0.5177	-0.0214	-0.0087
34.475	-0.519	-0.0227	-0.0062
34.48	-0.519	-0.0227	-0.0075
34.485	-0.5177	-0.0227	-0.0062
34.49	-0.519	-0.0239	-0.0062
34.495	-0.5177	-0.0227	-0.0075
34.5	-0.519	-0.0227	-0.0075
34.505	-0.519	-0.0227	-0.0075
34.51	-0.5177	-0.0227	-0.0075
34.515	-0.5177	-0.0239	-0.0062
34.52	-0.519	-0.0239	-0.0075
34.525	-0.5177	-0.0214	-0.0075
34.53	-0.519	-0.0239	-0.0075
34.535	-0.519	-0.0239	-0.0062
34.54	-0.5165	-0.0227	-0.0075
34.545	-0.5177	-0.0227	-0.0087
34.55	-0.5177	-0.0227	-0.0075
34.555	-0.5177	-0.0214	-0.0075
34.56	-0.5177	-0.0239	-0.0062
34.565	-0.519	-0.0214	-0.0062
34.57	-0.5177	-0.0227	-0.0075
34.575	-0.5165	-0.0227	-0.0075
34.58	-0.5177	-0.0227	-0.0062
34.585	-0.5177	-0.0227	-0.0049
34.59	-0.519	-0.0227	-0.0075
34.595	-0.5165	-0.0214	-0.0075
34.6	-0.5165	-0.0227	-0.0075
34.605	-0.5177	-0.0227	-0.0075
34.61	-0.5177	-0.0227	-0.0049
34.615	-0.5165	-0.0214	-0.0087
34.62	-0.519	-0.0214	-0.0075
34.625	-0.5165	-0.0214	-0.0075
34.63	-0.5165	-0.0214	-0.0062
34.635	-0.5165	-0.0214	-0.0062
34.64	-0.5165	-0.0214	-0.0062
34.645	-0.5177	-0.0227	-0.0062
34.65	-0.5177	-0.0214	-0.0075
34.655	-0.5177	-0.0239	-0.0062
34.66	-0.5165	-0.0227	-0.0075
34.665	-0.519	-0.0227	-0.0075
34.67	-0.5165	-0.0227	-0.0075
34.675	-0.5177	-0.0227	-0.0062
34.68	-0.5177	-0.0227	-0.0075
34.685	-0.5177	-0.0214	-0.0075
34.69	-0.5177	-0.0214	-0.0075
34.695	-0.5177	-0.0227	-0.0075
34.7	-0.519	-0.0227	-0.0075
34.705	-0.5165	-0.0214	-0.0062
34.71	-0.519	-0.0227	-0.0075
34.715	-0.5177	-0.0227	-0.0062
34.72	-0.5177	-0.0239	-0.0087
34.725	-0.5165	-0.0214	-0.0049
34.73	-0.519	-0.0227	-0.0062
34.735	-0.5177	-0.0252	-0.0075
34.74	-0.5177	-0.0227	-0.0075
34.745	-0.5177	-0.0214	-0.0062
34.75	-0.519	-0.0227	-0.0087
34.755	-0.5177	-0.0201	-0.0075
34.76	-0.5177	-0.0227	-0.0087
34.765	-0.5177	-0.0227	-0.0075
34.77	-0.5177	-0.0214	-0.0075
34.775	-0.519	-0.0227	-0.0075
34.78	-0.5177	-0.0227	-0.0075
34.785	-0.5165	-0.0214	-0.0062
34.79	-0.5177	-0.0227	-0.0062
34.795	-0.5177	-0.0214	-0.01
34.8	-0.5177	-0.0227	-0.0075
34.805	-0.5177	-0.0227	-0.0075
34.81	-0.5165	-0.0214	-0.0049
34.815	-0.519	-0.0227	-0.0075
34.82	-0.5177	-0.0239	-0.0062
34.825	-0.5177	-0.0239	-0.0062
34.83	-0.5177	-0.0239	-0.0062
34.835	-0.5165	-0.0201	-0.0075
34.84	-0.5177	-0.0227	-0.0062
34.845	-0.5165	-0.0252	-0.0062
34.85	-0.5165	-0.0227	-0.0075
34.855	-0.519	-0.0214	-0.0087
34.86	-0.5177	-0.0214	-0.0075
34.865	-0.5177	-0.0227	-0.0062
34.87	-0.5177	-0.0214	-0.0075
34.875	-0.5152	-0.0214	-0.0062
34.88	-0.5177	-0.0239	-0.0062
34.885	-0.5165	-0.0214	-0.0062
34.89	-0.519	-0.0214	-0.0062
34.895	-0.5165	-0.0227	-0.0075
34.9	-0.5165	-0.0214	-0.0075
34.905	-0.5177	-0.0227	-0.0075
34.91	-0.5177	-0.0239	-0.0062
34.915	-0.5165	-0.0227	-0.0062
34.92	-0.5177	-0.0227	-0.0075
34.925	-0.5177	-0.0214	-0.0062
34.93	-0.5177	-0.0227	-0.0075
34.935	-0.5165	-0.0214	-0.0062
34.94	-0.5177	-0.0227	-0.0062
34.945	-0.5177	-0.0227	-0.0075
34.95	-0.5177	-0.0239	-0.0062
34.955	-0.5177	-0.0227	-0.0075
34.96	-0.519	-0.0227	-0.0087
34.965	-0.519	-0.0214	-0.0049
34.97	-0.5177	-0.0227	-0.0075
34.975	-0.5177	-0.0227	-0.0075
34.98	-0.5165	-0.0239	-0.0062
34.985	-0.5177	-0.0227	-0.0075
34.99	-0.5177	-0.0227	-0.0075
34.995	-0.5177	-0.0214	-0.0075
35	-0.5177	-0.0239	-0.0087
35.005	-0.5165	-0.0227	-0.0075
35.01	-0.5165	-0.0239	-0.0075
35.015	-0.519	-0.0227	-0.0062
35.02	-0.5165	-0.0214	-0.0062
35.025	-0.5165	-0.0214	-0.0062
35.03	-0.5177	-0.0227	-0.0062
35.035	-0.5177	-0.0227	-0.0062
35.04	-0.5177	-0.0227	-0.0075
35.045	-0.519	-0.0227	-0.0075
35.05	-0.5177	-0.0227	-0.0075
35.055	-0.5165	-0.0227	-0.0062
35.06	-0.5165	-0.0227	-0.01
35.065	-0.519	-0.0239	-0.0075
35.07	-0.5165	-0.0227	-0.0062
35.075	-0.519	-0.0214	-0.0062
35.08	-0.5177	-0.0227	-0.0075
35.085	-0.5165	-0.0239	-0.0075
35.09	-0.519	-0.0214	-0.0075
35.095	-0.5177	-0.0227	-0.0049
35.1	-0.5177	-0.0214	-0.0062
35.105	-0.5177	-0.0214	-0.0062
35.11	-0.5177	-0.0227	-0.0075
35.115	-0.5177	-0.0227	-0.0075
35.12	-0.5177	-0.0227	-0.0087
35.125	-0.5177	-0.0227	-0.0075
35.13	-0.5177	-0.0227	-0.0087
35.135	-0.519	-0.0227	-0.0075
35.14	-0.5177	-0.0214	-0.0075
35.145	-0.5177	-0.0227	-0.0062
35.15	-0.5177	-0.0214	-0.0075
35.155	-0.5165	-0.0214	-0.0062
35.16	-0.5177	-0.0227	-0.0062
35.165	-0.5165	-0.0214	-0.0075
35.17	-0.5177	-0.0239	-0.0075
35.175	-0.519	-0.0227	-0.0062
35.18	-0.5165	-0.0227	-0.0075
35.185	-0.5177	-0.0227	-0.0062
35.19	-0.5165	-0.0227	-0.0062
35.195	-0.5177	-0.0227	-0.0087
35.2	-0.5165	-0.0214	-0.0062
35.205	-0.5177	-0.0239	-0.0075
35.21	-0.5177	-0.0227	-0.0062
35.215	-0.5177	-0.0239	-0.0075
35.22	-0.5165	-0.0227	-0.0075
35.225	-0.5177	-0.0189	-0.0087
35.23	-0.5177	-0.0239	-0.0075
35.235	-0.5177	-0.0239	-0.0062
35.24	-0.5165	-0.0227	-0.0075
35.245	-0.5177	-0.0176	-0.0075
35.25	-0.5177	-0.0227	-0.0075
35.255	-0.5177	-0.0176	-0.0075
35.26	-0.5165	-0.0227	-0.0075
35.265	-0.519	-0.0265	-0.0062
35.27	-0.5177	-0.0214	-0.0087
35.275	-0.5165	-0.0227	-0.0075
35.28	-0.519	-0.0227	-0.0075
35.285	-0.5177	-0.0227	-0.0062
35.29	-0.5177	-0.0227	-0.0075
35.295	-0.5165	-0.0227	-0.0075
35.3	-0.5165	-0.0214	-0.0062
35.305	-0.5177	-0.0214	-0.0075
35.31	-0.5165	-0.0227	-0.0075
35.315	-0.5177	-0.0227	-0.0087
35.32	-0.5165	-0.0214	-0.0062
35.325	-0.5177	-0.0227	-0.0075
35.33	-0.5177	-0.0214	-0.0062
35.335	-0.519	-0.0227	-0.0087
35.34	-0.5177	-0.0227	-0.0075
35.345	-0.519	-0.0227	-0.0062
35.35	-0.5177	-0.0214	-0.0075
35.355	-0.5177	-0.0239	-0.0075
35.36	-0.5165	-0.0214	-0.0062
35.365	-0.5177	-0.0214	-0.0075
35.37	-0.5165	-0.0227	-0.0075
35.375	-0.519	-0.0239	-0.0075
35.38	-0.5165	-0.0227	-0.0087
35.385	-0.5177	-0.0252	-0.0062
35.39	-0.5177	-0.0227	-0.0062
35.395	-0.5177	-0.0227	-0.0062
35.4	-0.5177	-0.0227	-0.0075
35.405	-0.5177	-0.0227	-0.0075
35.41	-0.5177	-0.0214	-0.0062
35.415	-0.519	-0.0227	-0.0075
35.42	-0.5177	-0.0227	-0.0075
35.425	-0.519	-0.0239	-0.0075
35.43	-0.5177	-0.0227	-0.0062
35.435	-0.5177	-0.0214	-0.0062
35.44	-0.519	-0.0214	-0.0062
35.445	-0.519	-0.0214	-0.0075
35.45	-0.5177	-0.0214	-0.0075
35.455	-0.5177	-0.0239	-0.0075
35.46	-0.5177	-0.0214	-0.0075
35.465	-0.5177	-0.0239	-0.0062
35.47	-0.5165	-0.0214	-0.0075
35.475	-0.5177	-0.0227	-0.0075
35.48	-0.5165	-0.0227	-0.0075
35.485	-0.5177	-0.0214	-0.0062
35.49	-0.5165	-0.0214	-0.0075
35.495	-0.5177	-0.0227	-0.0062
35.5	-0.5177	-0.0201	-0.0075
35.505	-0.5177	-0.0227	-0.0075
35.51	-0.5165	-0.0227	-0.0062
35.515	-0.5177	-0.0214	-0.0075
35.52	-0.5165	-0.0227	-0.0075
35.525	-0.5177	-0.0214	-0.0075
35.53	-0.5177	-0.0214	-0.0062
35.535	-0.5177	-0.0214	-0.0087
35.54	-0.5177	-0.0227	-0.0075
