Timestamp;X;Y;Z;GF
2021-09-03T16:48:17.963319;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.022013;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.076036;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.134976;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.193334;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.254366;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.306864;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.363652;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.420371;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.476043;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.533130;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.589191;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.646214;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.700545;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.755799;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.810878;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.874507;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.933798;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:18.991269;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.053088;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.110011;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.165605;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.227123;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.281833;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.334296;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.394861;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.449800;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.503817;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.563751;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.622708;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.680251;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.737294;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.790345;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.844570;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.898128;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:19.954781;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.008841;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.069053;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.126205;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.179996;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.238823;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.295949;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.351249;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.408039;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.459655;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.514730;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.571794;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.625476;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.683434;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.738221;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.795513;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.849779;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.907923;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:20.967198;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.020004;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.073436;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.133134;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.199362;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.255752;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.312470;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.369075;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.424039;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.478131;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.534879;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.586804;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.647437;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.704781;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.758200;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.809432;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.870151;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.925793;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:21.979481;90,02639;95,69058;90;0,099647224
2021-09-03T16:48:22.033522;90,02639;95,69058;90;0,099647224
