server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:08:05.103178;(-1431,154,-577);(-187,-231,-78)
2021-07-06T12:08:05.109111;(-1431,154,-577);(-187,-231,-78)
2021-07-06T12:08:05.123138;(-1433,154,-581);(-188,-231,-80)
2021-07-06T12:08:05.134292;(-1433,154,-581);(-188,-231,-80)
2021-07-06T12:08:05.146927;(-1427,152,-576);(-176,-230,-94)
2021-07-06T12:08:05.160784;(-1431,156,-571);(-183,-225,-86)
2021-07-06T12:08:05.175633;(-1431,156,-571);(-183,-225,-86)
2021-07-06T12:08:05.189348;(-1434,157,-576);(-176,-225,-81)
2021-07-06T12:08:05.201259;(-1430,155,-579);(-174,-228,-85)
2021-07-06T12:08:05.212362;(-1430,155,-579);(-174,-228,-85)
2021-07-06T12:08:05.224124;(-1431,153,-580);(-174,-228,-81)
2021-07-06T12:08:05.235151;(-1431,153,-580);(-174,-228,-81)
2021-07-06T12:08:05.247475;(-1432,154,-576);(-173,-220,-75)
2021-07-06T12:08:05.259280;(-1431,153,-578);(-179,-224,-83)
2021-07-06T12:08:05.268008;(-1431,153,-578);(-179,-224,-83)
2021-07-06T12:08:05.275223;(-1433,152,-582);(-177,-230,-89)
2021-07-06T12:08:05.282128;(-1433,152,-582);(-177,-230,-89)
2021-07-06T12:08:05.289249;(-1433,152,-582);(-177,-230,-89)
2021-07-06T12:08:05.295183;(-1430,151,-577);(-175,-225,-81)
2021-07-06T12:08:05.300181;(-1430,151,-577);(-175,-225,-81)
2021-07-06T12:08:05.305255;(-1430,151,-577);(-175,-225,-81)
2021-07-06T12:08:05.310807;(-1430,153,-578);(-170,-225,-79)
2021-07-06T12:08:05.316105;(-1430,153,-578);(-170,-225,-79)
2021-07-06T12:08:05.321630;(-1430,153,-578);(-170,-225,-79)
2021-07-06T12:08:05.326851;(-1430,153,-578);(-170,-225,-79)
2021-07-06T12:08:05.332852;(-1429,153,-575);(-175,-221,-82)
2021-07-06T12:08:05.338466;(-1429,153,-575);(-175,-221,-82)
2021-07-06T12:08:05.343811;(-1429,153,-575);(-175,-221,-82)
2021-07-06T12:08:05.349789;(-1429,153,-575);(-175,-221,-82)
2021-07-06T12:08:05.355151;(-1430,153,-576);(-176,-216,-86)
2021-07-06T12:08:05.360139;(-1430,153,-576);(-176,-216,-86)
2021-07-06T12:08:05.365458;(-1430,153,-576);(-176,-216,-86)
2021-07-06T12:08:05.371034;(-1432,154,-580);(-181,-219,-78)
2021-07-06T12:08:05.376480;(-1432,154,-580);(-181,-219,-78)
2021-07-06T12:08:05.381964;(-1432,154,-580);(-181,-219,-78)
2021-07-06T12:08:05.387049;(-1432,154,-580);(-181,-219,-78)
2021-07-06T12:08:05.392323;(-1431,153,-577);(-179,-220,-90)
2021-07-06T12:08:05.397416;(-1431,153,-577);(-179,-220,-90)
2021-07-06T12:08:05.402604;(-1431,153,-577);(-179,-220,-90)
2021-07-06T12:08:05.407719;(-1431,153,-577);(-179,-220,-90)
2021-07-06T12:08:05.418407;(-1431,153,-577);(-179,-220,-90)
2021-07-06T12:08:05.427885;(-1431,153,-577);(-179,-220,-90)
2021-07-06T12:08:05.437810;(-1431,153,-576);(-181,-217,-86)
2021-07-06T12:08:05.448950;(-1431,153,-576);(-181,-217,-86)
2021-07-06T12:08:05.459536;(-1433,153,-575);(-176,-219,-84)
2021-07-06T12:08:05.470671;(-1433,153,-575);(-176,-219,-84)
2021-07-06T12:08:05.481560;(-1430,150,-579);(-178,-218,-93)
2021-07-06T12:08:05.491486;(-1430,150,-579);(-178,-218,-93)
2021-07-06T12:08:05.502840;(-1430,155,-578);(-183,-216,-79)
2021-07-06T12:08:05.514819;(-1430,155,-578);(-183,-216,-79)
2021-07-06T12:08:05.527668;(-1431,152,-574);(-176,-220,-79)
2021-07-06T12:08:05.540600;(-1434,155,-577);(-180,-214,-82)
