server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:18:45.910120;(2518,546,-498);(579,-554,1055)
2021-07-06T12:18:45.920047;(2521,536,-502);(567,-562,1043)
2021-07-06T12:18:45.929000;(2521,536,-502);(567,-562,1043)
2021-07-06T12:18:45.938540;(2533,544,-494);(557,-584,1040)
2021-07-06T12:18:45.949402;(2533,544,-494);(557,-584,1040)
2021-07-06T12:18:45.958865;(2525,547,-512);(531,-632,1055)
2021-07-06T12:18:45.966936;(2525,547,-512);(531,-632,1055)
2021-07-06T12:18:45.975780;(2514,546,-501);(516,-654,1059)
2021-07-06T12:18:45.983634;(2514,546,-501);(516,-654,1059)
2021-07-06T12:18:45.993134;(2515,546,-498);(507,-652,1057)
2021-07-06T12:18:46.002742;(2515,546,-498);(507,-652,1057)
2021-07-06T12:18:46.010849;(2518,543,-487);(499,-665,1047)
2021-07-06T12:18:46.018561;(2518,543,-487);(499,-665,1047)
2021-07-06T12:18:46.027258;(2518,543,-487);(499,-665,1047)
2021-07-06T12:18:46.035784;(2530,549,-513);(490,-697,1034)
2021-07-06T12:18:46.044133;(2530,549,-513);(490,-697,1034)
2021-07-06T12:18:46.051972;(2515,543,-515);(478,-707,1035)
2021-07-06T12:18:46.059875;(2515,543,-515);(478,-707,1035)
2021-07-06T12:18:46.067155;(2515,543,-515);(478,-707,1035)
2021-07-06T12:18:46.074487;(2510,543,-501);(464,-710,1039)
2021-07-06T12:18:46.082404;(2510,543,-501);(464,-710,1039)
2021-07-06T12:18:46.089711;(2503,541,-492);(453,-724,1035)
2021-07-06T12:18:46.097529;(2503,541,-492);(453,-724,1035)
2021-07-06T12:18:46.106758;(2503,541,-492);(453,-724,1035)
2021-07-06T12:18:46.115903;(2503,540,-492);(450,-732,1031)
2021-07-06T12:18:46.123960;(2503,540,-492);(450,-732,1031)
2021-07-06T12:18:46.131904;(2502,537,-485);(447,-730,1013)
2021-07-06T12:18:46.140392;(2502,537,-485);(447,-730,1013)
2021-07-06T12:18:46.148017;(2502,537,-485);(447,-730,1013)
2021-07-06T12:18:46.155601;(2495,529,-469);(439,-728,987)
2021-07-06T12:18:46.163785;(2495,529,-469);(439,-728,987)
2021-07-06T12:18:46.172774;(2495,531,-467);(431,-721,965)
2021-07-06T12:18:46.180260;(2495,531,-467);(431,-721,965)
2021-07-06T12:18:46.188827;(2495,531,-467);(431,-721,965)
2021-07-06T12:18:46.197802;(2493,532,-483);(424,-720,945)
2021-07-06T12:18:46.205663;(2493,532,-483);(424,-720,945)
2021-07-06T12:18:46.214114;(2486,525,-489);(420,-716,921)
2021-07-06T12:18:46.222303;(2486,525,-489);(420,-716,921)
2021-07-06T12:18:46.230184;(2478,519,-490);(418,-706,892)
2021-07-06T12:18:46.238142;(2478,519,-490);(418,-706,892)
2021-07-06T12:18:46.247914;(2478,519,-490);(418,-706,892)
2021-07-06T12:18:46.255945;(2487,516,-470);(408,-709,845)
2021-07-06T12:18:46.263896;(2487,516,-470);(408,-709,845)
2021-07-06T12:18:46.271777;(2498,527,-491);(407,-725,799)
2021-07-06T12:18:46.279541;(2498,527,-491);(407,-725,799)
2021-07-06T12:18:46.287358;(2498,527,-491);(407,-725,799)
2021-07-06T12:18:46.295580;(2504,535,-508);(401,-736,780)
2021-07-06T12:18:46.303438;(2504,535,-508);(401,-736,780)
2021-07-06T12:18:46.312265;(2507,526,-490);(395,-736,764)
2021-07-06T12:18:46.320672;(2507,526,-490);(395,-736,764)
2021-07-06T12:18:46.329332;(2507,526,-490);(395,-736,764)
2021-07-06T12:18:46.337036;(2506,527,-479);(384,-754,760)
2021-07-06T12:18:46.344614;(2506,527,-479);(384,-754,760)
2021-07-06T12:18:46.351918;(2496,528,-484);(377,-796,739)
2021-07-06T12:18:46.360362;(2496,528,-484);(377,-796,739)
2021-07-06T12:18:46.374068;(2496,528,-484);(377,-796,739)
2021-07-06T12:18:46.381291;(2493,526,-486);(377,-835,702)
2021-07-06T12:18:46.388723;(2493,526,-486);(377,-835,702)
2021-07-06T12:18:46.396752;(2495,518,-494);(372,-846,674)
2021-07-06T12:18:46.406145;(2495,518,-494);(372,-846,674)
2021-07-06T12:18:46.413970;(2499,531,-487);(365,-867,645)
2021-07-06T12:18:46.422203;(2499,531,-487);(365,-867,645)
2021-07-06T12:18:46.429789;(2511,520,-469);(348,-930,632)
2021-07-06T12:18:46.437428;(2511,520,-469);(348,-930,632)
2021-07-06T12:18:46.446851;(2511,520,-469);(348,-930,632)
2021-07-06T12:18:46.454838;(2500,521,-479);(328,-1008,623)
2021-07-06T12:18:46.462619;(2500,521,-479);(328,-1008,623)
2021-07-06T12:18:46.471359;(2491,532,-509);(319,-1053,604)
2021-07-06T12:18:46.479299;(2491,532,-509);(319,-1053,604)
2021-07-06T12:18:46.487099;(2491,532,-509);(319,-1053,604)
2021-07-06T12:18:46.495840;(2486,533,-519);(314,-1056,576)
2021-07-06T12:18:46.504283;(2486,533,-519);(314,-1056,576)
2021-07-06T12:18:46.512951;(2483,525,-499);(315,-1054,564)
2021-07-06T12:18:46.520779;(2483,525,-499);(315,-1054,564)
2021-07-06T12:18:46.529007;(2483,525,-499);(315,-1054,564)
2021-07-06T12:18:46.537229;(2484,521,-504);(308,-1055,552)
2021-07-06T12:18:46.546028;(2484,521,-504);(308,-1055,552)
2021-07-06T12:18:46.554807;(2485,517,-497);(300,-1056,543)
2021-07-06T12:18:46.562294;(2485,517,-497);(300,-1056,543)
2021-07-06T12:18:46.570940;(2482,525,-485);(293,-1062,518)
2021-07-06T12:18:46.578990;(2482,525,-485);(293,-1062,518)
2021-07-06T12:18:46.588299;(2482,525,-485);(293,-1062,518)
