server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:09:27.792672;(2462,518,-524);(-1475,-292,-30)
2021-07-06T12:09:27.804435;(2464,516,-524);(-1477,-297,-31)
2021-07-06T12:09:27.814397;(2464,516,-524);(-1477,-297,-31)
2021-07-06T12:09:27.824492;(2465,520,-522);(-1473,-302,-28)
2021-07-06T12:09:27.832744;(2465,520,-522);(-1473,-302,-28)
2021-07-06T12:09:27.841425;(2462,520,-520);(-1469,-299,-32)
2021-07-06T12:09:27.851381;(2462,520,-520);(-1469,-299,-32)
2021-07-06T12:09:27.865816;(2463,519,-524);(-1466,-298,-32)
2021-07-06T12:09:27.875773;(2463,519,-524);(-1466,-298,-32)
2021-07-06T12:09:27.883566;(2467,522,-513);(-1476,-293,-35)
2021-07-06T12:09:27.892602;(2467,522,-513);(-1476,-293,-35)
2021-07-06T12:09:27.901708;(2465,524,-519);(-1472,-294,-31)
2021-07-06T12:09:27.909326;(2465,524,-519);(-1472,-294,-31)
2021-07-06T12:09:27.917334;(2465,523,-521);(-1473,-293,-36)
2021-07-06T12:09:27.925032;(2465,523,-521);(-1473,-293,-36)
2021-07-06T12:09:27.933205;(2465,523,-521);(-1473,-293,-36)
2021-07-06T12:09:27.941430;(2467,518,-520);(-1473,-290,-36)
2021-07-06T12:09:27.948938;(2467,518,-520);(-1473,-290,-36)
2021-07-06T12:09:27.956320;(2468,526,-517);(-1489,-300,-35)
2021-07-06T12:09:27.963733;(2468,526,-517);(-1489,-300,-35)
2021-07-06T12:09:27.970971;(2468,526,-517);(-1489,-300,-35)
2021-07-06T12:09:27.978939;(2462,519,-518);(-1477,-295,-26)
2021-07-06T12:09:27.985762;(2462,519,-518);(-1477,-295,-26)
2021-07-06T12:09:27.993128;(2462,519,-518);(-1477,-295,-26)
2021-07-06T12:09:28.001860;(2469,521,-525);(-1470,-290,-27)
2021-07-06T12:09:28.011094;(2469,521,-525);(-1470,-290,-27)
