server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:14:43.504857;(2196,10,-733);(-1025,-109,-356)
2021-07-06T12:14:43.518361;(2200,13,-726);(-1022,-86,-369)
2021-07-06T12:14:43.526629;(2200,13,-726);(-1022,-86,-369)
2021-07-06T12:14:43.536655;(2198,16,-729);(-1022,-75,-366)
2021-07-06T12:14:43.545418;(2198,16,-729);(-1022,-75,-366)
2021-07-06T12:14:43.554220;(2200,13,-720);(-1030,-64,-364)
2021-07-06T12:14:43.563252;(2200,13,-720);(-1030,-64,-364)
2021-07-06T12:14:43.570757;(2197,21,-717);(-1021,-56,-355)
2021-07-06T12:14:43.578088;(2197,21,-717);(-1021,-56,-355)
2021-07-06T12:14:43.586374;(2197,21,-717);(-1021,-56,-355)
2021-07-06T12:14:43.594601;(2197,11,-722);(-1020,-49,-357)
2021-07-06T12:14:43.604162;(2197,11,-722);(-1020,-49,-357)
2021-07-06T12:14:43.612790;(2201,14,-701);(-1020,-44,-361)
2021-07-06T12:14:43.619295;(2201,14,-701);(-1020,-44,-361)
2021-07-06T12:14:43.626822;(2201,14,-701);(-1020,-44,-361)
2021-07-06T12:14:43.633874;(2202,14,-700);(-1018,-44,-361)
2021-07-06T12:14:43.641084;(2202,14,-700);(-1018,-44,-361)
2021-07-06T12:14:43.648268;(2202,14,-700);(-1018,-44,-361)
2021-07-06T12:14:43.655730;(2202,8,-715);(-1013,-36,-362)
2021-07-06T12:14:43.664134;(2202,8,-715);(-1013,-36,-362)
2021-07-06T12:14:43.673017;(2201,10,-705);(-1004,-24,-360)
2021-07-06T12:14:43.681576;(2201,10,-705);(-1004,-24,-360)
2021-07-06T12:14:43.690678;(2201,16,-694);(-1020,-22,-364)
2021-07-06T12:14:43.698242;(2201,16,-694);(-1020,-22,-364)
2021-07-06T12:14:43.705397;(2201,16,-694);(-1020,-22,-364)
2021-07-06T12:14:43.712850;(2198,13,-695);(-1016,-19,-362)
2021-07-06T12:14:43.722046;(2198,13,-695);(-1016,-19,-362)
2021-07-06T12:14:43.732023;(2202,11,-699);(-1012,-6,-363)
2021-07-06T12:14:43.740048;(2202,11,-699);(-1012,-6,-363)
2021-07-06T12:14:43.747380;(2202,11,-699);(-1012,-6,-363)
2021-07-06T12:14:43.754738;(2204,16,-706);(-1011,7,-365)
2021-07-06T12:14:43.762320;(2204,16,-706);(-1011,7,-365)
2021-07-06T12:14:43.772736;(2205,11,-697);(-1007,19,-365)
2021-07-06T12:14:43.779885;(2205,11,-697);(-1007,19,-365)
2021-07-06T12:14:43.787138;(2205,11,-697);(-1007,19,-365)
2021-07-06T12:14:43.795462;(2200,10,-689);(-1012,23,-360)
2021-07-06T12:14:43.802698;(2200,10,-689);(-1012,23,-360)
2021-07-06T12:14:43.811887;(2204,15,-680);(-1003,37,-350)
2021-07-06T12:14:43.819547;(2204,15,-680);(-1003,37,-350)
2021-07-06T12:14:43.829451;(2204,15,-680);(-1003,37,-350)
2021-07-06T12:14:43.837287;(2203,14,-668);(-1018,41,-357)
2021-07-06T12:14:43.845751;(2203,14,-668);(-1018,41,-357)
2021-07-06T12:14:43.853999;(2208,18,-668);(-1011,47,-361)
2021-07-06T12:14:43.861656;(2208,18,-668);(-1011,47,-361)
2021-07-06T12:14:43.870441;(2207,15,-666);(-1009,56,-363)
2021-07-06T12:14:43.879997;(2207,15,-666);(-1009,56,-363)
2021-07-06T12:14:43.889068;(2207,15,-666);(-1009,56,-363)
2021-07-06T12:14:43.897288;(2207,15,-666);(-1009,56,-363)
2021-07-06T12:14:43.905607;(2207,15,-666);(-1009,56,-363)
2021-07-06T12:14:43.913854;(2206,12,-671);(-1000,82,-362)
2021-07-06T12:14:43.921359;(2206,12,-671);(-1000,82,-362)
2021-07-06T12:14:43.929078;(2205,7,-673);(-1007,84,-361)
2021-07-06T12:14:43.937943;(2205,7,-673);(-1007,84,-361)
2021-07-06T12:14:43.945292;(2205,7,-673);(-1007,84,-361)
2021-07-06T12:14:43.952902;(2205,7,-673);(-1007,84,-361)
2021-07-06T12:14:43.961373;(2205,7,-673);(-1007,84,-361)
2021-07-06T12:14:43.968757;(2203,11,-655);(-996,112,-361)
2021-07-06T12:14:43.977069;(2203,11,-655);(-996,112,-361)
2021-07-06T12:14:43.984774;(2203,11,-655);(-996,112,-361)
2021-07-06T12:14:43.992152;(2212,22,-635);(-997,118,-364)
2021-07-06T12:14:43.999529;(2212,22,-635);(-997,118,-364)
2021-07-06T12:14:44.006946;(2212,22,-635);(-997,118,-364)
2021-07-06T12:14:44.015095;(2212,20,-645);(-1001,115,-360)
2021-07-06T12:14:44.022149;(2212,20,-645);(-1001,115,-360)
2021-07-06T12:14:44.029652;(2206,9,-654);(-998,123,-364)
2021-07-06T12:14:44.036925;(2206,9,-654);(-998,123,-364)
2021-07-06T12:14:44.044081;(2206,9,-654);(-998,123,-364)
2021-07-06T12:14:44.052794;(2206,9,-654);(-998,123,-364)
2021-07-06T12:14:44.060415;(2206,9,-654);(-998,123,-364)
2021-07-06T12:14:44.068197;(2206,9,-654);(-998,123,-364)
2021-07-06T12:14:44.075018;(2209,16,-628);(-994,140,-363)
2021-07-06T12:14:44.082160;(2209,16,-628);(-994,140,-363)
2021-07-06T12:14:44.091049;(2213,11,-631);(-992,155,-364)
2021-07-06T12:14:44.098728;(2213,11,-631);(-992,155,-364)
2021-07-06T12:14:44.106418;(2213,11,-631);(-992,155,-364)
2021-07-06T12:14:44.113982;(2209,9,-640);(-1003,158,-373)
2021-07-06T12:14:44.122484;(2209,9,-640);(-1003,158,-373)
2021-07-06T12:14:44.131824;(2209,23,-620);(-995,167,-371)
2021-07-06T12:14:44.139900;(2209,23,-620);(-995,167,-371)
2021-07-06T12:14:44.147913;(2209,23,-620);(-995,167,-371)
2021-07-06T12:14:44.155583;(2211,7,-628);(-999,179,-367)
2021-07-06T12:14:44.163423;(2211,7,-628);(-999,179,-367)
2021-07-06T12:14:44.171104;(2218,23,-617);(-1002,182,-361)
2021-07-06T12:14:44.180245;(2218,23,-617);(-1002,182,-361)
2021-07-06T12:14:44.187832;(2218,23,-617);(-1002,182,-361)
2021-07-06T12:14:44.195292;(2212,10,-611);(-1002,193,-359)
2021-07-06T12:14:44.202220;(2212,10,-611);(-1002,193,-359)
2021-07-06T12:14:44.209849;(2212,17,-612);(-1000,193,-358)
2021-07-06T12:14:44.216847;(2212,17,-612);(-1000,193,-358)
2021-07-06T12:14:44.225094;(2212,17,-612);(-1000,193,-358)
2021-07-06T12:14:44.232212;(2212,11,-601);(-995,201,-360)
2021-07-06T12:14:44.239806;(2212,11,-601);(-995,201,-360)
2021-07-06T12:14:44.247839;(2212,11,-601);(-995,201,-360)
2021-07-06T12:14:44.255268;(2215,12,-593);(-988,210,-356)
2021-07-06T12:14:44.262856;(2215,12,-593);(-988,210,-356)
2021-07-06T12:14:44.270940;(2210,7,-607);(-986,209,-364)
2021-07-06T12:14:44.281025;(2210,7,-607);(-986,209,-364)
2021-07-06T12:14:44.290184;(2210,7,-607);(-986,209,-364)
2021-07-06T12:14:44.297461;(2215,19,-583);(-997,218,-363)
2021-07-06T12:14:44.305874;(2215,19,-583);(-997,218,-363)
2021-07-06T12:14:44.314203;(2216,15,-587);(-990,224,-369)
2021-07-06T12:14:44.322715;(2216,15,-587);(-990,224,-369)
2021-07-06T12:14:44.330027;(2218,25,-578);(-982,229,-370)
2021-07-06T12:14:44.338336;(2218,25,-578);(-982,229,-370)
2021-07-06T12:14:44.345718;(2218,25,-578);(-982,229,-370)
2021-07-06T12:14:44.353549;(2220,11,-560);(-992,224,-370)
2021-07-06T12:14:44.361029;(2220,11,-560);(-992,224,-370)
2021-07-06T12:14:44.369302;(2220,11,-560);(-992,224,-370)
2021-07-06T12:14:44.376689;(2220,13,-571);(-998,219,-366)
2021-07-06T12:14:44.385149;(2220,13,-571);(-998,219,-366)
2021-07-06T12:14:44.392282;(2221,17,-563);(-988,215,-367)
2021-07-06T12:14:44.399665;(2221,17,-563);(-988,215,-367)
2021-07-06T12:14:44.407219;(2221,17,-563);(-988,215,-367)
2021-07-06T12:14:44.415501;(2219,8,-562);(-984,214,-365)
2021-07-06T12:14:44.423091;(2219,8,-562);(-984,214,-365)
2021-07-06T12:14:44.430793;(2223,23,-560);(-989,214,-366)
2021-07-06T12:14:44.440006;(2223,23,-560);(-989,214,-366)
2021-07-06T12:14:44.448403;(2223,23,-560);(-989,214,-366)
2021-07-06T12:14:44.457760;(2220,8,-552);(-995,201,-365)
2021-07-06T12:14:44.464860;(2220,8,-552);(-995,201,-365)
2021-07-06T12:14:44.473189;(2225,22,-542);(-991,194,-365)
2021-07-06T12:14:44.480743;(2225,22,-542);(-991,194,-365)
2021-07-06T12:14:44.488756;(2225,22,-542);(-991,194,-365)
2021-07-06T12:14:44.496827;(2225,22,-542);(-991,194,-365)
2021-07-06T12:14:44.506719;(2225,22,-542);(-991,194,-365)
2021-07-06T12:14:44.514901;(2222,17,-537);(-989,179,-365)
2021-07-06T12:14:44.523214;(2222,17,-537);(-989,179,-365)
2021-07-06T12:14:44.531850;(2230,19,-521);(-994,149,-357)
2021-07-06T12:14:44.538277;(2230,19,-521);(-994,149,-357)
2021-07-06T12:14:44.543715;(2230,19,-521);(-994,149,-357)
2021-07-06T12:14:44.550234;(2228,10,-520);(-1000,132,-354)
2021-07-06T12:14:44.556400;(2228,10,-520);(-1000,132,-354)
2021-07-06T12:14:44.563220;(2228,10,-520);(-1000,132,-354)
2021-07-06T12:14:44.571234;(2226,25,-520);(-1001,104,-360)
2021-07-06T12:14:44.577520;(2226,25,-520);(-1001,104,-360)
2021-07-06T12:14:44.583687;(2226,25,-520);(-1001,104,-360)
2021-07-06T12:14:44.590466;(2227,12,-514);(-1008,74,-365)
2021-07-06T12:14:44.597539;(2227,12,-514);(-1008,74,-365)
2021-07-06T12:14:44.603618;(2227,12,-514);(-1008,74,-365)
2021-07-06T12:14:44.610103;(2216,14,-546);(-1007,72,-366)
2021-07-06T12:14:44.617077;(2216,14,-546);(-1007,72,-366)
2021-07-06T12:14:44.623340;(2216,14,-546);(-1007,72,-366)
2021-07-06T12:14:44.630019;(2220,14,-527);(-1008,84,-366)
2021-07-06T12:14:44.636271;(2220,14,-527);(-1008,84,-366)
2021-07-06T12:14:44.642797;(2220,14,-527);(-1008,84,-366)
2021-07-06T12:14:44.649970;(2229,8,-505);(-1006,65,-364)
2021-07-06T12:14:44.656524;(2229,8,-505);(-1006,65,-364)
2021-07-06T12:14:44.664742;(2229,8,-505);(-1006,65,-364)
2021-07-06T12:14:44.671731;(2222,13,-522);(-1011,49,-360)
2021-07-06T12:14:44.678647;(2222,13,-522);(-1011,49,-360)
2021-07-06T12:14:44.685361;(2222,13,-522);(-1011,49,-360)
2021-07-06T12:14:44.692862;(2223,17,-517);(-1007,35,-366)
2021-07-06T12:14:44.699289;(2223,17,-517);(-1007,35,-366)
2021-07-06T12:14:44.707482;(2223,17,-517);(-1007,35,-366)
