server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:10:47.742233;(2425,540,-936);(-1473,-297,-27)
2021-07-06T12:10:47.749165;(2425,540,-936);(-1473,-297,-27)
2021-07-06T12:10:47.755654;(2425,540,-936);(-1473,-297,-27)
2021-07-06T12:10:47.761447;(2423,536,-938);(-1462,-301,-33)
2021-07-06T12:10:47.767381;(2423,536,-938);(-1462,-301,-33)
2021-07-06T12:10:47.773530;(2423,536,-938);(-1462,-301,-33)
2021-07-06T12:10:47.779191;(2423,535,-941);(-1464,-301,-30)
2021-07-06T12:10:47.785517;(2423,535,-941);(-1464,-301,-30)
2021-07-06T12:10:47.791932;(2423,535,-941);(-1464,-301,-30)
2021-07-06T12:10:47.797783;(2424,539,-935);(-1476,-297,-39)
2021-07-06T12:10:47.803728;(2424,539,-935);(-1476,-297,-39)
2021-07-06T12:10:47.809563;(2424,539,-935);(-1476,-297,-39)
2021-07-06T12:10:47.815393;(2424,539,-935);(-1476,-297,-39)
2021-07-06T12:10:47.820914;(2425,536,-932);(-1486,-298,-32)
2021-07-06T12:10:47.826772;(2425,536,-932);(-1486,-298,-32)
2021-07-06T12:10:47.832676;(2425,536,-932);(-1486,-298,-32)
2021-07-06T12:10:47.839521;(2423,539,-938);(-1470,-300,-34)
2021-07-06T12:10:47.845333;(2423,539,-938);(-1470,-300,-34)
2021-07-06T12:10:47.850932;(2423,539,-938);(-1470,-300,-34)
2021-07-06T12:10:47.856462;(2424,538,-937);(-1474,-293,-38)
2021-07-06T12:10:47.862586;(2424,538,-937);(-1474,-293,-38)
2021-07-06T12:10:47.869530;(2424,538,-937);(-1474,-293,-38)
2021-07-06T12:10:47.874907;(2424,538,-937);(-1474,-293,-38)
2021-07-06T12:10:47.880718;(2425,538,-941);(-1471,-295,-37)
2021-07-06T12:10:47.886849;(2425,538,-941);(-1471,-295,-37)
2021-07-06T12:10:47.893239;(2425,538,-941);(-1471,-295,-37)
2021-07-06T12:10:47.899926;(2427,540,-948);(-1472,-298,-36)
2021-07-06T12:10:47.905414;(2427,540,-948);(-1472,-298,-36)
2021-07-06T12:10:47.911249;(2427,540,-948);(-1472,-298,-36)
2021-07-06T12:10:47.917166;(2426,537,-939);(-1470,-294,-37)
2021-07-06T12:10:47.922955;(2426,537,-939);(-1470,-294,-37)
2021-07-06T12:10:47.928780;(2426,537,-939);(-1470,-294,-37)
2021-07-06T12:10:47.934501;(2426,537,-939);(-1470,-294,-37)
2021-07-06T12:10:47.940850;(2427,542,-938);(-1469,-297,-28)
2021-07-06T12:10:47.947239;(2427,542,-938);(-1469,-297,-28)
2021-07-06T12:10:47.953301;(2427,542,-938);(-1469,-297,-28)
2021-07-06T12:10:47.960100;(2428,534,-935);(-1475,-298,-28)
2021-07-06T12:10:47.966781;(2428,534,-935);(-1475,-298,-28)
2021-07-06T12:10:47.972766;(2428,534,-935);(-1475,-298,-28)
2021-07-06T12:10:47.978521;(2425,538,-941);(-1480,-297,-30)
2021-07-06T12:10:47.984980;(2425,538,-941);(-1480,-297,-30)
2021-07-06T12:10:47.991585;(2425,538,-941);(-1480,-297,-30)
2021-07-06T12:10:47.998474;(2425,539,-945);(-1476,-296,-27)
2021-07-06T12:10:48.004265;(2425,539,-945);(-1476,-296,-27)
2021-07-06T12:10:48.010668;(2425,539,-945);(-1476,-296,-27)
2021-07-06T12:10:48.016529;(2425,539,-945);(-1476,-296,-27)
2021-07-06T12:10:48.023577;(2421,538,-940);(-1472,-296,-30)
2021-07-06T12:10:48.030126;(2421,538,-940);(-1472,-296,-30)
2021-07-06T12:10:48.036232;(2421,538,-940);(-1472,-296,-30)
2021-07-06T12:10:48.042570;(2424,540,-940);(-1474,-295,-28)
2021-07-06T12:10:48.049111;(2424,540,-940);(-1474,-295,-28)
2021-07-06T12:10:48.054921;(2424,540,-940);(-1474,-295,-28)
2021-07-06T12:10:48.060494;(2425,537,-939);(-1470,-298,-24)
2021-07-06T12:10:48.067392;(2425,537,-939);(-1470,-298,-24)
2021-07-06T12:10:48.073011;(2425,537,-939);(-1470,-298,-24)
2021-07-06T12:10:48.078339;(2425,536,-935);(-1468,-293,-27)
2021-07-06T12:10:48.083820;(2425,536,-935);(-1468,-293,-27)
2021-07-06T12:10:48.090451;(2425,536,-935);(-1468,-293,-27)
2021-07-06T12:10:48.095786;(2425,536,-935);(-1468,-293,-27)
2021-07-06T12:10:48.102116;(2427,539,-936);(-1473,-295,-34)
2021-07-06T12:10:48.108822;(2427,539,-936);(-1473,-295,-34)
2021-07-06T12:10:48.115517;(2427,539,-936);(-1473,-295,-34)
2021-07-06T12:10:48.120569;(2426,538,-941);(-1476,-296,-35)
2021-07-06T12:10:48.125992;(2426,538,-941);(-1476,-296,-35)
2021-07-06T12:10:48.132246;(2426,538,-941);(-1476,-296,-35)
2021-07-06T12:10:48.138269;(2426,542,-940);(-1472,-298,-21)
2021-07-06T12:10:48.144754;(2426,542,-940);(-1472,-298,-21)
2021-07-06T12:10:48.150171;(2426,542,-940);(-1472,-298,-21)
2021-07-06T12:10:48.157511;(2426,542,-940);(-1472,-298,-21)
2021-07-06T12:10:48.162674;(2425,534,-938);(-1476,-293,-31)
2021-07-06T12:10:48.167878;(2425,534,-938);(-1476,-293,-31)
2021-07-06T12:10:48.174217;(2425,534,-938);(-1476,-293,-31)
2021-07-06T12:10:48.180648;(2427,539,-944);(-1478,-297,-33)
2021-07-06T12:10:48.186742;(2427,539,-944);(-1478,-297,-33)
2021-07-06T12:10:48.192028;(2427,539,-944);(-1478,-297,-33)
2021-07-06T12:10:48.198163;(2424,534,-940);(-1475,-295,-31)
2021-07-06T12:10:48.204687;(2424,534,-940);(-1475,-295,-31)
2021-07-06T12:10:48.210943;(2424,534,-940);(-1475,-295,-31)
2021-07-06T12:10:48.216574;(2427,534,-939);(-1477,-295,-34)
2021-07-06T12:10:48.222603;(2427,534,-939);(-1477,-295,-34)
2021-07-06T12:10:48.228415;(2427,534,-939);(-1477,-295,-34)
2021-07-06T12:10:48.234208;(2427,534,-939);(-1477,-295,-34)
2021-07-06T12:10:48.240775;(2425,538,-942);(-1473,-302,-37)
2021-07-06T12:10:48.246603;(2425,538,-942);(-1473,-302,-37)
2021-07-06T12:10:48.252047;(2425,538,-942);(-1473,-302,-37)
2021-07-06T12:10:48.257659;(2425,536,-943);(-1467,-297,-33)
2021-07-06T12:10:48.263136;(2425,536,-943);(-1467,-297,-33)
2021-07-06T12:10:48.268941;(2425,536,-943);(-1467,-297,-33)
2021-07-06T12:10:48.275075;(2425,536,-943);(-1467,-297,-33)
