server_time;(ax,ay,az);(gx,gy,gz)
2021-07-06T12:12:02.784081;(2611,552,-519);(1744,1134,488)
2021-07-06T12:12:02.794808;(2611,552,-519);(1744,1134,488)
2021-07-06T12:12:02.802929;(2611,560,-511);(1738,1111,500)
2021-07-06T12:12:02.810512;(2611,560,-511);(1738,1111,500)
2021-07-06T12:12:02.818088;(2611,560,-511);(1738,1111,500)
2021-07-06T12:12:02.826388;(2611,553,-509);(1728,1084,512)
2021-07-06T12:12:02.832796;(2611,553,-509);(1728,1084,512)
2021-07-06T12:12:02.839064;(2605,560,-536);(1725,1068,524)
2021-07-06T12:12:02.844948;(2605,560,-536);(1725,1068,524)
2021-07-06T12:12:02.850850;(2605,560,-536);(1725,1068,524)
2021-07-06T12:12:02.856752;(2605,560,-536);(1725,1068,524)
2021-07-06T12:12:02.863042;(2606,556,-519);(1715,1080,543)
2021-07-06T12:12:02.869286;(2606,556,-519);(1715,1080,543)
2021-07-06T12:12:02.875668;(2606,556,-519);(1715,1080,543)
2021-07-06T12:12:02.881579;(2608,561,-514);(1706,1084,564)
2021-07-06T12:12:02.887834;(2608,561,-514);(1706,1084,564)
2021-07-06T12:12:02.895275;(2608,561,-514);(1706,1084,564)
2021-07-06T12:12:02.902278;(2609,554,-505);(1696,1060,582)
2021-07-06T12:12:02.910357;(2609,554,-505);(1696,1060,582)
2021-07-06T12:12:02.918857;(2609,554,-505);(1696,1060,582)
2021-07-06T12:12:02.926598;(2600,565,-536);(1684,1024,595)
2021-07-06T12:12:02.933689;(2600,565,-536);(1684,1024,595)
2021-07-06T12:12:02.942877;(2599,554,-520);(1673,1024,607)
2021-07-06T12:12:02.951860;(2599,554,-520);(1673,1024,607)
2021-07-06T12:12:02.960033;(2598,560,-514);(1675,1028,618)
2021-07-06T12:12:02.967992;(2598,560,-514);(1675,1028,618)
2021-07-06T12:12:02.976135;(2598,560,-514);(1675,1028,618)
2021-07-06T12:12:02.984177;(2601,560,-525);(1674,1027,620)
2021-07-06T12:12:02.991475;(2601,560,-525);(1674,1027,620)
2021-07-06T12:12:02.999043;(2600,564,-526);(1671,1033,624)
2021-07-06T12:12:03.006993;(2600,564,-526);(1671,1033,624)
2021-07-06T12:12:03.015776;(2600,564,-526);(1671,1033,624)
2021-07-06T12:12:03.022946;(2596,562,-526);(1665,1033,628)
2021-07-06T12:12:03.029517;(2596,562,-526);(1665,1033,628)
2021-07-06T12:12:03.037512;(2596,562,-526);(1665,1033,628)
2021-07-06T12:12:03.045433;(2593,557,-507);(1655,1046,646)
2021-07-06T12:12:03.053763;(2593,557,-507);(1655,1046,646)
2021-07-06T12:12:03.061212;(2593,561,-516);(1659,1055,655)
2021-07-06T12:12:03.068344;(2593,561,-516);(1659,1055,655)
2021-07-06T12:12:03.075729;(2593,561,-516);(1659,1055,655)
2021-07-06T12:12:03.083541;(2587,554,-522);(1656,1076,653)
2021-07-06T12:12:03.091951;(2587,554,-522);(1656,1076,653)
2021-07-06T12:12:03.101457;(2590,564,-491);(1648,1103,663)
2021-07-06T12:12:03.109960;(2590,564,-491);(1648,1103,663)
2021-07-06T12:12:03.117441;(2590,564,-491);(1648,1103,663)
2021-07-06T12:12:03.125395;(2590,563,-486);(1640,1109,673)
2021-07-06T12:12:03.132361;(2590,563,-486);(1640,1109,673)
2021-07-06T12:12:03.140027;(2595,560,-493);(1632,1101,678)
2021-07-06T12:12:03.147880;(2595,560,-493);(1632,1101,678)
2021-07-06T12:12:03.155519;(2595,560,-493);(1632,1101,678)
2021-07-06T12:12:03.162167;(2594,559,-488);(1622,1084,689)
2021-07-06T12:12:03.169714;(2594,559,-488);(1622,1084,689)
2021-07-06T12:12:03.175802;(2594,559,-488);(1622,1084,689)
2021-07-06T12:12:03.183445;(2593,561,-492);(1620,1074,694)
2021-07-06T12:12:03.191031;(2593,561,-492);(1620,1074,694)
2021-07-06T12:12:03.199813;(2593,561,-492);(1620,1074,694)
2021-07-06T12:12:03.207716;(2596,564,-486);(1614,1062,710)
2021-07-06T12:12:03.215245;(2596,564,-486);(1614,1062,710)
2021-07-06T12:12:03.222912;(2591,557,-493);(1606,1048,718)
2021-07-06T12:12:03.231821;(2591,557,-493);(1606,1048,718)
2021-07-06T12:12:03.241357;(2585,554,-500);(1598,1037,728)
2021-07-06T12:12:03.250223;(2585,554,-500);(1598,1037,728)
2021-07-06T12:12:03.257724;(2585,554,-500);(1598,1037,728)
2021-07-06T12:12:03.264788;(2587,560,-501);(1589,1029,740)
2021-07-06T12:12:03.272611;(2587,560,-501);(1589,1029,740)
2021-07-06T12:12:03.279059;(2591,562,-493);(1579,1018,753)
2021-07-06T12:12:03.286189;(2591,562,-493);(1579,1018,753)
2021-07-06T12:12:03.293122;(2591,562,-493);(1579,1018,753)
2021-07-06T12:12:03.300079;(2587,560,-489);(1572,1007,755)
2021-07-06T12:12:03.307570;(2587,560,-489);(1572,1007,755)
2021-07-06T12:12:03.315542;(2587,560,-489);(1572,1007,755)
