5936;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1201;  2.1933;-133.422;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0288; 10.0000; 90.0000;  0.0288;  0.00;  2.00; -0.0546;  0.2460;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6880; 10.0000; 95.7129; -0.0249;  0.00;  2.00;  0.0300; -0.0939;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00; -0.0077; -0.0021;  0.000;  0.000;  1.0048; -0.0997;  0.0032;
5937;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1158;  2.1921;-133.422;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0222; 10.0000; 90.0000;  0.0222;  0.00;  2.00; -0.0575;  0.2129;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6908; 10.0000; 95.7129; -0.0221;  0.00;  2.00;  0.0271; -0.0797;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00; -0.0115; -0.0021;  0.000;  0.000;  1.0046;  0.0248;  0.0033;
5938;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1139;  2.1892;-132.891;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0186; 10.0000; 90.0000;  0.0186;  0.00;  2.00; -0.0579;  0.1948;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6906; 10.0000; 95.7129; -0.0223;  0.00;  2.00;  0.0313; -0.0806;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00; -0.0063; -0.0021;  0.000;  0.000;  1.0045;  0.0570;  0.0036;
5939;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1113;  2.1884;-132.891;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0180; 10.0000; 90.0000;  0.0180;  0.00;  2.00; -0.0510;  0.1917;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6901; 10.0000; 95.7129; -0.0228;  0.00;  2.00;  0.0316; -0.0830;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00; -0.0000; -0.0021;  0.000;  0.000;  1.0046;  0.0169;  0.0037;
5940;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1191;  2.1887;-132.618;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0203; 10.0000; 90.0000;  0.0203;  0.00;  2.00; -0.0621;  0.2036;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6926; 10.0000; 95.7129; -0.0203;  0.00;  2.00;  0.0300; -0.0704;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00; -0.0053; -0.0021;  0.000;  0.000;  1.0046; -0.0034;  0.0036;
5941;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1202;  2.1893;-132.618;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0257; 10.0000; 90.0000;  0.0257;  0.00;  2.00; -0.0558;  0.2306;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6922; 10.0000; 95.7129; -0.0207;  0.00;  2.00;  0.0298; -0.0728;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00; -0.0055; -0.0021;  0.000;  0.000;  1.0046; -0.0098;  0.0036;
5942;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1179;  2.1844;-132.350;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0281; 10.0000; 90.0000;  0.0281;  0.00;  2.00; -0.0505;  0.2425;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6887; 10.0000; 95.7129; -0.0242;  0.00;  2.00;  0.0288; -0.0902;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00; -0.0056; -0.0021;  0.000;  0.000;  1.0044;  0.0956;  0.0040;
5943;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1165;  2.1895;-132.350;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0275; 10.0000; 90.0000;  0.0275;  0.00;  2.00; -0.0599;  0.2394;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6882; 10.0000; 95.7129; -0.0247;  0.00;  2.00;  0.0307; -0.0926;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00;  0.0005; -0.0021;  0.000;  0.000;  1.0048; -0.0973;  0.0036;
5944;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1135;  2.1919;-132.350;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0239; 10.0000; 90.0000;  0.0239;  0.00;  2.00; -0.0560;  0.2213;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6907; 10.0000; 95.7129; -0.0222;  0.00;  2.00;  0.0338; -0.0801;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00; -0.0076; -0.0021;  0.000;  0.000;  1.0047; -0.0442;  0.0034;
5945;2;  0.10;  0.10;  1.00;  0.50;  2.20;  0.1119;  2.1895;-132.350;0;1;0;0;0;  7.0000;8;1;1;1;1;0; 90.03; 48.00; 30.00; 90.0232; 10.0000; 90.0000;  0.0232;  0.00;  2.00; -0.0542;  0.2182;8;1;1;1;1;0; 95.69; 48.00; 30.00; 95.6902; 10.0000; 95.7129; -0.0227;  0.00;  2.00;  0.0324; -0.0825;8;2;0;0;0;0; 90.00;  9.00;  4.00;  0.0000; 10.0000; 90.0879; -0.0439;  0.00;  2.00;  0.0017; -0.0021;  0.000;  0.000;  1.0046;  0.0480;  0.0036;
