imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
2,2021-07-08T12:38:19.276671,4604246,-3519,325,1502,79,-243,2078,348,218,-34
2,2021-07-08T12:38:19.289143,4604257,-3519,325,1502,79,-243,2078,348,218,-34
2,2021-07-08T12:38:19.299989,4604269,-3516,321,1496,68,-239,2076,348,218,-34
2,2021-07-08T12:38:19.310809,4604279,-3516,321,1496,68,-239,2076,348,218,-34
2,2021-07-08T12:38:19.320058,4604291,-3519,307,1498,55,-231,2085,348,218,-34
2,2021-07-08T12:38:19.328048,4604300,-3519,307,1498,55,-231,2085,348,218,-34
2,2021-07-08T12:38:19.337474,4604308,-3524,335,1470,30,-225,2093,348,218,-34
2,2021-07-08T12:38:19.346355,4604317,-3524,335,1470,30,-225,2093,348,218,-34
2,2021-07-08T12:38:19.356907,4604326,-3522,305,1434,-43,-235,2083,348,218,-34
2,2021-07-08T12:38:19.368713,4604337,-3522,305,1434,-43,-235,2083,348,218,-34
2,2021-07-08T12:38:19.377692,4604348,-3512,344,1485,-197,-216,2090,348,218,-34
2,2021-07-08T12:38:19.388072,4604357,-3512,344,1485,-197,-216,2090,348,218,-34
2,2021-07-08T12:38:19.397362,4604367,-3524,323,1462,-172,-196,2086,358,224,-36
2,2021-07-08T12:38:19.406152,4604377,-3524,323,1462,-172,-196,2086,358,224,-36
2,2021-07-08T12:38:19.414887,4604386,-3520,362,1488,-215,-149,2091,358,224,-36
2,2021-07-08T12:38:19.424477,4604395,-3520,362,1488,-215,-149,2091,358,224,-36
2,2021-07-08T12:38:19.432521,4604404,-3519,334,1536,-209,-127,2087,358,224,-36
2,2021-07-08T12:38:19.442592,4604412,-3519,334,1536,-209,-127,2087,358,224,-36
2,2021-07-08T12:38:19.450691,4604422,-3519,334,1536,-209,-127,2087,358,224,-36
2,2021-07-08T12:38:19.460097,4604431,-3522,343,1494,-133,-119,2100,358,224,-36
2,2021-07-08T12:38:19.468682,4604439,-3522,343,1494,-133,-119,2100,358,224,-36
2,2021-07-08T12:38:19.478664,4604448,-3514,317,1500,-153,-100,2095,358,224,-36
2,2021-07-08T12:38:19.494143,4604459,-3514,317,1500,-153,-100,2095,358,224,-36
2,2021-07-08T12:38:19.504859,4604474,-3525,352,1488,-157,-99,2098,358,224,-36
2,2021-07-08T12:38:19.515018,4604484,-3514,331,1501,-159,-86,2100,352,236,-32
2,2021-07-08T12:38:19.525973,4604494,-3514,331,1501,-159,-86,2100,352,236,-32
2,2021-07-08T12:38:19.535752,4604506,-3522,337,1556,-162,-69,2089,352,236,-32
2,2021-07-08T12:38:19.544802,4604516,-3522,337,1556,-162,-69,2089,352,236,-32
2,2021-07-08T12:38:19.553693,4604524,-3524,343,1554,-48,-54,2098,352,236,-32
2,2021-07-08T12:38:19.562702,4604533,-3524,343,1554,-48,-54,2098,352,236,-32
2,2021-07-08T12:38:19.573476,4604542,-3524,343,1554,-48,-54,2098,352,236,-32
2,2021-07-08T12:38:19.582628,4604553,-3517,311,1450,70,-50,2113,352,236,-32
2,2021-07-08T12:38:19.591986,4604562,-3517,311,1450,70,-50,2113,352,236,-32
2,2021-07-08T12:38:19.601712,4604571,-3525,351,1518,-37,-33,2106,352,236,-32
2,2021-07-08T12:38:19.616161,4604581,-3525,351,1518,-37,-33,2106,352,236,-32
2,2021-07-08T12:38:19.626958,4604596,-3521,351,1488,17,-3,2109,352,236,-32
2,2021-07-08T12:38:19.635208,4604606,-3518,346,1526,-16,13,2117,347,229,-41
2,2021-07-08T12:38:19.645811,4604615,-3518,346,1526,-16,13,2117,347,229,-41
2,2021-07-08T12:38:19.656448,4604625,-3520,361,1507,38,13,2110,347,229,-41
2,2021-07-08T12:38:19.667012,4604636,-3520,361,1507,38,13,2110,347,229,-41
2,2021-07-08T12:38:19.676592,4604647,-3513,343,1494,58,26,2118,347,229,-41
2,2021-07-08T12:38:19.686147,4604656,-3513,343,1494,58,26,2118,347,229,-41
2,2021-07-08T12:38:19.696396,4604665,-3519,353,1498,23,39,2113,347,229,-41
2,2021-07-08T12:38:19.706213,4604676,-3519,353,1498,23,39,2113,347,229,-41
2,2021-07-08T12:38:19.714126,4604686,-3518,372,1496,27,54,2112,347,229,-41
2,2021-07-08T12:38:19.723325,4604694,-3518,372,1496,27,54,2112,347,229,-41
2,2021-07-08T12:38:19.738077,4604703,-3518,372,1496,27,54,2112,347,229,-41
2,2021-07-08T12:38:19.748056,4604718,-3524,363,1508,15,49,2126,347,229,-41
2,2021-07-08T12:38:19.757806,4604728,-3524,375,1497,11,51,2127,334,242,-38
2,2021-07-08T12:38:19.767307,4604737,-3524,375,1497,11,51,2127,334,242,-38
2,2021-07-08T12:38:19.775202,4604747,-3524,366,1510,-16,51,2123,334,242,-38
2,2021-07-08T12:38:19.784222,4604754,-3524,366,1510,-16,51,2123,334,242,-38
2,2021-07-08T12:38:19.793403,4604764,-3525,355,1484,-6,56,2128,334,242,-38
2,2021-07-08T12:38:19.804012,4604773,-3525,355,1484,-6,56,2128,334,242,-38
2,2021-07-08T12:38:19.814594,4604784,-3523,358,1489,-68,56,2129,334,242,-38
2,2021-07-08T12:38:19.823456,4604794,-3523,358,1489,-68,56,2129,334,242,-38
2,2021-07-08T12:38:19.832864,4604804,-3523,358,1489,-68,56,2129,334,242,-38
2,2021-07-08T12:38:19.842419,4604813,-3516,348,1476,-122,53,2133,334,242,-38
2,2021-07-08T12:38:19.851982,4604822,-3516,348,1476,-122,53,2133,334,242,-38
2,2021-07-08T12:38:19.861367,4604831,-3517,341,1508,-189,46,2133,334,242,-38
2,2021-07-08T12:38:19.873069,4604841,-3517,341,1508,-189,46,2133,334,242,-38
2,2021-07-08T12:38:19.883617,4604853,-3524,348,1542,-188,47,2137,345,239,-35
2,2021-07-08T12:38:19.894014,4604863,-3524,348,1542,-188,47,2137,345,239,-35
2,2021-07-08T12:38:19.901454,4604873,-3524,330,1525,-140,30,2149,345,239,-35
2,2021-07-08T12:38:19.909439,4604881,-3524,330,1525,-140,30,2149,345,239,-35
2,2021-07-08T12:38:19.922929,4604890,-3522,327,1497,-169,9,2154,345,239,-35
2,2021-07-08T12:38:19.934696,4604903,-3522,327,1497,-169,9,2154,345,239,-35
2,2021-07-08T12:38:19.943949,4604914,-3526,347,1506,-217,-1,2150,345,239,-35
